$$$Vapor-Liquid Equilibrium Data Set 16488	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	C6H14	86.177	110-54-3	Hexane	
3	H2O	18.015	7732-18-5	Water	
Pressure	101.33	kPa	
T [K]	y1 [mol/mol]	y2 [mol/mol]	
325.85	0.33800	0.61700	
324.85	0.38500	0.56900	
323.75	0.42100	0.55400	
323.05	0.41100	0.55100	
327.55	0.34100	0.60300	
324.85	0.37200	0.58500	
323.85	0.39600	0.57400	
322.75	0.44700	0.53000	
328.55	0.30600	0.64300	
325.35	0.35600	0.60700	
324.15	0.37700	0.59000	
323.25	0.40700	0.56600	
Source	
Koshelkov V.A.; Pavlenko T.G.; Timofeev V.S.: Untersuchung der Phasengleichgewichte in Systemen Wasser-Alkohole(C1-C3)-Kohlenwasserstoffe(C6-C10). I.. Tr.Altaisk.Politekh.Inst. 41 (1974) 64-73	
Source	
