$$$Vapor-Liquid Equilibrium Data Set 15092	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O	72.107	109-99-9	Tetrahydrofuran	
2	C6H12	84.161	110-82-7	Cyclohexane	
3	H2O	18.015	7732-18-5	Water	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
337.05	0.87210	0.10520	0.84260	0.09900	
336.65	0.85690	0.09970	0.80930	0.09740	
336.45	0.76450	0.19730	0.72800	0.17020	
336.45	0.78580	0.17470	0.73690	0.15760	
336.35	0.87970	0.04760	0.82800	0.05060	
336.25	0.86390	0.06450	0.80560	0.06840	
336.05	0.76790	0.19000	0.71200	0.16420	
337.65	0.64810	0.34010	0.67310	0.26050	
340.25	0.50590	0.49050	0.60290	0.37340	
Source	
Wang Y.: Isobaric Vapor-Liquid Equilibrium for Tetrahydrofuran Cyclohexane Water System. Huaxue-gongcheng 21 (1993) 48-51	
Source	
