$$$Vapor-Liquid Equilibrium Data Set 11133
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H6O2	62.068	107-21-1	1,2-Ethanediol
2	C2H3N	41.053	75-05-8	Acetonitrile
3	H2O	18.015	7732-18-5	Water
Temperature	323.15	K
P [kPa]	x1 [mol/mol]	x2 [mol/mol]
24.659	0.68540	0.29360
24.933	0.66500	0.28480
25.394	0.63050	0.27000
25.813	0.59480	0.25470
26.198	0.55970	0.23970
26.548	0.52430	0.22450
26.852	0.48950	0.20960
27.099	0.45440	0.19450
27.298	0.41940	0.17960
27.426	0.38420	0.16450
27.500	0.34830	0.14910
30.130	0.29550	0.68440
30.700	0.28630	0.66300
31.540	0.27110	0.62770
32.247	0.25580	0.59230
32.844	0.24100	0.55800
33.359	0.22570	0.52270
33.797	0.21060	0.48760
34.163	0.19550	0.45270
34.476	0.18040	0.41770
34.704	0.16530	0.38270
34.837	0.15020	0.34770
36.409	0.02030	0.29180
35.932	0.05000	0.28300
35.040	0.10020	0.26800
34.095	0.15010	0.25310
33.028	0.20040	0.23820
31.853	0.25040	0.22330
30.576	0.30020	0.20840
29.158	0.35030	0.19350
27.622	0.40040	0.17860
25.959	0.45030	0.16380
24.173	0.50030	0.14890
7.239	0.68560	0.01980
12.099	0.66470	0.04970
18.076	0.63000	0.09930
22.213	0.59540	0.14880
25.079	0.56030	0.19910
27.043	0.52540	0.24880
28.402	0.49090	0.29830
29.367	0.45590	0.34830
30.058	0.42100	0.39820
30.581	0.38590	0.44830
30.984	0.35100	0.49820
37.457	0.02030	0.68140
36.649	0.05000	0.66340
35.461	0.10120	0.62760
34.477	0.15090	0.59290
33.599	0.20080	0.55800
32.777	0.25080	0.52310
31.997	0.30090	0.48810
31.208	0.35100	0.45310
30.395	0.40110	0.41810
29.514	0.45110	0.38330
28.530	0.50100	0.34840
Source
Villamanan M.A.; Allawi A.J.; van Ness H.C.: 11. Total Pressure Data and GE for Ethylene Glycol/Acetone/Water and for Ethylene Glycol/Acetonitrile/Water at 50 °C. J.Chem.Eng.Data 29 (1984) 293-296
Source
