$$$Vapor-Liquid Equilibrium Data Set 11437
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CH4O	32.042	67-56-1	Methanol
2	C2H6O	46.069	64-17-5	Ethanol
3	C3H8O	60.096	67-63-0	2-Propanol
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
341.35	0.74670	0.09670	0.88510	0.04440
342.15	0.68970	0.10300	0.84010	0.05400
343.15	0.62510	0.10720	0.78980	0.06160
343.75	0.59120	0.10700	0.75860	0.06250
342.70	0.58460	0.29180	0.73620	0.20560
344.10	0.53690	0.33560	0.68110	0.25390
344.75	0.53660	0.12430	0.70270	0.08560
345.65	0.49730	0.11930	0.66660	0.08740
344.95	0.49140	0.31910	0.64660	0.24610
344.40	0.47700	0.40780	0.63000	0.31280
344.60	0.47650	0.29680	0.63800	0.22850
346.05	0.47610	0.09860	0.65210	0.06880
346.67	0.45540	0.07720	0.62610	0.05350
346.15	0.43300	0.32440	0.58710	0.26270
345.45	0.43220	0.42850	0.57940	0.33990
347.12	0.41610	0.03960	0.59160	0.02110
346.35	0.39900	0.28600	0.55110	0.23880
346.24	0.38460	0.44490	0.53310	0.36420
346.35	0.38220	0.49690	0.52300	0.40830
346.40	0.37690	0.46060	0.52160	0.38390
346.75	0.33830	0.54860	0.47240	0.45930
347.82	0.33710	0.34640	0.48950	0.29400
347.63	0.31310	0.43810	0.45600	0.37720
347.75	0.31190	0.48560	0.44710	0.41670
349.37	0.26050	0.27340	0.39960	0.25000
348.73	0.25250	0.44040	0.38940	0.39210
349.20	0.23100	0.50180	0.35230	0.45300
348.45	0.23000	0.63910	0.34910	0.56620
349.80	0.22990	0.35090	0.35830	0.32420
350.45	0.19990	0.27820	0.32230	0.26350
350.00	0.19890	0.43420	0.32200	0.39830
349.30	0.17750	0.64340	0.28300	0.58540
350.85	0.15320	0.43230	0.26110	0.41180
349.27	0.14800	0.59560	0.24520	0.55940
351.55	0.13670	0.28250	0.23210	0.27610
350.05	0.13460	0.64660	0.22770	0.60750
353.02	0.12390	0.01570	0.22550	0.01710
