$$$Vapor-Liquid Equilibrium Data Set 2115
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CH4O	32.042	67-56-1	Methanol
2	C3H6O	58.080	67-64-1	Acetone
3	CHCl3	119.377	67-66-3	Chloroform
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
331.25	0.29200	0.36800	0.35700	0.33700
332.65	0.14600	0.43600	0.23500	0.41100
329.85	0.40000	0.18800	0.41900	0.14300
330.55	0.40300	0.42800	0.40600	0.44600
330.85	0.49500	0.264000.47500	0.26400
Source
Willock J.M.; van Winkle M.: Binary and Ternary Vapor-Liquid Equilibria of Methanol-Acetone-2,3-Dimethylbutane. J.Chem.Eng.Data 15 (1970) 281-286
$$$Vapor-Liquid Equilibrium Data Set 2577
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	CHCl3	119.377	67-66-3	Chloroform
3	CH4O	32.042	67-56-1	Methanol
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
334.15	0.10000	0.10000	0.11500	0.17000
331.85	0.10000	0.20000	0.10000	0.31000
330.15	0.10000	0.30000	0.09500	0.42500
329.15	0.10000	0.40000	0.07800	0.49000
329.15	0.10000	0.50000	0.08700	0.53000
329.15	0.10000	0.60000	0.09000	0.57000
329.65	0.10000	0.70000	0.08000	0.64500
332.95	0.10000	0.80000	0.09000	0.77000
332.35	0.20000	0.10000	0.27000	0.13000
332.15	0.20000	0.20000	0.20000	0.25000
330.35	0.20000	0.30000	0.19000	0.35000
329.85	0.20000	0.40000	0.18000	0.42000
331.15	0.20000	0.50000	0.17000	0.49000
332.15	0.20000	0.60000	0.19000	0.58000
333.65	0.20000	0.70000	0.18000	0.68000
332.05	0.30000	0.10000	0.38000	0.11000
331.95	0.30000	0.20000	0.32000	0.21500
331.15	0.30000	0.30000	0.30000	0.29000
331.85	0.30000	0.40000	0.30000	0.37500
332.65	0.30000	0.50000	0.27000	0.47500
334.65	0.30000	0.60000	0.28600	0.58500
331.15	0.40000	0.10000	0.47500	0.11000
331.35	0.40000	0.20000	0.41000	0.19000
332.05	0.40000	0.30000	0.42000	0.26000
333.15	0.40000	0.40000	0.40000	0.36200
334.65	0.40000	0.50000	0.41000	0.46000
330.95	0.50000	0.10000	0.52000	0.09000
331.45	0.50000	0.20000	0.52500	0.16500
332.35	0.50000	0.30000	0.55000	0.23000
334.35	0.50000	0.40000	0.54500	0.33000
330.45	0.60000	0.10000	0.62000	0.08500
332.15	0.60000	0.20000	0.63500	0.15500
333.15	0.60000	0.30000	0.67500	0.19500
330.65	0.70000	0.10000	0.71000	0.08000
333.15	0.70000	0.20000	0.75500	0.13500
331.15	0.80000	0.10000	0.82000	0.07500
Source
Shishkin K.N.; Kotsyuba A.A.: . Tr.Dnepropetr.Khim.Tekhnol.Inst. 4 (1955) 18
$$$Vapor-Liquid Equilibrium Data Set 5184
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CH4O	32.042	67-56-1	Methanol
2	CHCl3	119.377	67-66-3	Chloroform
3	C3H6O	58.080	67-64-1	Acetone
Pressure	101.33	kPa
x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
0.42000	0.23300	0.42800	0.23200
0.42800	0.23200	0.43100	0.22600
0.44400	0.24100	0.44700	0.24000
0.45500	0.23200	0.44600	0.23400
0.41900	0.24500	0.42900	0.24000
0.43000	0.25100	0.43700	0.24600
0.44500	0.24700	0.44700	0.24900
0.45600	0.24100	0.45700	0.24500
Source
Lang H.: Über das Siedegleichgewicht des Systems Methanol-Aceton-Chloroform. Z.Phys.Chem.(Leipzig) 196 (1950) 278-297
Source
