$$$Vapor-Liquid Equilibrium Data Set 1800
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C2H3N	41.053	75-05-8	Acetonitrile
3	H2O	18.015	7732-18-5	Water
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
365.35	0.00250	0.01680	0.06360	0.19600
357.95	0.00430	0.05070	0.08050	0.39550
351.85	0.00840	0.10500	0.07510	0.48200
357.15	0.01360	0.02410	0.23300	0.19700
349.95	0.01370	0.19600	0.07550	0.54400
349.75	0.01920	0.28600	0.07560	0.56200
349.95	0.01980	0.68100	0.03540	0.66800
353.15	0.02000	0.02840	0.31400	0.20100
349.35	0.02580	0.41900	0.07040	0.57000
348.55	0.03640	0.66100	0.07210	0.63600
350.75	0.04290	0.88340	0.08010	0.79100
346.35	0.06080	0.05820	0.44500	0.21900
347.35	0.08100	0.64200	0.14300	0.57500
348.15	0.08900	0.74300	0.15600	0.61300
348.65	0.09610	0.81900	0.17200	0.68500
346.15	0.11100	0.61100	0.18700	0.54200
346.15	0.13900	0.72700	0.23800	0.58800
341.05	0.14400	0.04550	0.62800	0.10600
339.15	0.16200	0.05400	0.62400	0.10480
341.55	0.18300	0.14100	0.51700	0.20900
344.35	0.19600	0.54200	0.31600	0.43300
344.35	0.20000	0.64000	0.33400	0.49200
341.75	0.26800	0.50100	0.41700	0.36800
342.75	0.28600	0.56400	0.43600	0.40700
338.55	0.32100	0.18700	0.60700	0.17400
340.75	0.33800	0.45200	0.50000	0.32100
340.65	0.34200	0.46900	0.50800	0.32900
336.35	0.35800	0.09180	0.71100	0.08900
338.15	0.44800	0.34200	0.61500	0.22600
337.45	0.49000	0.26400	0.66600	0.17500
Source
Pratt H.R.C.: Continuous Purification and Azeotropic Dehydration of Acetonitrile Produced by the Catalytic Acetic Acid-Ammonia Reaction. Trans.Inst.Chem.Engr. 25 (1947) 43-67
Source
