$$$Vapor-Liquid Equilibrium Data Set 16293	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H10O	74.123	71-36-3	1-Butanol	
2	H2O	18.015	7732-18-5	Water	
3	C3H8O	60.096	67-63-0	2-Propanol	
Pressure	100.50	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
360.45	0.35600	0.04080	0.11040	0.09860	
360.95	0.30200	0.14630	0.12480	0.17990	
368.45	0.54980	0.03070	0.26750	0.06820	
365.25	0.46460	0.02530	0.18590	0.05310	
362.85	0.34210	0.02580	0.14000	0.05130	
362.05	0.32400	0.02860	0.11530	0.04840	
361.05	0.29800	0.05070	0.10610	0.05310	
359.65	0.29260	0.02950	0.09530	0.05250	
383.55	0.88120	0.01510	0.71700	0.01980	
380.25	0.81510	0.01320	0.58360	0.03440	
378.65	0.79220	0.01480	0.53900	0.03460	
375.65	0.72000	0.01650	0.44260	0.03940	
374.55	0.70880	0.01310	0.42190	0.03480	
370.25	0.58210	0.00520	0.29630	0.03370	
369.75	0.59080	0.01500	0.27140	0.03180	
368.75	0.55920	0.02110	0.25410	0.05410	
389.45	0.98680	0.00510	0.95890	0.01490	
382.95	0.88800	0.00870	0.69950	0.03060	
381.25	0.85580	0.00960	0.63570	0.03260	
386.45	0.94820	0.01050	0.83450	0.02290	
383.55	0.89690	0.00800	0.71570	0.02450	
380.65	0.82920	0.00740	0.59250	0.01730	
378.55	0.80130	0.00840	0.53320	0.01850	
375.15	0.71340	0.00950	0.41260	0.01760	
372.55	0.64520	0.00780	0.34490	0.01950	
366.35	0.47320	0.00970	0.19870	0.01710	
360.15	0.29210	0.00990	0.07450	0.01490	
356.15	0.04280	0.00920	0.01500	0.01450	
356.05	0.06640	0.00760	0.01430	0.01170	
357.25	0.12290	0.01010	0.03310	0.01420	
356.95	0.11980	0.00950	0.02680	0.01370	
357.55	0.14000	0.00930	0.03660	0.01400	
358.45	0.17650	0.00910	0.04890	0.01460	
358.95	0.19040	0.00970	0.05870	0.01620	
359.75	0.24360	0.01030	0.07450	0.01880	
378.55	0.78840	0.00390	0.52050	0.01050	
376.25	0.74150	0.00420	0.45490	0.00990	
365.25	0.45530	0.00580	0.17480	0.01240	
366.35	0.49190	0.00520	0.20190	0.01140	
368.45	0.54830	0.00660	0.24430	0.01180	
369.85	0.59200	0.00700	0.28000	0.01590	
372.05	0.64140	0.00670	0.33960	0.01370	
374.75	0.70660	0.01090	0.40640	0.02980	
375.65	0.73820	0.00870	0.44870	0.02580	
365.35	0.44330	0.01480	0.16990	0.02170	
364.75	0.42390	0.01010	0.15910	0.02050	
356.15	0.11750	0.49700	0.04430	0.47220	
356.75	0.08380	0.66800	0.04510	0.51580	
357.45	0.06630	0.75950	0.05470	0.54800	
362.25	0.42920	0.45050	0.17450	0.56280	
364.05	0.47930	0.36200	0.21270	0.54710	
362.95	0.48710	0.30960	0.18590	0.49330	
355.15	0.08000	0.39940	0.03120	0.40490	
355.75	0.12810	0.38090	0.04810	0.41570	
357.35	0.13890	0.40800	0.07260	0.42140	
359.05	0.23870	0.34060	0.10790	0.43110	
360.55	0.39630	0.27830	0.13640	0.45440	
363.15	0.52440	0.23690	0.19300	0.47720	
364.55	0.58870	0.20450	0.22600	0.46360	
365.55	0.62760	0.18020	0.24130	0.45810	
366.75	0.62610	0.18800	0.28170	0.44160	
365.65	0.62070	0.23040	0.25450	0.51880	
355.85	0.12400	0.11870	0.04140	0.17530	
355.05	0.13200	0.16640	0.03390	0.27100	
354.75	0.11240	0.31140	0.03010	0.35360	
359.95	0.17410	0.64210	0.12410	0.59140	
359.95	0.21350	0.62010	0.12050	0.59160	
361.25	0.21180	0.64720	0.16390	0.63420	
366.55	0.52700	0.02600	0.22150	0.07530	
367.65	0.55750	0.02690	0.24670	0.07220	
369.05	0.59240	0.02480	0.28110	0.06830	
367.35	0.50400	0.00970	0.22810	0.01110	
367.75	0.53260	0.01190	0.24080	0.02720	
368.75	0.56790	0.01200	0.26450	0.02560	
369.75	0.60070	0.01010	0.29390	0.02610	
371.55	0.65120	0.00830	0.34470	0.02090	
367.25	0.51410	0.00690	0.22010	0.01320	
368.65	0.54220	0.00550	0.27720	0.01530	
369.95	0.58730	0.00730	0.29140	0.01300	
371.55	0.63530	0.00540	0.32440	0.01240	
364.85	0.45020	0.51630	0.24710	0.70430	
Source	
Aicher T.; Bamberger T.; Schlünder E.-U.: Liquid-Liquid and Vapor-Liquid Phase Equilibria for 1-Butanol + Water + 2-Propanol at Ambient Pressure. J.Chem.Eng.Data 40 (1995) 696-698	
Source	
