$$$Vapor-Liquid Equilibrium Data Set 2552
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H6O	46.069	64-17-5	Ethanol
2	C6H6	78.114	71-43-2	Benzene
3	H2O	18.015	7732-18-5	Water
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
349.25	0.24400	0.00420	0.50300	0.13800
348.90	0.24500	0.00500	0.47000	0.15200
348.15	0.24800	0.00620	0.44900	0.19100
347.15	0.24950	0.00730	0.42500	0.22700
346.40	0.25000	0.00850	0.40700	0.27500
345.90	0.25000	0.00970	0.38200	0.30100
345.40	0.25000	0.01100	0.36500	0.33500
344.90	0.25100	0.01260	0.34800	0.37800
344.40	0.25100	0.01400	0.32800	0.41000
343.40	0.25100	0.01570	0.31200	0.42400
343.70	0.27000	0.01800	0.35400	0.36600
343.40	0.27050	0.01950	0.33600	0.40300
342.90	0.27080	0.02120	0.32400	0.42700
342.40	0.27080	0.02320	0.29400	0.45800
340.40	0.27150	0.03220	0.25800	0.53000
339.90	0.27150	0.03430	0.25800	0.53000
341.65	0.27200	0.02700	0.29200	0.47700
340.90	0.27200	0.03050	0.27900	0.50100
339.15	0.38540	0.53900	0.33100	0.53700
339.20	0.38700	0.54000	0.33400	0.53700
339.25	0.38800	0.54000	0.33700	0.53700
339.30	0.39100	0.54100	0.34300	0.53700
339.35	0.39400	0.54100	0.34600	0.53750
339.35	0.39500	0.54200	0.34700	0.53700
339.40	0.39700	0.54150	0.34950	0.53700
343.80	0.45640	0.04160	0.40600	0.35300
344.90	0.45800	0.03420	0.43000	0.31900
349.15	0.46610	0.01390	0.54750	0.13550
349.15	0.46650	0.01350	0.55000	0.12350
348.15	0.46750	0.01980	0.49200	0.20300
348.90	0.46760	0.01540	0.52900	0.13800
348.65	0.46760	0.01740	0.49900	0.18350
348.75	0.86470	0.03170	0.76950	0.12600
349.00	0.86640	0.02960	0.77600	0.11750
349.15	0.86950	0.02650	0.78650	0.10550
349.40	0.87400	0.02400	0.79600	0.09600
349.65	0.87580	0.02220	0.80550	0.08750
349.65	0.87700	0.02000	0.81200	0.08100
349.75	0.87800	0.01800	0.82000	0.07200
Source
Norman W.S.: The Dehydration of Ethanol by Azeotropic Distillation. Trans.Inst.Chem.Engr. 23 (1945) 66-75
$$$Vapor-Liquid Equilibrium Data Set 7234
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H6	78.114	71-43-2	Benzene
2	C2H6O	46.069	64-17-5	Ethanol
3	H2O	18.015	7732-18-5	Water
Temperature	308.15	K
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
25.598	0.98200	0.01400	0.74500	0.09200
28.264	0.89900	0.08000	0.69200	0.17900
28.798	0.81600	0.14500	0.66000	0.20000
29.198	0.74600	0.19700	0.65200	0.20800
28.931	0.64900	0.25500	0.64400	0.21600
28.531	0.50800	0.32000	0.64000	0.22000
25.598	0.00100	0.05600	0.74500	0.09200
28.264	0.00300	0.15400	0.69200	0.17900
28.798	0.01500	0.24100	0.66000	0.20000
29.198	0.03300	0.29800	0.65200	0.20800
28.931	0.06400	0.34800	0.64400	0.21600
28.531	0.12400	0.38600	0.64000	0.22000
Source
Morachevskii A.G.; Belousov V.P.: Untersuchung der dreiphasigen Gleichgewicht im System Benzol-Ethanol-Wasser. Vestn.Leningr.Univ.Fiz.Khim.  (1958) 117-125
$$$Vapor-Liquid Equilibrium Data Set 7235
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H6	78.114	71-43-2	Benzene
2	C2H6O	46.069	64-17-5	Ethanol
3	H2O	18.015	7732-18-5	Water
Temperature	318.15	K
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
39.730	0.97900	0.01700	0.73200	0.09600
44.796	0.88900	0.08600	0.63600	0.19300
45.863	0.80100	0.15600	0.64500	0.20500
46.130	0.72700	0.21300	0.63000	0.21500
45.863	0.61900	0.27000	0.63500	0.22000
39.730	0.00100	0.05100	0.73200	0.09600
44.796	0.00300	0.14000	0.63600	0.19300
45.863	0.01200	0.21700	0.64500	0.20500
46.130	0.02700	0.27000	0.63000	0.21500
45.863	0.05300	0.32000	0.63500	0.22000
Source
Morachevskii A.G.; Belousov V.P.: Untersuchung der dreiphasigen Gleichgewicht im System Benzol-Ethanol-Wasser. Vestn.Leningr.Univ.Fiz.Khim.  (1958) 117-125
Source
