$$$Vapor-Liquid Equilibrium Data Set 5577	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H3N	41.053	75-05-8	Acetonitrile	
2	C8H10	106.167	106-42-3	p-Xylene	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	y1 [mol/mol]	
408.65	0.01000	0.09500	
402.40	0.03000	0.25000	
403.65	0.03250	0.21750	
390.65	0.08000	0.45500	
386.25	0.11250	0.52500	
381.79	0.13500	0.57000	
376.10	0.16750	0.62000	
373.15	0.21000	0.68000	
367.74	0.31250	0.77800	
362.05	0.44250	0.84500	
361.15	0.51000	0.87200	
358.65	0.64000	0.89500	
357.65	0.73000	0.91500	
357.39	0.77250	0.91250	
356.65	0.82250	0.93000	
356.23	0.85750	0.93500	
355.97	0.88000	0.94400	
355.58	0.92100	0.95500	
355.26	0.95250	0.96750	
355.06	0.96250	0.97250	
354.96	0.97750	0.98250	
Source	
Bagga O.P.; Katyal R.C.; Raju K.S.N.: Acetonitrile-Ethylbenzene and Acetonitrile-p-Xylene. J.Chem.Eng.Data 22 (1977) 416-418	
$$$Vapor-Liquid Equilibrium Data Set 14179	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H3N	41.053	75-05-8	Acetonitrile	
2	C8H10	106.167	106-42-3	p-Xylene	
Pressure	28.00	kPa	
T [K]	x1 [mol/mol]	y1 [mol/mol]	
368.95	0.00000	0.00000	
366.85	0.00800	0.08300	
363.85	0.01700	0.17500	
360.65	0.02500	0.25800	
359.85	0.02600	0.27800	
356.25	0.03800	0.36000	
352.25	0.05300	0.44500	
349.85	0.06300	0.49700	
346.65	0.07500	0.55500	
342.65	0.10000	0.62000	
338.85	0.12800	0.68500	
336.25	0.15800	0.72500	
332.35	0.20700	0.77000	
331.55	0.22000	0.78300	
330.65	0.24000	0.79500	
329.55	0.25500	0.80500	
327.55	0.31800	0.83000	
324.55	0.45800	0.85500	
322.15	0.58800	0.89000	
321.15	0.67800	0.91500	
320.55	0.73800	0.92400	
319.95	0.79500	0.93500	
319.55	0.83000	0.94300	
318.95	0.90400	0.95800	
317.75	1.00000	1.00000	
Source	
Di Cave S.; Mazzarotta B.: Isobaric Vapor-Liquid Equilibria for the Binary Systems Formed by Acetonitrile and Aromatic Hydrocarbons. J.Chem.Eng.Data 36 (1991) 293-297	
$$$Vapor-Liquid Equilibrium Data Set 14180	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H3N	41.053	75-05-8	Acetonitrile	
2	C8H10	106.167	106-42-3	p-Xylene	
Pressure	101.30	kPa	
T [K]	x1 [mol/mol]	y1 [mol/mol]	
411.15	0.00000	0.00000	
409.25	0.01000	0.04600	
408.25	0.01500	0.09000	
406.85	0.02000	0.12500	
405.15	0.02200	0.14100	
403.95	0.02700	0.17300	
402.55	0.03300	0.20200	
400.15	0.04500	0.27000	
396.25	0.06000	0.35500	
394.25	0.06300	0.40300	
390.55	0.07800	0.46000	
389.15	0.09400	0.49500	
385.55	0.10700	0.55500	
382.95	0.12800	0.59500	
379.95	0.14700	0.64300	
377.85	0.16500	0.67000	
376.45	0.17500	0.69000	
374.05	0.20000	0.72000	
371.65	0.23800	0.74500	
368.85	0.28100	0.78000	
365.25	0.37500	0.81800	
361.85	0.49800	0.85500	
359.85	0.60700	0.88000	
358.65	0.69400	0.89700	
357.25	0.78700	0.91800	
356.25	0.87200	0.94000	
354.95	0.95700	0.97400	
354.75	1.00000	1.00000	
Source	
Di Cave S.; Mazzarotta B.: Isobaric Vapor-Liquid Equilibria for the Binary Systems Formed by Acetonitrile and Aromatic Hydrocarbons. J.Chem.Eng.Data 36 (1991) 293-297	
Source	
Bagga O.P.; Katyal R.C.; Raju K.S.N.: Acetonitrile-Ethylbenzene and Acetonitrile-p-Xylene. J.Chem.Eng.Data 22 (1977) 416-418	
Di Cave S.; Mazzarotta B.: Isobaric Vapor-Liquid Equilibria for the Binary Systems Formed by Acetonitrile and Aromatic Hydrocarbons. J.Chem.Eng.Data 36 (1991) 293-297	
