$$$Vapor-Liquid Equilibrium Data Set 12498	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CHCl3	119.377	67-66-3	Chloroform	
2	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone	
Temperature	323.15	K	
P [kPa]	x1 [mol/mol]	
0.360	0.00000	
0.640	0.02220	
0.980	0.04940	
1.720	0.10020	
3.3704	0.19830	
6.379	0.29850	
10.270	0.39630	
16.149	0.49380	
23.930	0.58320	
35.690	0.68680	
44.880	0.75940	
58.690	0.87290	
64.649	0.93240	
67.430	0.96320	
69.930	1.00000	
Source	
Wilding W.V.; Wilson L.C.; Wilson G.M.: Vapor-Liquid Equilibrium Measurements on Five Binary Mixtures. Fluid Phase Equilib. 36 (1987) 67-90	
$$$Vapor-Liquid Equilibrium Data Set 12499	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CHCl3	119.377	67-66-3	Chloroform	
2	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone	
Temperature	373.15	K	
P [kPa]	x1 [mol/mol]	
3.760	0.00000	
6.219	0.02720	
8.010	0.05040	
12.000	0.08430	
25.401	0.19630	
42.110	0.29830	
64.040	0.40130	
85.830	0.47310	
92.460	0.48340	
133.000	0.58390	
190.780	0.69130	
238.420	0.78810	
285.030	0.89070	
304.130	0.94880	
320.530	1.00000	
Source	
Wilding W.V.; Wilson L.C.; Wilson G.M.: Vapor-Liquid Equilibrium Measurements on Five Binary Mixtures. Fluid Phase Equilib. 36 (1987) 67-90	
Source	
Wilding W.V.; Wilson L.C.; Wilson G.M.: Vapor-Liquid Equilibrium Measurements on Five Binary Mixtures. Fluid Phase Equilib. 36 (1987) 67-90	
