$$$Vapor-Liquid Equilibrium Data Set 12039
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C4H8O2	88.106	141-78-6	Ethyl acetate
3	C2H6O	46.069	64-17-5	Ethanol
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
333.45	0.66900	0.14400	0.75000	0.10300
334.05	0.58200	0.16800	0.68500	0.12300
334.25	0.59600	0.17100	0.70200	0.12600
334.65	0.58700	0.26000	0.68400	0.19000
334.95	0.56900	0.22900	0.66600	0.17100
335.45	0.54500	0.04100	0.67300	0.03300
336.25	0.45200	0.23300	0.57800	0.18100
336.65	0.49100	0.38900	0.58900	0.29400
337.05	0.42800	0.30000	0.51400	0.24800
337.25	0.42000	0.02400	0.60300	0.02500
337.65	0.39000	0.16200	0.51100	0.15000
338.05	0.32900	0.35800	0.47000	0.28500
338.25	0.34500	0.26400	0.44600	0.23300
338.95	0.37700	0.51300	0.49600	0.38100
339.05	0.28900	0.42600	0.41200	0.33700
339.25	0.29500	0.27700	0.40800	0.25500
339.35	0.35500	0.05400	0.50400	0.05700
339.45	0.34600	0.09000	0.47400	0.09800
339.55	0.26700	0.32700	0.38100	0.29000
340.75	0.19700	0.43900	0.28200	0.38000
340.75	0.24200	0.56400	0.35600	0.44700
340.75	0.30300	0.61200	0.41800	0.47900
341.05	0.22300	0.17200	0.33600	0.18300
341.35	0.16400	0.41700	0.23900	0.38300
341.55	0.18500	0.63100	0.27600	0.51800
341.55	0.23900	0.03700	0.39300	0.04600
341.65	0.15200	0.35100	0.23800	0.33600
342.25	0.19900	0.18600	0.29200	0.20900
342.35	0.11500	0.51300	0.18300	0.46200
342.75	0.17100	0.67900	0.24800	0.56600
342.75	0.18300	0.12000	0.29300	0.13800
342.85	0.11100	0.62600	0.16700	0.55000
343.05	0.15700	0.13600	0.25300	0.16100
343.05	0.18700	0.05000	0.31300	0.07300
343.25	0.22800	0.76200	0.34100	0.63200
343.35	0.06900	0.46700	0.10700	0.46400
343.35	0.07400	0.40900	0.11800	0.40600
343.35	0.13300	0.73300	0.20400	0.62600
343.45	0.07500	0.34900	0.12100	0.38500
343.45	0.09100	0.26500	0.14900	0.29500
343.45	0.09500	0.27100	0.14600	0.30300
343.85	0.17100	0.08200	0.28300	0.10100
344.05	0.12600	0.11700	0.21100	0.15000
344.15	0.07400	0.22500	0.12900	0.26600
344.25	0.06600	0.72000	0.10600	0.62800
344.95	0.05500	0.18200	0.10300	0.23800
345.35	0.11600	0.08000	0.20400	0.11100
345.45	0.06000	0.14000	0.12000	0.18700
345.55	0.08300	0.82800	0.13500	0.74600
345.85	0.01200	0.29100	0.02600	0.34400
346.25	0.03400	0.20700	0.03800	0.26500
346.65	0.05700	0.88600	0.09400	0.81600
346.75	0.09600	0.05100	0.18400	0.07400
347.95	0.02100	0.12400	0.03200	0.18600
348.55	0.051000.02900	0.11400	0.05100
349.15	0.00400	0.07400	0.01600	0.11900
349.95	0.02000	0.01100	0.05600	0.02200
Source
Carta R.; Dernini S.; Sanna P.: Isobaric Vapor Liquid Equilibria for the Ternary System Acetone - Ethyl Acetate - Ethanol. J.Chem.Eng.Data 29 (1984) 463-466
$$$Vapor-Liquid Equilibrium Data Set 14691
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C2H6O	46.069	64-17-5	Ethanol
3	C4H8O2	88.106	141-78-6	Ethyl acetate
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
343.15	0.17540	0.20690	0.25120	0.24390
339.95	0.31920	0.16910	0.41350	0.17900
336.65	0.48720	0.12240	0.62880	0.10730
333.55	0.71270	0.06380	0.79930	0.05860
343.15	0.09760	0.40520	0.16230	0.39740
339.45	0.27020	0.34410	0.40760	0.28130
334.25	0.46580	0.23820	0.58030	0.20370
333.65	0.67370	0.14150	0.74170	0.13140
343.35	0.09370	0.60400	0.17310	0.51860
339.25	0.26340	0.49730	0.40230	0.39040
336.05	0.45020	0.37950	0.59200	0.26100
333.55	0.62950	0.23720	0.77860	0.14280
344.35	0.09350	0.75950	0.18210	0.62550
339.45	0.27700	0.60740	0.41720	0.45990
335.95	0.43650	0.47710	0.58260	0.33640
333.15	0.63110	0.30640	0.73520	0.22260
Source
Rogova N.B.; Garber Yu.N.; Polyakova L.V.; Andreeva N.G.: Recovery of Acetone, Ethanol and Ethyl Acetate from Aqueous Solutions. J.Appl.Chem.USSR 59 (1986) 1435-1441
Source
