$$$Vapor-Liquid Equilibrium Data Set 29936	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	H2O	18.015	7732-18-5	Water	
2	C4H10O	74.123	71-36-3	1-Butanol	
3	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone	
Temperature	382.64	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	
22.980	0.14811	0.00000	
23.070	0.14790	0.00145	
23.070	0.14787	0.00161	
23.110	0.14778	0.00221	
23.150	0.14768	0.00289	
23.210	0.14752	0.00400	
23.320	0.14713	0.00659	
23.630	0.14634	0.01198	
24.250	0.14449	0.02443	
25.130	0.14216	0.04020	
26.220	0.13909	0.06088	
28.000	0.13424	0.09368	
30.960	0.12625	0.14758	
34.620	0.11672	0.21193	
39.790	0.10378	0.29933	
46.110	0.08885	0.40012	
51.800	0.07579	0.48832	
56.840	0.06471	0.56308	
Source	
Strotmann B.: Experimentelle Bestimmung von Dampf-Flüssig-Phasengleichgewichten sowie Mischungsenthalpien und simultane Korrelation der Meßergebnisse unter Verwendung von gE-Modellen. Master's Thesis  (1996)	
Source	
