$$$Vapor-Liquid Equilibrium Data Set 2586	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	CHCl3	119.377	67-66-3	Chloroform	
3	C6H14	86.177	110-54-3	Hexane	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
334.72	0.10100	0.80000	0.07000	0.79500	
335.04	0.20100	0.70000	0.17300	0.67100	
333.99	0.10100	0.70100	0.08000	0.67800	
335.24	0.30100	0.60000	0.29100	0.54200	
334.06	0.20100	0.60000	0.18900	0.54200	
333.81	0.10100	0.60000	0.09500	0.58500	
334.14	0.40000	0.50200	0.42000	0.40500	
333.37	0.30000	0.50000	0.31500	0.40100	
333.30	0.20000	0.50100	0.21800	0.44000	
333.74	0.10000	0.50000	0.13300	0.48600	
333.31	0.49900	0.40200	0.53000	0.29400	
331.70	0.40000	0.40100	0.42900	0.28200	
332.00	0.30000	0.40000	0.34700	0.30300	
332.55	0.19700	0.40000	0.26300	0.33800	
333.66	0.10000	0.40000	0.13500	0.40300	
330.97	0.60000	0.30000	0.63200	0.19000	
330.26	0.50000	0.30000	0.53000	0.17900	
329.77	0.40000	0.30100	0.46000	0.19000	
330.46	0.30000	0.30000	0.39500	0.21500	
331.61	0.19900	0.30100	0.32600	0.23600	
333.48	0.09900	0.30000	0.17400	0.30400	
329.25	0.70000	0.20100	0.71600	0.10600	
327.75	0.60000	0.20000	0.60100	0.09900	
327.37	0.50000	0.20000	0.56000	0.09500	
327.69	0.39900	0.20200	0.51000	0.10200	
328.05	0.29900	0.20100	0.45400	0.11600	
330.28	0.19900	0.20000	0.37200	0.15100	
333.80	0.09800	0.20000	0.20500	0.21600	
327.01	0.80100	0.10000	0.77100	0.04700	
325.65	0.70100	0.10100	0.66400	0.03900	
325.05	0.60000	0.10000	0.61100	0.04000	
325.16	0.49900	0.10000	0.57600	0.04300	
325.61	0.40000	0.10000	0.54000	0.05200	
326.78	0.29800	0.10000	0.48800	0.06100	
328.65	0.19900	0.10000	0.41800	0.08100	
332.33	0.09600	0.10000	0.27500	0.09000	
333.94	0.06500	0.60000	0.06800	0.59900	
Source	
Kudryavtseva L.S.; Susarev M.P.: Liquid-Vapor Equilibrium in the System Acetone-Chloroform-Hexane at Temperatures of 35,45,55° and a Pressure of 760mm Hg. J.Appl.Chem.USSR 36 (1963) 1654-1659	
$$$Vapor-Liquid Equilibrium Data Set 2587	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	CHCl3	119.377	67-66-3	Chloroform	
3	C6H14	86.177	110-54-3	Hexane	
Temperature	308.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
38.264	0.10900	0.79900	0.06000	0.79800	
37.344	0.20700	0.70000	0.15800	0.67900	
39.557	0.11000	0.70400	0.06700	0.69800	
36.744	0.30500	0.60100	0.27600	0.54500	
39.383	0.20400	0.60300	0.17500	0.54800	
40.477	0.10700	0.60000	0.08300	0.58300	
38.530	0.39900	0.51400	0.40900	0.41000	
39.970	0.30100	0.50200	0.31000	0.40600	
40.143	0.20000	0.50400	0.20900	0.43700	
40.183	0.09800	0.50200	0.10500	0.49200	
39.503	0.49500	0.41100	0.53500	0.28000	
42.676	0.39900	0.40600	0.42500	0.27800	
41.957	0.29700	0.40300	0.34200	0.29900	
41.823	0.19000	0.40400	0.24900	0.34000	
40.677	0.09700	0.40000	0.12500	0.40800	
43.756	0.60000	0.30300	0.63900	0.18100	
45.423	0.49800	0.30500	0.54100	0.17300	
45.903	0.40000	0.30400	0.46200	0.18400	
45.103	0.29700	0.30200	0.38600	0.21100	
43.010	0.19400	0.30400	0.30000	0.24700	
40.103	0.09400	0.29900	0.17400	0.30000	
47.209	0.69700	0.20800	0.70900	0.10400	
50.209	0.59900	0.20300	0.62300	0.09000	
49.823	0.49700	0.20400	0.56100	0.09900	
49.956	0.39600	0.20800	0.49600	0.11400	
48.076	0.29000	0.20700	0.43500	0.12700	
44.623	0.19300	0.20200	0.35200	0.16300	
40.223	0.08600	0.19700	0.20300	0.21900	
51.089	0.80700	0.10400	0.75200	0.04400	
53.556	0.71000	0.10700	0.66900	0.04300	
55.182	0.59900	0.10300	0.62100	0.04200	
54.569	0.49100	0.10200	0.59500	0.03700	
54.102	0.39600	0.10300	0.54400	0.04300	
51.916	0.28300	0.10200	0.49100	0.05300	
48.209	0.19300	0.10000	0.41000	0.07000	
42.783	0.08700	0.10000	0.26700	0.08900	
40.063	0.06500	0.60000	0.06000	0.60000	
Source	
Kudryavtseva L.S.; Susarev M.P.: Liquid-Vapor Equilibrium in the System Acetone-Chloroform-Hexane at Temperatures of 35,45,55° and a Pressure of 760mm Hg. J.Appl.Chem.USSR 36 (1963) 1654-1659	
$$$Vapor-Liquid Equilibrium Data Set 2588	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	CHCl3	119.377	67-66-3	Chloroform	
3	C6H14	86.177	110-54-3	Hexane	
Temperature	318.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
56.849	0.10300	0.80000	0.06200	0.80600	
55.769	0.20500	0.70000	0.15700	0.67800	
60.395	0.10700	0.70300	0.07100	0.69200	
54.955	0.30400	0.60100	0.27900	0.54500	
58.155	0.20300	0.60200	0.17900	0.54800	
59.648	0.10500	0.60000	0.09200	0.58300	
57.795	0.39900	0.51000	0.41400	0.40800	
59.235	0.30100	0.50100	0.30600	0.40500	
59.635	0.20000	0.50300	0.21200	0.44200	
56.209	0.09800	0.50200	0.10500	0.49500	
60.488	0.49600	0.40800	0.52600	0.28800	
62.608	0.40000	0.40400	0.43400	0.27600	
62.008	0.29800	0.40200	0.34800	0.29900	
61.262	0.19300	0.40200	0.25100	0.34500	
59.915	0.09800	0.40000	0.13200	0.40600	
64.155	0.60000	0.30200	0.62700	0.18300	
66.355	0.49900	0.30300	0.53000	0.18600	
66.875	0.40000	0.30300	0.46000	0.19300	
66.408	0.29800	0.30100	0.40200	0.21500	
63.475	0.19600	0.30200	0.29000	0.25500	
59.222	0.09600	0.29900	0.17000	0.31000	
69.328	0.69800	0.20600	0.71000	0.09900	
72.447	0.59900	0.20200	0.61800	0.09300	
72.327	0.49800	0.20200	0.55900	0.09900	
71.287	0.39700	0.20600	0.51000	0.10600	
70.834	0.29300	0.20500	0.43000	0.12800	
66.635	0.19500	0.20100	0.34800	0.15600	
58.995	0.09000	0.19800	0.20000	0.21900	
73.967	0.80500	0.10300	0.75500	0.04000	
77.580	0.70700	0.10500	0.67000	0.03700	
80.380	0.59900	0.10200	0.62000	0.03600	
79.327	0.49400	0.10100	0.58700	0.03900	
78.914	0.39700	0.10200	0.55200	0.04200	
75.434	0.28800	0.10100	0.48700	0.05400	
69.888	0.19500	0.10000	0.41100	0.06900	
62.142	0.09000	0.10000	0.26100	0.09600	
59.182	0.06500	0.60000	0.06500	0.60000	
Source	
Kudryavtseva L.S.; Susarev M.P.: Liquid-Vapor Equilibrium in the System Acetone-Chloroform-Hexane at Temperatures of 35,45,55° and a Pressure of 760mm Hg. J.Appl.Chem.USSR 36 (1963) 1654-1659	
Source	
