$$$Vapor-Liquid Equilibrium Data Set 2605
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C6H6	78.114	71-43-2	Benzene
3	C6H12	84.161	110-82-7	Cyclohexane
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
350.75	0.05500	0.93000	0.13600	0.81500
350.95	0.01500	0.88500	0.03900	0.81400
350.45	0.03000	0.83000	0.08500	0.73900
345.55	0.08500	0.71500	0.18600	0.57400
341.35	0.18500	0.65500	0.36800	0.46600
342.65	0.12500	0.61500	0.28200	0.45700
342.85	0.11000	0.57000	0.26900	0.43200
344.65	0.07500	0.52500	0.20100	0.43000
340.05	0.16500	0.46500	0.35400	0.31600
337.95	0.22000	0.43000	0.45900	0.26200
335.55	0.31500	0.37500	0.55200	0.20400
334.25	0.37000	0.34000	0.59100	0.17700
331.45	0.49000	0.27500	0.66100	0.13100
333.25	0.42000	0.33500	0.61800	0.17600
334.45	0.40300	0.38000	0.60500	0.20800
336.55	0.35500	0.48500	0.55900	0.27600
337.85	0.30500	0.54000	0.51700	0.33400
337.15	0.34500	0.52000	0.54600	0.31000
335.75	0.40000	0.47000	0.59200	0.28100
333.65	0.53500	0.37500	0.68100	0.21500
332.95	0.59000	0.32500	0.70500	0.17500
332.65	0.63500	0.30500	0.73800	0.17400
331.95	0.58500	0.28500	0.70200	0.13200
330.95	0.53500	0.26000	0.68700	0.11600
330.95	0.48500	0.23500	0.66500	0.10200
331.05	0.43000	0.21500	0.65000	0.09600
331.55	0.36500	0.19500	0.62500	0.08400
333.65	0.31000	0.25500	0.58500	0.12200
335.75	0.27000	0.34100	0.52000	0.19400
336.85	0.22500	0.31500	0.48200	0.18300
338.05	0.17000	0.28000	0.42700	0.17400
340.35	0.13100	0.33600	0.33600	0.24500
342.05	0.10200	0.41500	0.28000	0.31400
342.25	0.09500	0.37000	0.26200	0.29100
329.15	0.91100	0.06500	0.88000	0.02200
329.95	0.83500	0.13000	0.82600	0.05700
330.85	0.76000	0.20000	0.80100	0.10200
329.55	0.72000	0.18000	0.77200	0.08400
328.95	0.68000	0.17500	0.74800	0.07500
327.95	0.70000	0.13500	0.75400	0.05500
327.85	0.74500	0.11500	0.76800	0.04400
Source
Rao V.K.K.; Krishnamurty V.V.G.; Rao C.V.: Vapour-Liquid Equilibria: System Acetone 1 Benzene 2 Cyclohexane 3. Recl.Trav.Chim.Pays-Bas 76 (1957) 769-778
$$$Vapor-Liquid Equilibrium Data Set 7285
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C6H6	78.114	71-43-2	Benzene
3	C6H12	84.161	110-82-7	Cyclohexane
Temperature	318.15	K
x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
0.66367	0.08408	0.73118	0.04233
0.62102	0.11112	0.72035	0.05081
0.36022	0.22459	0.54736	0.12828
0.17126	0.32827	0.38276	0.21366
0.10500	0.36801	0.31639	0.25046
0.48813	0.09163	0.70614	0.03774
0.26552	0.14757	0.48281	0.09542
0.09298	0.18778	0.22220	0.18004
0.04932	0.17180	0.10225	0.20546
0.017135	0.12951	0.03954	0.18373
0.71515	0.08404	0.75606	0.02469
0.68035	0.14680	0.72327	0.07800
0.52116	0.31981	0.66832	0.17403
0.33178	0.50725	0.50715	0.32319
0.19878	0.66314	0.36608	0.46066
Source
Vitman T.A.; Markova F.P.; Zharov V.T.: Investigation of Liquid-Vapor Equilibrium in the Four Component System Acetone-Benzene-Toluene-Cyclohexane. J.Appl.Chem.USSR 42 (1969) 2218-2221
Source
