$$$Vapor-Liquid Equilibrium Data Set 26554
No.	Formula	Molar Mass	CAS Registry Number	Name
1	H2O	18.015	7732-18-5	Water
2	C2H4O2	60.053	64-19-7	Acetic acid
3	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
372.96	1.00000	0.000001.00000	0.00000
390.85	0.00000	1.000000.00000	1.00000
477.01	0.000000.000000.000000.00000
396.41	0.22700	0.45010	0.66430	0.31770
398.83	0.21140	0.44300	0.67130	0.30630
401.05	0.17970	0.47300	0.66080	0.31950
403.66	0.19150	0.43420	0.66600	0.30600
405.91	0.17650	0.42760	0.66530	0.30120
406.89	0.16970	0.43320	0.65730	0.30510
407.67	0.18600	0.39990	0.67650	0.27920
408.01	0.16050	0.41960	0.66450	0.29070
409.32	0.13360	0.45870	0.61410	0.34260
410.65	0.14600	0.42930	0.64580	0.30770
410.86	0.14120	0.44960	0.62570	0.33640
415.98	0.07510	0.57600	0.37070	0.59990
415.99	0.04210	0.63580	0.18290	0.79720
416.42	0.04660	0.62050	0.22550	0.74920
417.21	0.05060	0.59590	0.27280	0.69860
Source
Chang W.; Wan H.; Guan G.; Yao H.: Isobaric Vapor-Liquid Equilibria for Water + Acetic Acid + (N-Methyl Pyrrolidone or n-Methyl Acetamide). Fluid Phase Equilib. 242 (2006) 204-209
$$$Vapor-Liquid Equilibrium Data Set 32321
No.	Formula	Molar Mass	CAS Registry Number	Name
1	H2O	18.015	7732-18-5	Water
2	C2H4O2	60.053	64-19-7	Acetic acid
3	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone
Pressure	26.67	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
359.95	0.26820	0.32500	0.90110	0.09610
364.45	0.24360	0.32750	0.87180	0.11590
364.85	0.22100	0.31050	0.85310	0.11440
366.52	0.20150	0.31270	0.84100	0.12020
368.44	0.19470	0.31150	0.83590	0.12440
369.23	0.18750	0.31570	0.83120	0.13050
371.97	0.16420	0.31420	0.80650	0.14060
372.26	0.16200	0.31470	0.80990	0.14510
378.06	0.13250	0.31760	0.77400	0.16060
377.93	0.13150	0.31540	0.78620	0.15870
380.35	0.12300	0.31480	0.77590	0.15240
384.87	0.11500	0.27340	0.76860	0.14060
389.31	0.07900	0.26110	0.70050	0.15420
393.07	0.06700	0.26000	0.64300	0.16850
395.49	0.05800	0.25780	0.59960	0.18290
353.00	0.00000	1.000000.00000	1.00000
428.65	0.000000.000000.000000.00000
Source
Ping L.-J.; Peng Y.; Mao J.-W.: Vapor-Liquid Equilibria of Acetic Acid-Water-N-Methylpyrrolidone System at 26.67 kPa. Gaoxiao-huaxue-gongcheng-xuebao 25 (2011) 554-557
Source
