$$$Vapor-Liquid Equilibrium Data Set 15574
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H6O	46.069	64-17-5	Ethanol
2	C6H6	78.114	71-43-2	Benzene
3	C6H6	78.114	71-43-2	Acetic acid butyl ester
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
351.55	1.00000	0.000001.00000	0.00000
353.25	0.00000	1.000000.00000	1.00000
399.25	0.000000.000000.000000.00000
346.95	0.72500	0.17600	0.68400	0.29100
350.45	0.64200	0.15500	0.71000	0.23900
356.15	0.48300	0.11800	0.72700	0.16200
364.55	0.32200	0.07800	0.69500	0.10100
378.65	0.15700	0.04000	0.52600	0.05000
344.95	0.466000.42800	0.52000	0.46600
348.05	0.41300	0.38000	0.55400	0.41000
355.55	0.31200	0.28800	0.57000	0.34000
366.85	0.20300	0.18700	0.53000	0.26000
382.05	0.10400	0.09600	0.34200	0.17400
344.45	0.36000	0.54000	0.47000	0.51900
347.55	0.33700	0.46500	0.48100	0.49200
360.25	0.22000	0.30200	0.50800	0.37200
367.85	0.16900	0.23300	0.47900	0.31400
382.15	0.08500	0.11700	0.31000	0.22200
345.75	0.18000	0.72000	0.40200	0.59000
349.95	0.16000	0.64000	0.39700	0.58200
359.85	0.12000	0.48000	0.34700	0.56000
371.55	0.08000	0.32000	0.26300	0.49900
384.85	0.04000	0.16000	0.15700	0.32400
Source
Anton N.D.; Nguen T.T.; Igoshina V.S.; Tikhonova N.K.; Timofeev V.S.; Serafimov L.A.: Untersuchung der physikalisch-chemischen Eigenschaften in ternären Lösungsmittelsystemen. Tr.Mosk.Inst.Tonkoj Khim.Tekhnol. 3 (1973) 105-109
Source
