$$$Vapor-Liquid Equilibrium Data Set 6254
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C6H6	78.114	71-43-2	Benzene
3	CHCl3	119.377	67-66-3	Chloroform
Temperature	298.15	K
P [kPa]	x1 [mol/mol]	x2 [mol/mol]
23.078	0.44900	0.22800
20.518	0.32200	0.42500
24.505	0.57900	0.28000
23.065	0.47000	0.40400
22.132	0.41400	0.10400
22.545	0.40400	0.54700
21.412	0.35400	0.52800
23.411	0.48900	0.33400
17.865	0.14100	0.67600
18.505	0.11100	0.51500
19.585	0.24100	0.59100
26.464	0.69600	0.22900
27.531	0.80100	0.10000
16.412	0.06900	0.78800
28.664	0.88000	0.07800
20.425	0.28800	0.51200
Source
Campbell A.N.; Kartzmark E.M.; Chatterjee R.M.: Excess Volumes, Vapor pressures and Related Thermodynamic Properties of the System Acetone-Chloroform-Benzene and its Component Binary Systems. Can.J.Chem. 44 (1966) 1183-1189
$$$Vapor-Liquid Equilibrium Data Set 7283
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	CHCl3	119.377	67-66-3	Chloroform
3	C6H6	78.114	71-43-2	Benzene
Pressure	94.07	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
343.51	0.12800	0.038000.30000	0.03800
342.53	0.12400	0.04800	0.62200	0.03500
336.78	0.31900	0.04800	0.67200	0.02700
334.29	0.46900	0.04800	0.70900	0.02700
332.13	0.54200	0.03900	0.74400	0.02700
330.50	0.70400	0.03200	0.82300	0.01600
329.33	0.80300	0.02800	0.86900	0.01100
328.18	0.89100	0.01500	0.93600	0.00700
Source
Campbell A.N.; Kartzmark E.M.; Friesen H.: The Equilibrium Diagrams, Heats of Mixing, Dipole Moments, Densities and Boiling Points of the System Acetone-Chloroform-Benzene. Can.J.Chem. 39 (1961) 735-744
$$$Vapor-Liquid Equilibrium Data Set 9036
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C6H6	78.114	71-43-2	Benzene
3	CHCl3	119.377	67-66-3	Chloroform
Pressure	101.33	kPa
x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
0.02000	0.94800	0.05300	0.90500
0.01800	0.91000	0.04400	0.85700
0.01100	0.86300	0.03400	0.81100
0.00900	0.81500	0.02700	0.73600
0.03600	0.79200	0.08400	0.69700
0.01300	0.72300	0.02200	0.61500
0.06500	0.90200	0.16000	0.79900
0.05900	0.85500	0.13900	0.75500
0.05300	0.82000	0.12400	0.71800
0.04600	0.81200	0.11200	0.70900
0.04200	0.79800	0.10100	0.69700
0.08500	0.87900	0.19600	0.75400
0.04100	0.69100	0.08500	0.58500
0.05300	0.67500	0.10800	0.56500
0.04100	0.63900	0.08200	0.52600
0.02000	0.57400	0.03700	0.45700
0.08300	0.73700	0.17700	0.61500
0.06800	0.65400	0.14000	0.53500
0.07000	0.62300	0.13300	0.51000
0.04200	0.54900	0.07500	0.43400
0.10700	0.68400	0.21500	0.55600
0.06400	0.51100	0.11000	0.39800
0.01700	0.43600	0.02500	0.32000
0.13900	0.77400	0.28400	0.62400
0.12000	0.68700	0.23600	0.55700
0.08700	0.53200	0.15200	0.41900
0.04600	0.42800	0.06000	0.31600
0.16600	0.66200	0.30300	0.52100
0.14600	0.66100	0.27400	0.52600
0.15800	0.63000	0.28800	0.49900
0.14600	0.58200	0.25600	0.46300
0.14400	0.54900	0.24500	0.43600
0.14400	0.52000	0.24000	0.41000
0.11200	0.51000	0.18800	0.40200
0.09600	0.44700	0.15000	0.34400
0.02600	0.34400	0.03400	0.23800
0.19200	0.65200	0.35000	0.50000
0.15500	0.47000	0.24600	0.36800
0.14700	0.42800	0.22200	0.33600
0.13700	0.43200	0.20800	0.33800
0.11600	0.40800	0.17400	0.31200
0.13000	0.38000	0.18900	0.29100
0.09500	0.38500	0.13700	0.29300
0.07800	0.30700	0.10000	0.22000
0.05700	0.32000	0.07300	0.22700
0.02700	0.31200	0.03500	0.20900
0.02700	0.28400	0.03400	0.18600
0.20900	0.65600	0.37500	0.50000
0.20300	0.57800	0.34200	0.45000
0.16600	0.36400	0.23800	0.28200
0.15700	0.32900	0.22100	0.24800
0.12400	0.33200	0.16800	0.25000
0.10400	0.28700	0.13200	0.21000
0.09300	0.29800	0.12000	0.21400
0.09400	0.27800	0.12000	0.19700
0.09600	0.26000	0.12200	0.18300
0.08300	0.24800	0.09900	0.17500
0.03200	0.23500	0.03400	0.15000
0.24800	0.61300	0.40900	0.46900
0.22600	0.56300	0.37800	0.42600
0.23000	0.52700	0.36500	0.41000
0.23900	0.49700	0.37600	0.38300
0.23300	0.38700	0.34200	0.30200
0.22200	0.37400	0.32100	0.29400
0.16700	0.31000	0.22800	0.23800
0.16200	0.29100	0.21600	0.22200
0.15200	0.29600	0.20400	0.22400
0.14800	0.26200	0.19000	0.19500
0.15400	0.23200	0.19200	0.17300
0.15600	0.19800	0.18400	0.14700
0.10000	0.23400	0.12000	0.16400
0.10600	0.19900	0.12100	0.13700
0.10200	0.18300	0.11400	0.12200
0.06600	0.20200	0.07000	0.13400
0.03400	0.19500	0.03400	0.12000
0.26500	0.61500	0.43000	0.46700
0.25600	0.46400	0.39200	0.35800
0.28200	0.44200	0.41800	0.34000
0.26000	0.44800	0.39100	0.34800
0.24200	0.42300	0.36200	0.33100
0.25600	0.28900	0.35000	0.22700
0.20700	0.28000	0.27800	0.22000
0.19900	0.25300	0.26000	0.19600
0.19100	0.23500	0.24600	0.17800
0.17800	0.21600	0.22000	0.16400
0.18100	0.16600	0.21900	0.12100
0.18600	0.13800	0.21400	0.10200
0.15200	0.17500	0.17600	0.12800
0.15400	0.14700	0.17400	0.11200
0.15300	0.13400	0.16800	0.09600
0.13000	0.12000	0.13500	0.08300
0.11900	0.11300	0.11900	0.07600
0.09900	0.16500	0.10400	0.11200
0.09500	0.15200	0.09900	0.10000
0.09300	0.14000	0.09400	0.09100
0.03400	0.15000	0.03200	0.09000
0.30600	0.66100	0.48800	0.48400
0.30900	0.55800	0.47600	0.41400
0.31400	0.52400	0.46900	0.39500
0.29900	0.46800	0.45000	0.35800
0.30700	0.32400	0.43400	0.25000
0.27300	0.31200	0.38200	0.24200
0.28900	0.23600	0.37900	0.18800
0.28200	0.19900	0.36400	0.15500
0.25300	0.20400	0.33100	0.16100
0.24700	0.20600	0.32000	0.16200
0.24700	0.16500	0.30700	0.12900
0.25200	0.14500	0.31300	0.11100
0.25800	0.12500	0.31300	0.09700
0.21800	0.13400	0.25800	0.10000
0.10600	0.10400	0.10400	0.06800
0.09300	0.09800	0.08700	0.06300
0.08400	0.08600	0.07600	0.05300
0.03800	0.11400	0.03300	0.06500
0.19800	0.06300	0.21000	0.04500
0.18700	0.04900	0.19200	0.03400
Source
Reinders W.; de Minjer C.H.: II. The system acetone - chloroform - benzene. Recl.Trav.Chim.Pays-Bas 59 (1940) 369-391
Source
