$$$Vapor-Liquid Equilibrium Data Set 10758
No.	Formula	Molar Mass	CAS Registry Number	Name
1	H2O	18.015	7732-18-5	Water
2	C2H6O2	62.068	107-21-1	1,2-Ethanediol
3	C2H6O	46.069	64-17-5	Ethanol
Temperature	323.15	K
P [kPa]	x1 [mol/mol]	x2 [mol/mol]
29.476	0.000000.00000
12.346	1.00000	0.00000
0.116	0.00000	1.00000
26.812	0.49260	0.02040
26.145	0.47440	0.05100
25.049	0.44980	0.10060
23.903	0.42440	0.15130
22.707	0.39940	0.20140
21.574	0.37450	0.25120
20.358	0.34930	0.30150
19.132	0.32390	0.35230
17.903	0.29910	0.40190
16.637	0.27420	0.45170
15.333	0.24920	0.50160
13.768	0.03040	0.64870
14.012	0.06380	0.62640
14.467	0.12510	0.58530
14.895	0.18350	0.54620
15.289	0.24050	0.50810
15.665	0.29690	0.47040
16.024	0.35270	0.43310
16.340	0.40680	0.39680
16.617	0.45930	0.36180
16.851	0.51060	0.32740
17.015	0.56050	0.29410
21.870	0.04990	0.31370
22.156	0.10020	0.29710
22.362	0.15040	0.28050
22.567	0.20050	0.26400
22.739	0.25070	0.24740
22.875	0.30030	0.23100
23.049	0.35010	0.21460
23.075	0.40030	0.19800
23.097	0.45020	0.18150
23.059	0.49900	0.16540
9.145	0.66270	0.32660
10.572	0.65170	0.32110
12.712	0.63270	0.31180
14.515	0.61240	0.30180
16.089	0.59130	0.29140
17.428	0.56910	0.28040
18.590	0.54590	0.26900
19.621	0.52120	0.25680
20.552	0.49500	0.24390
21.748	0.45470	0.22410
22.188	0.43780	0.21570
4.880	0.32500	0.65950
6.407	0.31730	0.64380
8.693	0.30420	0.61720
10.644	0.29090	0.59040
12.360	0.27730	0.56270
13.890	0.26330	0.53440
15.264	0.24880	0.50500
16.507	0.23410	0.47500
17.655	0.21880	0.44400
18.638	0.20330	0.41250
19.773	0.18730	0.38000
Source
Gonzalez C.; van Ness H.C.: 9. Total-Pressure Data and gE for Water / Ethylene Glycol / Ethanol at 50 °C. J.Chem.Eng.Data 28 (1983) 410-412
$$$Vapor-Liquid Equilibrium Data Set 22362
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H6O2	62.068	107-21-1	1,2-Ethanediol
2	H2O	18.015	7732-18-5	Water
3	C2H6O	46.069	64-17-5	Ethanol
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]
353.45	0.15470	0.13190
355.45	0.14530	0.24190
355.65	0.13720	0.33560
356.35	0.12360	0.48730
358.05	0.10630	0.66400
359.85	0.09830	0.75020
362.25	0.29480	0.03740
362.25	0.28720	0.10690
362.75	0.28060	0.16330
362.15	0.26200	0.31000
363.05	0.24760	0.41990
364.45	0.22840	0.54630
371.65	0.20000	0.72640
375.45	0.18700	0.79670
Source
Chesnokov B.V.; Borisov A.V.; Sobolev A.S.; Raskina M.G.; Sheremet'eva E.B.: Determination of Liquid-Vapor Equilibria for Study of Water Removal from Ethyl Alcohol by Extractive Distillation with Ethylene Glycols. Zh.Prikl.Khim. 60 (1987) 1011-1015
$$$Vapor-Liquid Equilibrium Data Set 26216
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H6O	46.069	64-17-5	Ethanol
2	H2O	18.015	7732-18-5	Water
3	C2H6O2	62.068	107-21-1	1,2-Ethanediol
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]
369.15	0.03240	0.86760
363.15	0.08730	0.81270
358.15	0.18360	0.71640
357.65	0.27630	0.62370
355.15	0.35550	0.54450
353.65	0.450000.45000
353.65	0.46440	0.43560
353.35	0.51030	0.38970
353.05	0.60570	0.29430
352.65	0.62550	0.27450
352.25	0.72990	0.17010
352.15	0.82260	0.07740
351.65	0.86760	0.03240
Source
Yamamoto Y.; Maruyama T.; Hori K.: Effect of Third Component in Ethanol-Water Vapor-Liquid Equilibria. Kagaku Kikai 16 (1952) 166-171
Source
