$$$Vapor-Liquid Equilibrium Data Set 4783	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	C2H6O	46.069	64-17-5	Ethanol	
3	C4H10O	74.123	71-36-3	1-Butanol	
Pressure	96.66	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
346.15	0.21910	0.65980	0.33600	0.57630	
346.05	0.23450	0.59370	0.33580	0.60180	
346.95	0.30840	0.45810	0.40630	0.55230	
346.15	0.38050	0.39920	0.46520	0.48770	
346.85	0.55440	0.20820	0.59250	0.25510	
347.15	0.68800	0.10110	0.68110	0.16260	
345.35	0.47250	0.36980	0.49310	0.47400	
348.65	0.07960	0.78610	0.17340	0.74180	
348.65	0.39300	0.38220	0.51520	0.43590	
347.95	0.41300	0.35630	0.51010	0.40380	
348.15	0.42430	0.23740	0.52290	0.28820	
348.85	0.50390	0.25190	0.59150	0.35140	
348.65	0.61240	0.11010	0.66320	0.15080	
348.55	0.71880	0.05090	0.74830	0.07410	
348.15	0.80980	0.04080	0.81020	0.05150	
347.35	0.80720	0.09330	0.80720	0.17460	
354.95	0.14370	0.41430	0.31350	0.56090	
352.95	0.20100	0.41680	0.37690	0.53190	
349.45	0.24430	0.48550	0.37680	0.56510	
349.65	0.67250	0.06150	0.73090	0.09490	
361.15	0.10580	0.28060	0.27490	0.52660	
358.65	0.11770	0.28940	0.28160	0.46730	
360.05	0.10310	0.32170	0.27650	0.54840	
358.55	0.12980	0.31540	0.32420	0.50210	
358.45	0.17070	0.20580	0.37930	0.31050	
363.35	0.17800	0.15620	0.46030	0.29070	
364.95	0.11580	0.17740	0.34340	0.38450	
366.75	0.11610	0.15170	0.41300	0.27810	
361.55	0.10090	0.16290	0.26780	0.48640	
367.25	0.08210	0.13750	0.26960	0.40090	
369.65	0.09350	0.06570	0.35420	0.23550	
371.25	0.06210	0.06870	0.22180	0.36670	
375.85	0.03890	0.06340	0.16990	0.30170	
381.05	0.01950	0.03110	0.09130	0.20970	
387.90	0.00770	0.00880	0.05130	0.03100	
Source	
Mainkar S.V.; Mene P.S.: Ternary Vapor-Liquid Equilibrium Data System Ethyl Acetate Ethanol-n-Butanol. Indian Chem.Eng. 7 (1965) 47-52	
$$$Vapor-Liquid Equilibrium Data Set 10965	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	C2H6O	46.069	64-17-5	Ethanol	
3	C4H10O	74.123	71-36-3	1-Butanol	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
347.95	0.43900	0.46400	0.49600	0.47200	
347.85	0.46100	0.44100	0.51000	0.46300	
347.85	0.48000	0.41000	0.52800	0.44500	
348.05	0.50200	0.40000	0.54500	0.43000	
347.95	0.52900	0.37100	0.56200	0.41100	
348.05	0.55600	0.34200	0.58800	0.38900	
348.25	0.66100	0.24100	0.66500	0.30900	
349.75	0.75600	0.14100	0.77000	0.20300	
353.85	0.20300	0.51500	0.34100	0.58400	
352.85	0.34000	0.39300	0.47500	0.46000	
352.75	0.35200	0.38100	0.48800	0.44600	
352.65	0.37800	0.36100	0.50600	0.42700	
352.15	0.40200	0.34300	0.52800	0.40800	
352.25	0.42200	0.32400	0.54000	0.39500	
352.25	0.44100	0.30600	0.56000	0.37600	
352.35	0.45500	0.29300	0.57400	0.36100	
352.45	0.48700	0.26900	0.60100	0.33600	
352.35	0.54300	0.22500	0.63800	0.29800	
354.45	0.55600	0.13800	0.70400	0.20500	
352.55	0.55900	0.20200	0.65800	0.27500	
355.75	0.62100	0.06950	0.78700	0.11300	
359.75	0.02960	0.58300	0.07160	0.79600	
358.55	0.12800	0.45900	0.26500	0.59900	
358.05	0.32400	0.24000	0.52000	0.34500	
357.45	0.35800	0.21000	0.55900	0.30600	
357.35	0.38200	0.19100	0.58800	0.28300	
357.65	0.41100	0.18100	0.60800	0.26400	
357.45	0.42400	0.15700	0.63000	0.24000	
357.75	0.44600	0.13700	0.65700	0.21200	
357.95	0.46600	0.11900	0.68200	0.18700	
358.25	0.49900	0.08830	0.72100	0.14200	
358.75	0.53000	0.06080	0.75800	0.09960	
363.75	0.02330	0.47700	0.05990	0.75200	
362.65	0.09750	0.38100	0.23100	0.58100	
361.75	0.18800	0.26600	0.40200	0.41100	
362.05	0.31200	0.13000	0.57100	0.22300	
362.55	0.32500	0.10700	0.59500	0.19000	
362.55	0.33900	0.10500	0.61100	0.18500	
362.15	0.37400	0.09310	0.64400	0.16200	
361.45	0.39600	0.08520	0.66200	0.14400	
361.35	0.42800	0.05940	0.70000	0.10500	
361.05	0.45900	0.03990	0.73200	0.07250	
362.85	0.46900	0.01840	0.76500	0.03370	
367.95	0.03680	0.34600	0.10100	0.62400	
366.95	0.09690	0.24800	0.26700	0.47200	
367.15	0.14400	0.18900	0.36200	0.35700	
366.75	0.22100	0.10700	0.50200	0.21400	
366.75	0.29200	0.05970	0.60100	0.11400	
366.85	0.30100	0.04510	0.62700	0.09120	
366.65	0.31700	0.03770	0.64700	0.07560	
366.15	0.35200	0.02340	0.68100	0.04780	
366.05	0.36600	0.01630	0.69200	0.03240	
365.85	0.38200	0.00930	0.72600	0.01910	
372.05	0.02750	0.25200	0.07750	0.54100	
371.25	0.05300	0.22100	0.15200	0.48000	
370.95	0.07990	0.19400	0.22400	0.41100	
370.65	0.10200	0.16000	0.28900	0.34500	
370.25	0.13400	0.12600	0.37100	0.27100	
369.45	0.16100	0.11100	0.42700	0.23300	
369.55	0.17500	0.09540	0.44800	0.19900	
369.55	0.18700	0.07970	0.47800	0.16800	
369.25	0.21200	0.06790	0.52100	0.14700	
369.35	0.21600	0.04910	0.52900	0.10400	
369.45	0.22900	0.03410	0.56100	0.07690	
369.65	0.24000	0.02060	0.59000	0.04620	
369.65	0.26500	0.00880	0.61000	0.02040	
377.95	0.01480	0.13700	0.05620	0.38100	
377.95	0.01550	0.14100	0.05690	0.38800	
377.05	0.02850	0.13300	0.10100	0.37300	
377.05	0.04610	0.12500	0.14900	0.32300	
377.05	0.05740	0.10400	0.19500	0.27300	
377.05	0.07330	0.08640	0.24000	0.22900	
376.85	0.09180	0.06840	0.29000	0.17800	
376.55	0.09490	0.05770	0.33300	0.16200	
376.35	0.11600	0.05360	0.35000	0.13000	
375.95	0.12100	0.04420	0.38200	0.11500	
375.85	0.13400	0.03700	0.41500	0.09650	
375.55	0.14900	0.02870	0.43400	0.07180	
375.65	0.15100	0.01830	0.45900	0.04750	
375.45	0.16600	0.00950	0.47800	0.02400	
383.65	0.00910	0.07680	0.03610	0.25100	
383.15	0.01900	0.07890	0.06610	0.23300	
383.05	0.03080	0.04950	0.11800	0.16300	
382.45	0.05010	0.03670	0.17700	0.11300	
382.45	0.06610	0.01750	0.23500	0.05370	
382.45	0.07340	0.00180	0.28300	0.01660	
382.45	0.07610	0.00330	0.28100	0.01130	
382.45	0.07610	0.00190	0.28600	0.00670	
Source	
Shono H.; Kanazawa N.; Hashitani M.; Komatsu H.; Hirata M.: Vapor-Liquid Equilibrium in Extractive Distillation of Ethyl Acetate-Ethanol System. Kogyo Kagaku Zasshi 72 (1969) 815-819	
$$$Vapor-Liquid Equilibrium Data Set 25282	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	C2H6O	46.069	64-17-5	Ethanol	
3	C4H10O	74.123	71-36-3	1-Butanol	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	
348.90	0.38030	0.45790	
352.20	0.71840	0.05100	
365.70	0.10610	0.28010	
Source	
Belousov V.P.; Gkhoneimi Kh.F.; Shulgin I.L.: Dampf-Flüssig-Gleichgewicht in binären und ternären Systemen aus n-Alkoholen und Alkylacetaten. Viniti  (1986) 1-20	
Source	
