$$$Vapor-Liquid Equilibrium Data Set 1955	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H12	84.161	110-82-7	Cyclohexane	
2	C3H8O	60.096	67-63-0	2-Propanol	
3	H2O	18.015	7732-18-5	Water	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
350.75	0.03300	0.87000	0.17800	0.70000	
347.25	0.07900	0.82200	0.31500	0.55700	
344.65	0.13800	0.77000	0.40500	0.49300	
342.05	0.23400	0.66700	0.48000	0.41000	
342.85	0.20000	0.70000	0.49400	0.38600	
340.95	0.30000	0.60000	0.53300	0.34000	
339.85	0.40500	0.49600	0.54600	0.30100	
339.05	0.44700	0.44200	0.55200	0.26900	
351.15	0.02700	0.78000	0.10300	0.69000	
348.75	0.05000	0.73500	0.23500	0.56800	
345.05	0.12000	0.67500	0.41000	0.40200	
341.05	0.19100	0.62000	0.48800	0.34000	
338.85	0.30000	0.50000	0.54800	0.25800	
337.95	0.40000	0.40000	0.56100	0.23000	
342.45	0.10000	0.60100	0.45300	0.33600	
338.95	0.20000	0.50100	0.54000	0.25800	
337.95	0.30000	0.39900	0.57400	0.22300	
338.15	0.20000	0.40000	0.55600	0.22200	
338.75	0.10000	0.39600	0.54600	0.23700	
339.35	0.05000	0.34900	0.52800	0.25000	
Source	
Verhoeye L.A.J.: The System Cyclohexane-2-Propanol-Water. J.Chem.Eng.Data 13 (1968) 462-467	
Source	
