$$$Vapor-Liquid Equilibrium Data Set 9978	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H10O	74.123	60-29-7	Diethyl ether	
2	C3H6O	58.080	67-64-1	Acetone	
3	CH4O	32.042	67-56-1	Methanol	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
312.65	0.40000	0.12400	0.72300	0.08500	
310.05	0.60000	0.08100	0.80700	0.05200	
308.35	0.78100	0.04600	0.85500	0.03400	
317.75	0.20100	0.32100	0.50000	0.24800	
312.75	0.40300	0.23700	0.68700	0.15500	
310.05	0.59600	0.16100	0.77300	0.10400	
308.35	0.79800	0.08600	0.86300	0.05800	
317.95	0.19800	0.47800	0.50200	0.32100	
313.05	0.39000	0.36200	0.57200	0.27200	
310.15	0.59200	0.24400	0.75200	0.15100	
311.15	0.77700	0.13000	0.85900	0.07900	
318.15	0.19900	0.63300	0.51700	0.38100	
313.15	0.39700	0.47600	0.65500	0.26800	
310.35	0.64700	0.31900	0.73600	0.20600	
308.55	0.79600	0.16500	0.87600	0.09900	
307.75	1.00000	0.00000	1.00000	0.00000	
329.35	0.00000	1.00000	0.00000	1.00000	
337.65	0.00000	0.00000	0.00000	0.00000	
Source	
Goloborodkina R.V.; Beregovykh V.V.; Goloborodkin S.I.; Timofeev V.S.; Lvov S.V.: Dampf-Flüssig-Gleichgewicht in ternären Lösungsmittel-Systemen. Khim.-Farm.Zh. 16 (1982) 341-345	
Source	
