$$$Vapor-Liquid Equilibrium Data Set 8903	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	H2O	18.015	7732-18-5	Water	
3	H2O	18.015	7732-18-5	Acetic acid butyl ester	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
355.36	0.10000	0.72000	0.36400	0.46800	
351.45	0.20000	0.64000	0.50200	0.36000	
347.75	0.39700	0.48200	0.62400	0.27100	
344.15	0.58800	0.32100	0.71300	0.22000	
340.75	0.79900	0.16050	0.88800	0.08300	
355.81	0.10000	0.54000	0.38000	0.46200	
351.80	0.20000	0.48000	0.47900	0.38900	
347.80	0.40500	0.35600	0.61800	0.27500	
344.15	0.60000	0.24000	0.76000	0.15300	
340.55	0.80000	0.12000	0.87100	0.08200	
355.38	0.10000	0.36000	0.34900	0.48400	
352.70	0.18700	0.32400	0.46700	0.38500	
347.38	0.40800	0.23600	0.63400	0.25100	
343.83	0.60000	0.16000	0.80100	0.11800	
340.36	0.80100	0.07950	0.89100	0.05100	
357.60	0.10000	0.18000	0.34300	0.49500	
353.02	0.19700	0.16100	0.47900	0.38800	
347.49	0.40000	0.12000	0.67300	0.20400	
343.50	0.60250	0.07950	0.82900	0.07500	
340.15	0.80300	0.03900	0.89900	0.03600	
Source	
Beregovykh V.V.; Timofeev V.S.; Lukyanova R.N.; Serafimov L.A.: Die Phasengleichgewicht in den Systemen Methanol-Wasser-n-Butylacetat und Ethanol-Wasser- n-Butylacetat bei Atmosphärendruck. Uch.Zap.Mosk.Inst.Tonkoj Khim.Tekhnol. 1 (1971) 24-30	
Source	
