$$$Vapor-Liquid Equilibrium Data Set 1953	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	C3H8O	60.096	67-63-0	2-Propanol	
3	H2O	18.015	7732-18-5	Water	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
353.95	0.05000	0.90000	0.07000	0.85000	
353.25	0.05700	0.37900	0.13400	0.50200	
353.85	0.07000	0.85000	0.09500	0.82000	
352.45	0.07600	0.59400	0.12100	0.58400	
353.15	0.07800	0.83400	0.13700	0.74900	
352.85	0.08200	0.48300	0.12100	0.53500	
353.05	0.08400	0.42800	0.14000	0.50700	
354.15	0.08500	0.17000	0.18000	0.40000	
352.95	0.08700	0.51500	0.15600	0.52100	
352.85	0.09100	0.49000	0.15000	0.52800	
352.35	0.09200	0.73000	0.15000	0.65000	
352.45	0.09500	0.59400	0.12600	0.58800	
352.25	0.09500	0.72500	0.17500	0.65000	
353.75	0.10000	0.19000	0.20500	0.38500	
352.75	0.10000	0.79900	0.15700	0.71900	
352.15	0.12000	0.70000	0.16500	0.64000	
352.35	0.14000	0.16000	0.29800	0.32500	
351.25	0.15000	0.54400	0.23700	0.49900	
351.65	0.17100	0.31800	0.27200	0.39100	
352.65	0.17400	0.08500	0.37700	0.24000	
351.35	0.17600	0.40800	0.26400	0.42900	
350.95	0.18200	0.52400	0.27600	0.47500	
351.75	0.18600	0.19500	0.32400	0.31400	
352.25	0.19000	0.10800	0.38400	0.24400	
350.85	0.19700	0.60600	0.30600	0.50400	
350.35	0.24000	0.42000	0.36000	0.39000	
350.15	0.24500	0.43500	0.39500	0.37500	
350.05	0.27000	0.64000	0.37000	0.52500	
349.85	0.29000	0.41500	0.41000	0.36500	
349.25	0.31500	0.58500	0.41500	0.47000	
349.05	0.32300	0.59500	0.47200	0.44200	
348.35	0.35600	0.43400	0.47800	0.35100	
348.25	0.35800	0.28900	0.49800	0.27500	
348.45	0.36500	0.54800	0.51100	0.40500	
347.75	0.38500	0.28500	0.53700	0.25600	
