$$$Vapor-Liquid Equilibrium Data Set 3862
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C2H6O	46.069	64-17-5	Ethanol
3	C6H14	86.177	110-54-3	Hexane
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
327.48	0.12200	0.12200	0.24400	0.20000
325.83	0.24900	0.12400	0.36900	0.15400
324.27	0.37400	0.12500	0.46900	0.10300
323.70	0.50000	0.12500	0.52200	0.09000
325.18	0.62700	0.12500	0.65500	0.10900
325.18	0.75200	0.12500	0.65500	0.10900
327.76	0.12200	0.25000	0.21000	0.24300
325.93	0.24900	0.25100	0.33300	0.19200
324.98	0.37400	0.25200	0.41700	0.15500
324.91	0.50000	0.25200	0.48500	0.15800
326.18	0.62500	0.25300	0.60600	0.13000
328.07	0.12200	0.37800	0.20200	0.26800
326.52	0.24800	0.37900	0.32000	0.21800
326.06	0.37400	0.37900	0.41800	0.19900
327.23	0.50000	0.38000	0.52400	0.18000
328.75	0.12400	0.50500	0.19000	0.28600
327.73	0.24800	0.50500	0.31000	0.26700
328.73	0.37400	0.50600	0.44600	0.23700
330.13	0.12300	0.63200	0.18600	0.32200
331.23	0.24800	0.63200	0.33700	0.32000
333.61	0.12300	0.76000	0.21000	0.38300
Source
Vinichenko I.G.; Susarev M.P.: Investigation and Calculation of Liquid-Vapor Equilibrium in the System acetone-Ethanol-n-Hexane. J.Appl.Chem.USSR 39 (1966) 1475-1478
$$$Vapor-Liquid Equilibrium Data Set 3863
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C3H6O	58.080	67-64-1	Acetone
2	C2H6O	46.069	64-17-5	Ethanol
3	C6H14	86.177	110-54-3	Hexane
Temperature	328.15	K
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
103.965	0.12500	0.12400	0.24100	0.20100
110.911	0.25000	0.12500	0.36500	0.15700
115.684	0.37500	0.12500	0.46700	0.10700
117.830	0.50000	0.12500	0.52500	0.09000
117.164	0.62600	0.12500	0.58400	0.08200
111.937	0.75100	0.12500	0.66500	0.08500
102.672	0.12400	0.25000	0.21600	0.23700
109.178	0.25000	0.25000	0.33400	0.19200
113.071	0.37500	0.25000	0.42300	0.15400
113.444	0.50000	0.25100	0.49000	0.15500
108.498	0.62500	0.25100	0.60500	0.12700
101.752	0.12400	0.37600	0.20400	0.27300
105.645	0.25000	0.37500	0.31800	0.22000
108.964	0.37500	0.37600	0.41300	0.19800
104.698	0.50000	0.37600	0.51500	0.19000
99.165	0.12400	0.50100	0.19500	0.28000
103.058	0.25000	0.50100	0.31600	0.25300
99.818	0.37500	0.50200	0.44200	0.23500
95.112	0.12500	0.62700	0.19500	0.31000
92.219	0.24900	0.62800	0.34700	0.30000
84.820	0.12400	0.75300	0.21600	0.36300
Source
Vinichenko I.G.; Susarev M.P.: Investigation and Calculation of Liquid-Vapor Equilibrium in the System acetone-Ethanol-n-Hexane. J.Appl.Chem.USSR 39 (1966) 1475-1478
Source
