$$$Vapor-Liquid Equilibrium Data Set 9979
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C4H10O	74.123	60-29-7	Diethyl ether
2	C3H6O	58.080	67-64-1	Acetone
3	C6H14	86.177	110-54-3	Hexane
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
321.95	0.20300	0.16300	0.33400	0.33200
317.65	0.39200	0.13600	0.56300	0.22400
310.75	0.79800	0.04200	0.88200	0.05100
319.55	0.20300	0.32000	0.31700	0.41800
316.05	0.39100	0.25600	0.55800	0.24000
312.85	0.60500	0.15100	0.72700	0.16500
310.15	0.80000	0.08200	0.86700	0.08500
318.65	0.19500	0.48700	0.30300	0.46200
314.95	0.39800	0.36000	0.54900	0.30300
310.55	0.66900	0.26300	0.76100	0.20100
309.65	0.78800	0.13200	0.84500	0.12400
318.15	0.18700	0.65100	0.36300	0.47500
314.15	0.43600	0.45000	0.57500	0.34700
311.35	0.59600	0.32000	0.71800	0.23900
309.05	0.79800	0.16100	0.85000	0.13200
307.75	1.00000	0.000001.00000	0.00000
329.35	0.00000	1.000000.00000	1.00000
341.85	0.000000.000000.000000.00000
Source
Goloborodkina R.V.; Beregovykh V.V.; Goloborodkin S.I.; Timofeev V.S.; Lvov S.V.: Dampf-Flüssig-Gleichgewicht in ternären Lösungsmittel-Systemen. Khim.-Farm.Zh. 16 (1982) 341-345
Source
