$$$Vapor-Liquid Equilibrium Data Set 2038	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	CH4O	32.042	67-56-1	Methanol	
3	C3H8O	60.096	67-63-0	2-Propanol	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
342.45	0.03600	0.54600	0.10500	0.67500	
339.99	0.09300	0.52300	0.23900	0.58100	
341.98	0.13600	0.29800	0.33500	0.36900	
350.12	0.03700	0.11200	0.12100	0.16990	
329.47	0.87080	0.07610	0.88660	0.09120	
331.60	0.54590	0.26930	0.66800	0.25690	
336.80	0.35550	0.19170	0.57800	0.20960	
350.56	0.05200	0.02870	0.16060	0.04850	
342.38	0.13240	0.26350	0.32180	0.33910	
341.33	0.09500	0.44530	0.23060	0.51350	
336.25	0.06010	0.89930	0.13000	0.85560	
336.42	0.12310	0.69650	0.24690	0.67760	
331.58	0.39480	0.48410	0.53460	0.42370	
336.10	0.26350	0.39200	0.45760	0.38610	
337.80	0.30890	0.18950	0.54650	0.20400	
339.94	0.08200	0.56020	0.19550	0.62590	
334.44	0.31670	0.42010	0.49230	0.40230	
330.69	0.37320	0.59100	0.49820	0.49230	
330.71	0.40620	0.53550	0.53150	0.44900	
337.88	0.40890	0.03510	0.65960	0.05520	
334.92	0.48540	0.13790	0.67680	0.14800	
Source	
Freshwater D.C.; Pike K.A.: Vapor-Liquid Equilibrium Data for Systems of Acetone-Methanol Isopropanol. J.Chem.Eng.Data 12 (1967) 179-183	
$$$Vapor-Liquid Equilibrium Data Set 2039	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	CH4O	32.042	67-56-1	Methanol	
3	C3H8O	60.096	67-63-0	2-Propanol	
Temperature	328.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
99.480	0.80540	0.17600	0.80640	0.18570	
97.405	0.71480	0.23060	0.75920	0.22240	
92.779	0.53720	0.34470	0.64800	0.30480	
69.481	0.02060	0.95800	0.05180	0.93720	
69.224	0.03000	0.90700	0.08210	0.88620	
70.748	0.03690	0.89400	0.09400	0.87420	
35.470	0.01380	0.06160	0.06940	0.12370	
37.121	0.02000	0.10710	0.09490	0.19360	
40.034	0.03010	0.11630	0.12920	0.21920	
77.230	0.48170	0.07610	0.72350	0.08170	
78.110	0.45350	0.14500	0.68800	0.13420	
79.343	0.44850	0.17230	0.65910	0.18360	
91.350	0.34530	0.62390	0.48560	0.50270	
89.614	0.30190	0.67070	0.44480	0.54950	
87.699	0.28870	0.64750	0.44610	0.52940	
61.975	0.06330	0.56810	0.18170	0.64240	
62.362	0.08720	0.52490	0.23240	0.58500	
63.004	0.08620	0.54200	0.23000	0.58580	
50.181	0.03090	0.39070	0.11140	0.53390	
49.501	0.03300	0.36460	0.11560	0.51320	
48.812	0.03630	0.33950	0.12290	0.49230	
67.029	0.20320	0.32360	0.44340	0.34660	
70.396	0.24610	0.30810	0.49390	0.31410	
74.582	0.31270	0.28070	0.55320	0.27800	
96.099	0.83870	0.09700	0.86360	0.10440	
94.055	0.82960	0.06770	0.87520	0.07830	
92.514	0.79850	0.07070	0.87040	0.06990	
Source	
Freshwater D.C.; Pike K.A.: Vapor-Liquid Equilibrium Data for Systems of Acetone-Methanol Isopropanol. J.Chem.Eng.Data 12 (1967) 179-183	
$$$Vapor-Liquid Equilibrium Data Set 13665	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	CH4O	32.042	67-56-1	Methanol	
3	C3H8O	60.096	67-63-0	2-Propanol	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
355.65	0.00000	0.00000	0.00000	0.00000	
329.45	1.00000	0.00000	1.00000	0.00000	
337.60	0.00000	1.00000	0.00000	1.00000	
329.98	0.78100	0.12100	0.82600	0.12500	
329.37	0.70200	0.25200	0.74000	0.23800	
331.52	0.57900	0.23200	0.68600	0.22600	
330.88	0.52600	0.35500	0.62200	0.32400	
332.45	0.46700	0.31300	0.60000	0.29900	
331.12	0.42400	0.48500	0.53500	0.42400	
334.97	0.38600	0.27900	0.55000	0.28500	
334.24	0.33200	0.43000	0.47000	0.41700	
335.06	0.31400	0.40100	0.46100	0.40100	
334.92	0.25700	0.53600	0.38900	0.51200	
335.27	0.20600	0.60300	0.32900	0.57800	
335.41	0.16800	0.67200	0.27800	0.64100	
335.33	0.13500	0.75300	0.23500	0.70800	
Source	
Gueltekin N.: Vapor-Liquid Equilibria at 1 atm for Ternary and Quaternary Systems Composed of Acetone, Methanol, 2-Propanol, and 1-Propanol. J.Chem.Eng.Data 35 (1990) 132-136	
Source	
