$$$Vapor-Liquid Equilibrium Data Set 11527	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	H2O	18.015	7732-18-5	Water	
3	C6H12	84.161	110-82-7	Cyclohexane	
Temperature	413.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	
755.932	1.00000	0.00000	
361.352	0.00000	1.00000	
452.271	0.00000	0.00000	
593.854	0.04760	0.00010	
670.420	0.09090	0.00020	
778.861	0.18390	0.00040	
827.103	0.24630	0.00050	
855.347	0.29710	0.00060	
876.289	0.34510	0.00070	
894.162	0.40280	0.00090	
905.757	0.45060	0.00100	
914.171	0.49480	0.00120	
919.764	0.54950	0.00130	
924.256	0.60190	0.00150	
926.130	0.65230	0.00160	
927.365	0.70140	0.00180	
924.020	0.75120	0.00190	
913.562	0.80000	0.00200	
901.321	0.84010	0.00210	
923.873	0.79680	0.05360	
941.373	0.75690	0.10090	
957.716	0.71240	0.15370	
970.067	0.67580	0.19720	
982.554	0.63300	0.24800	
960.460	0.67040	0.04980	
991.154	0.63010	0.10850	
1008.717	0.59710	0.15620	
1023.080	0.56630	0.20070	
996.954	0.63290	0.17010	
1010.558	0.59730	0.21730	
1020.884	0.56280	0.26310	
1033.759	0.52690	0.31060	
851.431	0.81000	0.14800	
915.543	0.76910	0.14000	
951.831	0.72730	0.13190	
974.256	0.68520	0.12390	
987.403	0.64890	0.11710	
1001.715	0.55400	0.09950	
1004.875	0.50920	0.09140	
1006.044	0.46690	0.08390	
1005.932	0.42480	0.07650	
1004.368	0.38250	0.06920	
1001.975	0.34180	0.06220	
963.375	0.63250	0.27340	
1003.580	0.59880	0.25800	
1036.859	0.55740	0.23940	
1043.479	0.51730	0.22170	
1049.927	0.47810	0.20470	
1053.779	0.43940	0.18800	
1057.098	0.40110	0.17170	
1058.973	0.36210	0.15530	
1061.362	0.32580	0.14020	
1061.434	0.31040	0.13380	
868.970	0.90330	0.00230	
886.551	0.84900	0.06300	
898.706	0.80540	0.11160	
908.927	0.76260	0.15940	
916.538	0.72480	0.20150	
924.728	0.68150	0.24990	
933.130	0.64140	0.29450	
940.211	0.59200	0.34960	
949.065	0.54720	0.39950	
959.313	0.50400	0.44750	
973.692	0.45360	0.50340	
990.938	0.40740	0.55470	
1012.370	0.36300	0.60380	
1043.149	0.31630	0.65540	
1066.642	0.27100	0.70500	
Source	
Gmehling J.: unpublished data. Unpublished Data  (2011) 1-43	
$$$Vapor-Liquid Equilibrium Data Set 12077	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	H2O	18.015	7732-18-5	Water	
3	C6H12	84.161	110-82-7	Cyclohexane	
Temperature	358.05	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	
114.860	0.00000	0.00000	
130.740	1.00000	0.00000	
57.510	0.00000	1.00000	
174.428	0.90272	0.00069	
192.016	0.80473	0.00061	
199.514	0.70026	0.00053	
202.074	0.60111	0.00046	
202.870	0.49711	0.00038	
146.089	0.04670	0.00003	
182.548	0.09078	0.00006	
192.143	0.15172	0.00011	
195.755	0.19680	0.00014	
198.246	0.24552	0.00018	
199.966	0.29837	0.00022	
201.099	0.34801	0.00026	
201.881	0.40159	0.00030	
202.502	0.50065	0.00038	
177.116	0.76711	0.18120	
195.871	0.73191	0.17278	
206.919	0.69259	0.16341	
213.172	0.65136	0.15363	
216.544	0.61161	0.14421	
218.517	0.57102	0.13461	
219.978	0.52996	0.12492	
220.974	0.49026	0.11557	
221.788	0.44982	0.10605	
222.642	0.40959	0.09660	
223.282	0.37416	0.08829	
199.001	0.57611	0.37580	
219.494	0.54582	0.35582	
224.987	0.51572	0.33607	
226.151	0.49334	0.32142	
225.943	0.49531	0.31199	
225.973	0.48048	0.27910	
192.048	0.80244	0.00061	
198.020	0.76372	0.04905	
203.561	0.72680	0.09522	
212.762	0.64460	0.19790	
216.572	0.60599	0.24609	
220.341	0.56686	0.29490	
225.149	0.50837	0.37478	
212.007	0.19917	0.79859	
190.236	0.29946	0.69499	
171.718	0.39907	0.59270	
206.684	0.45478	0.51723	
185.501	0.67084	0.27798	
206.786	0.63096	0.26129	
220.245	0.56528	0.23395	
222.596	0.53010	0.21934	
223.852	0.49460	0.20463	
224.599	0.45811	0.18952	
225.229	0.42257	0.17482	
225.761	0.38775	0.16043	
226.229	0.35192	0.14565	
165.512	0.85414	0.09653	
185.177	0.80995	0.09146	
196.918	0.76405	0.08622	
207.170	0.67523	0.07612	
209.911	0.63031	0.07104	
211.780	0.58543	0.06598	
213.100	0.54073	0.06094	
213.822	0.49529	0.05584	
214.808	0.43212	0.04875	
215.373	0.38035	0.04297	
157.946	0.94872	0.00073	
185.409	0.85115	0.00065	
196.704	0.74873	0.00057	
200.833	0.65024	0.00050	
202.317	0.55377	0.00042	
202.570	0.49835	0.00038	
Source	
Gmehling J.: unpublished data. Unpublished Data  (2011) 1-43	
$$$Vapor-Liquid Equilibrium Data Set 12660	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	H2O	18.015	7732-18-5	Water	
3	C6H12	84.161	110-82-7	Cyclohexane	
Temperature	393.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	
428.390	1.00000	0.00000	
198.530	0.00000	1.00000	
288.240	0.00000	0.00000	
533.296	0.66080	0.29200	
586.564	0.62530	0.27550	
610.307	0.59120	0.26000	
621.389	0.56040	0.24620	
630.052	0.51820	0.22730	
635.841	0.48290	0.21170	
638.117	0.44760	0.19620	
640.297	0.41480	0.18180	
642.276	0.37620	0.16490	
643.799	0.34140	0.14980	
645.291	0.30460	0.13390	
576.067	0.52110	0.43100	
624.986	0.49540	0.40890	
638.002	0.46830	0.38610	
643.066	0.44100	0.36330	
647.716	0.41450	0.34120	
577.328	0.53940	0.04660	
603.876	0.50750	0.10380	
621.044	0.47990	0.15310	
632.692	0.45250	0.20190	
640.813	0.42370	0.25310	
645.392	0.39210	0.30910	
391.546	0.04490	0.00010	
465.180	0.10150	0.00030	
501.559	0.16230	0.00040	
520.280	0.21710	0.00050	
534.991	0.27560	0.00060	
543.257	0.32100	0.00070	
549.429	0.33950	0.00080	
555.632	0.44120	0.00110	
558.261	0.49570	0.00120	
560.793	0.54720	0.00140	
561.095	0.59590	0.00150	
562.070	0.64530	0.00160	
560.065	0.69280	0.00180	
556.788	0.73870	0.00190	
550.425	0.78520	0.00200	
541.398	0.82640	0.00210	
534.681	0.84880	0.00220	
582.672	0.67050	0.05780	
598.263	0.63550	0.10740	
616.852	0.57720	0.18960	
619.673	0.54970	0.22840	
628.851	0.52580	0.26210	
634.972	0.49300	0.30830	
640.927	0.45180	0.36620	
598.345	0.42330	0.05020	
620.662	0.40390	0.09430	
634.024	0.38560	0.13550	
640.722	0.36860	0.17390	
611.295	0.32830	0.06470	
633.931	0.31410	0.10600	
634.012	0.30190	0.14130	
561.534	0.43840	0.53630	
620.688	0.42630	0.52130	
640.991	0.41460	0.50670	
506.164	0.82820	0.11760	
542.939	0.78840	0.11170	
568.540	0.73640	0.10400	
582.092	0.70670	0.09970	
593.089	0.65760	0.09260	
597.464	0.61570	0.08660	
598.611	0.57440	0.08080	
601.240	0.52760	0.07420	
603.852	0.48430	0.06810	
604.641	0.43930	0.06190	
604.754	0.39750	0.05610	
604.217	0.34910	0.04950	
Source	
Gmehling J.: unpublished data. Unpublished Data  (2011) 1-43	
Source	
