$$$Vapor-Liquid Equilibrium Data Set 11564	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H12	84.161	110-82-7	Cyclohexane	
2	CH4O	32.042	67-56-1	Methanol	
3	C6H14	86.177	110-54-3	Hexane	
Temperature	293.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	
23.065	0.76270	0.05750	
23.509	0.71780	0.11300	
23.625	0.68320	0.15570	
23.651	0.65260	0.19350	
23.666	0.21200	0.73800	
23.661	0.16510	0.79600	
23.635	0.13440	0.83390	
23.410	0.10320	0.87110	
21.794	0.05470	0.93160	
24.239	0.59530	0.08250	
24.550	0.54520	0.15970	
24.614	0.51900	0.20010	
24.667	0.16690	0.74270	
24.678	0.12930	0.80070	
24.658	0.12170	0.81290	
24.542	0.09920	0.84710	
24.315	0.08460	0.87000	
22.695	0.04590	0.92940	
25.378	0.09820	0.81280	
25.079	0.07050	0.86560	
23.483	0.03830	0.92690	
25.011	0.45500	0.07950	
25.358	0.43130	0.12740	
25.451	0.41440	0.16170	
25.451	0.11920	0.75890	
25.565	0.10050	0.79670	
25.003	0.05730	0.88410	
25.851	0.31860	0.09380	
26.105	0.30720	0.12620	
26.171	0.29400	0.16380	
26.334	0.07230	0.79440	
26.375	0.06410	0.81570	
26.017	0.04530	0.86980	
24.195	0.02420	0.93040	
24.131	0.02460	0.93130	
26.424	0.19220	0.07970	
26.803	0.18170	0.12970	
26.859	0.17930	0.14120	
26.879	0.03140	0.84960	
26.758	0.02590	0.87070	
24.854	0.01380	0.93130	
Source	
Goral M.; Oracz P.; Warycha S.: XIV. The ternary system cyclohexane-methanol-hexane at 293.15 K. Fluid Phase Equilib. 169 (2000) 85-99	
$$$Vapor-Liquid Equilibrium Data Set 11565	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H12	84.161	110-82-7	Cyclohexane	
2	C6H14	86.177	110-54-3	Hexane	
3	CH4O	32.042	67-56-1	Methanol	
Temperature	303.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	
35.090	0.77400	0.19280	
36.917	0.75080	0.18700	
37.597	0.72370	0.18300	
38.122	0.66930	0.16670	
38.230	0.20180	0.05030	
38.214	0.17710	0.04410	
38.121	0.15020	0.03740	
37.565	0.10650	0.02660	
34.901	0.05510	0.01370	
35.597	0.63550	0.33900	
37.490	0.61610	0.32870	
38.570	0.59630	0.31810	
39.130	0.56950	0.30380	
39.423	0.53870	0.28740	
39.497	0.51610	0.27530	
39.503	0.51320	0.27380	
39.615	0.16250	0.08730	
39.562	0.14390	0.07680	
39.493	0.12350	0.06630	
38.831	0.08420	0.04520	
35.600	0.04150	0.02230	
36.464	0.48070	0.49200	
39.170	0.46120	0.47210	
40.210	0.44200	0.45240	
40.597	0.42630	0.43630	
40.858	0.38600	0.39500	
40.958	0.13190	0.13500	
40.934	0.11590	0.11860	
32.004	0.01540	0.01580	
40.558	0.09780	0.08870	
39.922	0.06790	0.06160	
37.170	0.03790	0.03440	
37.864	0.34240	0.63080	
40.357	0.33040	0.60880	
41.063	0.32020	0.59000	
41.623	0.30640	0.56460	
41.890	0.29080	0.53570	
42.009	0.27800	0.51220	
42.049	0.26150	0.48180	
42.130	0.09210	0.16960	
42.002	0.06420	0.12040	
41.463	0.04500	0.08430	
38.237	0.02350	0.04400	
40.131	0.19670	0.76340	
41.650	0.19110	0.74160	
42.596	0.18030	0.71030	
42.663	0.17650	0.68510	
43.106	0.16980	0.65880	
43.190	0.15910	0.61730	
43.296	0.05700	0.22110	
43.263	0.04930	0.19150	
43.207	0.03910	0.15600	
42.423	0.02590	0.10320	
39.410	0.01380	0.05510	
Source	
Goral M.; Oracz P.; Warycha S.: XIII. The Ternary System Cyclohexane-Methanol-Hexane at 303.15 K. Fluid Phase Equilib. 152 (1998) 109-120	
$$$Vapor-Liquid Equilibrium Data Set 11566	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H12	84.161	110-82-7	Cyclohexane	
2	C6H14	86.177	110-54-3	Hexane	
3	CH4O	32.042	67-56-1	Methanol	
Temperature	313.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	
24.625	1.00000	0.00000	
37.270	0.00000	1.00000	
35.453	0.00000	0.00000	
58.609	0.69390	0.17300	
59.379	0.62780	0.15660	
59.490	0.57740	0.14400	
59.500	0.52150	0.13000	
59.518	0.27990	0.06980	
59.474	0.20020	0.04990	
59.108	0.14610	0.03640	
58.022	0.10350	0.02580	
54.377	0.05620	0.01400	
59.675	0.59150	0.31760	
60.483	0.56240	0.30200	
61.195	0.52140	0.28000	
61.338	0.48680	0.26140	
