$$$Vapor-Liquid Equilibrium Data Set 10768	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H3N	41.053	75-05-8	Acetonitrile	
2	CH4O	32.042	67-56-1	Methanol	
3	C6H6	78.114	71-43-2	Benzene	
Temperature	328.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
43.570	0.00000	0.00000	0.00000	0.00000	
40.861	1.00000	0.00000	1.00000	0.00000	
68.300	0.00000	1.00000	0.00000	1.00000	
77.750	0.39700	0.20300	0.26200	0.39100	
83.690	0.25500	0.33000	0.17300	0.47500	
76.990	0.51300	0.28700	0.32000	0.43900	
86.690	0.20900	0.49500	0.14700	0.53900	
78.060	0.31300	0.16600	0.22300	0.38000	
88.970	0.07800	0.43400	0.06000	0.54800	
63.929	0.49700	0.04900	0.40800	0.15800	
80.829	0.25000	0.65400	0.19800	0.63400	
83.900	0.11800	0.19300	0.09500	0.46400	
64.269	0.66900	0.09300	0.47300	0.23300	
90.210	0.05800	0.64400	0.05000	0.60200	
67.300	0.67100	0.27500	0.44900	0.45500	
84.690	0.10100	0.76500	0.09300	0.66900	
61.670	0.76700	0.14000	0.53900	0.30700	
51.010	0.89300	0.04200	0.73900	0.12800	
64.229	0.50100	0.05600	0.40200	0.17500	
78.820	0.05300	0.89900	0.06400	0.81100	
Source	
Ohta T.; Nagata I.: Vapor-Liquid Equilibria for the Ternary Systems Acetonitrile-2-Butanone-Benzene and Acetonitrile-Methanol-Benzene at 328.15 K. J.Chem.Eng.Data 28 (1983) 398-402	
Source	
