$$$Vapor-Liquid Equilibrium Data Set 7208
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H6	78.114	71-43-2	Benzene
2	C6H12	84.161	110-82-7	Cyclohexane
3	C4H10O	74.123	60-29-7	Diethyl ether
Pressure	101.33	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
338.65	0.54500	0.35000	0.35000	0.24000
333.15	0.52500	0.32000	0.28000	0.20000
330.65	0.47500	0.34000	0.23500	0.18000
328.65	0.46500	0.28000	0.21000	0.14000
327.65	0.45000	0.24000	0.19500	0.11000
324.15	0.43000	0.22000	0.17000	0.09000
321.15	0.41000	0.20000	0.16000	0.09000
333.15	0.31000	0.54000	0.16500	0.30500
330.15	0.50000	0.20000	0.24000	0.10000
317.85	0.36000	0.20000	0.14500	0.08000
336.75	0.14000	0.76000	0.09000	0.45000
329.35	0.13500	0.65000	0.07000	0.31000
329.85	0.31000	0.39000	0.15000	0.19000
335.25	0.29000	0.60000	0.17000	0.36000
323.15	0.22000	0.35000	0.08000	0.14500
337.35	0.59000	0.30000	0.36000	0.20000
332.15	0.58000	0.20000	0.30000	0.12000
331.15	0.59000	0.16000	0.29000	0.10000
328.15	0.56500	0.13000	0.25000	0.07000
324.15	0.38000	0.15000	0.14000	0.06000
319.65	0.30000	0.18000	0.11000	0.07000
316.15	0.22000	0.15000	0.07000	0.06000
313.15	0.08200	0.23600	0.02500	0.08500
311.15	0.11800	0.10100	0.030000.03000
310.15	0.07800	0.14400	0.02000	0.04500
Source
Satyanarayana M.; Rao M.N.: Vapor-Liquid Equilibria of Non-Ideal Solutions at Atmospheric and Super-Atmospheric Pressures-Benzene-Cyclohexane-Diethyl Ether System. Trans.Indian Inst.Chem.Engrs. 13 (1961) 4-12
$$$Vapor-Liquid Equilibrium Data Set 7209
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H6	78.114	71-43-2	Benzene
2	C6H12	84.161	110-82-7	Cyclohexane
3	C4H10O	74.123	60-29-7	Diethyl ether
Pressure	1480.28	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
455.15	0.54500	0.35000	0.47500	0.29000
446.15	0.52500	0.32000	0.42000	0.24000
445.15	0.47500	0.34000	0.50000	0.24000
441.15	0.46500	0.28000	0.31000	0.19000
437.55	0.45000	0.34000	0.27000	0.16000
433.15	0.43000	0.22000	0.26500	0.13000
425.65	0.41000	0.20000	0.21000	0.10000
453.15	0.31000	0.54000	0.29000	0.39000
446.65	0.50000	0.20000	0.32000	0.13000
435.15	0.36000	0.20000	0.23000	0.11000
463.15	0.14000	0.76000	0.13500	0.61000
445.65	0.13500	0.65000	0.12000	0.46000
450.15	0.29000	0.60000	0.28000	0.47000
442.15	0.23000	0.40600	0.13500	0.25000
470.65	0.65000	0.15000	0.63000	0.13000
465.15	0.54000	0.28000	0.50000	0.14000
459.15	0.74000	0.16000	0.65000	0.10000
456.15	0.62000	0.17000	0.58000	0.10000
453.15	0.57000	0.13000	0.33000	0.14000
446.15	0.48000	0.08000	0.31000	0.07000
431.15	0.26000	0.13000	0.20000	0.10000
Source
Satyanarayana M.; Rao M.N.: Vapor-Liquid Equilibria of Non-Ideal Solutions at Atmospheric and Super-Atmospheric Pressures-Benzene-Cyclohexane-Diethyl Ether System. Trans.Indian Inst.Chem.Engrs. 13 (1961) 4-12
Source
