$$$Vapor-Liquid Equilibrium Data Set 8230	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O	72.107	109-99-9	Tetrahydrofuran	
2	C6H14	86.177	110-54-3	Hexane	
3	H2O	18.015	7732-18-5	Water	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
341.83	0.00000	1.00000	0.00000	1.00000	
339.10	1.00000	0.00000	1.00000	0.00000	
335.40	0.81460	0.15790	0.72780	0.20080	
336.11	0.85000	0.13940	0.76870	0.18260	
336.24	0.89100	0.05630	0.81060	0.09120	
335.94	0.87650	0.04550	0.79180	0.08080	
335.17	0.84420	0.08270	0.74370	0.12940	
335.69	0.86570	0.08220	0.77170	0.12520	
335.19	0.76620	0.03620	0.71900	0.08820	
334.95	0.80720	0.06090	0.72470	0.10970	
335.17	0.68490	0.30540	0.63450	0.32300	
335.59	0.57310	0.42340	0.56240	0.41050	
335.33	0.67100	0.32140	0.63020	0.33450	
335.65	0.55340	0.44360	0.55360	0.42510	
335.94	0.49940	0.49880	0.51740	0.46830	
336.28	0.43870	0.55950	0.47130	0.51780	
335.38	0.65960	0.33230	0.61640	0.34450	
335.21	0.80950	0.15950	0.71730	0.20350	
335.22	0.79450	0.03880	0.72580	0.08720	
335.85	0.81280	0.02050	0.76290	0.05080	
334.66	0.79930	0.15370	0.70440	0.20000	
335.45	0.58640	0.40840	0.56790	0.39930	
336.03	0.46710	0.53070	0.49310	0.49210	
373.15	0.00000	0.00000	0.00000	0.00000	
Source	
Lampa J.; Matous J.; Novak J.P.; Pick J.: Liquid-Vapour and Liquid-Liquid Equilibria in the Tetrahydrofuran (1)-n-Hexane (2)-Water (3) System. Collect.Czech.Chem.Commun. 45 (1980) 1159-1167	
$$$Vapor-Liquid Equilibrium Data Set 30794	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O	72.107	109-99-9	Tetrahydrofuran	
2	H2O	18.015	7732-18-5	Water	
3	C6H14	86.177	110-54-3	Hexane	
Pressure	100.00	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
337.27	0.92150	0.03990	0.83390	0.11540	
336.76	0.90260	0.06630	0.82890	0.12310	
336.77	0.89820	0.07670	0.84410	0.11350	
336.65	0.89020	0.08590	0.83310	0.11940	
336.46	0.88370	0.09010	0.82520	0.12380	
336.37	0.87610	0.09160	0.81870	0.12560	
336.19	0.86780	0.10200	0.80820	0.13070	
336.37	0.86290	0.11510	0.81100	0.14080	
335.92	0.84790	0.11610	0.79190	0.14010	
335.77	0.83570	0.12450	0.77860	0.14260	
336.28	0.82780	0.15220	0.79500	0.16740	
336.20	0.81830	0.16370	0.79150	0.16930	
335.38	0.81440	0.02780	0.72740	0.07140	
Source	
Xie Q.; Wan H.; Guan G.-F.: Isobaric Vapor-Liquid Equilibrium for Tetrahydrofuran - Water - n-Hexane System. Huaxue-gongcheng 38 (2010) 61-64	
$$$Vapor-Liquid Equilibrium Data Set 30795	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O	72.107	109-99-9	Tetrahydrofuran	
2	H2O	18.015	7732-18-5	Water	
3	C6H14	86.177	110-54-3	Hexane	
Pressure	100.00	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
335.21	0.81050	0.03190	0.71700	0.07940	
336.15	0.80490	0.17830	0.78600	0.17400	
335.25	0.79940	0.14300	0.74590	0.14950	
336.41	0.73920	0.25120	0.77460	0.19440	
336.48	0.73540	0.25340	0.76870	0.19570	
336.55	0.68990	0.30230	0.76400	0.20650	
335.38	0.68610	0.01000	0.63290	0.04360	
336.78	0.60930	0.38550	0.75040	0.22050	
335.61	0.55370	0.00270	0.55310	0.02200	
336.95	0.48760	0.50990	0.73830	0.23590	
335.94	0.47530	0.00190	0.49660	0.01450	
336.17	0.44070	0.00110	0.47100	0.01170	
338.15	0.42400	0.57460	0.72730	0.24950	
Source	
Xie Q.; Wan H.; Guan G.-F.: Isobaric Vapor-Liquid Equilibrium for Tetrahydrofuran - Water - n-Hexane System. Huaxue-gongcheng 38 (2010) 61-64	
Source	
