$$$Vapor-Liquid Equilibrium Data Set 16330	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H14	86.177	110-54-3	Hexane	
2	CH4O	32.042	67-56-1	Methanol	
3	C3H6O	58.080	67-64-1	Acetone	
Temperature	313.15	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	
37.270	1.00000	0.00000	
35.453	0.00000	1.00000	
56.603	0.00000	0.00000	
68.700	0.09370	0.10620	
71.939	0.16540	0.09780	
73.595	0.24730	0.08820	
74.185	0.33250	0.07820	
74.250	0.41260	0.06880	
68.962	0.08390	0.18270	
72.955	0.16330	0.16680	
74.685	0.25110	0.14930	
75.215	0.50130	0.09940	
74.735	0.58040	0.08370	
69.540	0.08420	0.25510	
73.831	0.16710	0.23200	
75.915	0.32800	0.18720	
76.035	0.41520	0.16290	
69.960	0.08490	0.32390	
75.714	0.24930	0.26570	
76.227	0.33230	0.23630	
76.114	0.50180	0.17630	
75.699	0.58700	0.14620	
73.634	0.74790	0.08920	
70.156	0.08440	0.38920	
74.385	0.16040	0.35690	
75.864	0.24830	0.31960	
76.327	0.41190	0.25000	
73.283	0.17140	0.14230	
76.227	0.33300	0.32380	
76.003	0.50220	0.24170	
74.929	0.66770	0.16130	
71.443	0.83370	0.08070	
70.217	0.08460	0.51390	
74.437	0.16660	0.46790	
75.696	0.25150	0.42020	
75.903	0.41850	0.32650	
70.993	0.09700	0.58460	
75.200	0.24950	0.48590	
75.375	0.33140	0.43280	
74.988	0.43350	0.32790	
74.582	0.58850	0.26640	
73.115	0.74630	0.16420	
69.504	0.08500	0.66170	
73.646	0.17010	0.60020	
74.625	0.33260	0.48270	
74.497	0.39720	0.43590	
68.760	0.08480	0.73710	
72.698	0.16550	0.67210	
73.443	0.24810	0.60560	
73.139	0.49910	0.40350	
72.782	0.57840	0.33960	
72.311	0.66360	0.27090	
66.797	0.07960	0.81550	
71.367	0.16690	0.73810	
72.033	0.25220	0.66260	
72.022	0.33370	0.59030	
71.905	0.41650	0.51700	
Source	
Oracz P.; Warycha S.: VII: The ternary system hexane-methanol-acetone at 313.15 K. Fluid Phase Equilib. 108 (1995) 199-211	
Source	
