$$$Vapor-Liquid Equilibrium Data Set 2798	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	H2O	18.015	7732-18-5	Water	
3	C4H10O	74.123	71-36-3	1-Butanol	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
348.61	0.43700	0.53100	0.70800	0.27700	
349.73	0.42600	0.50700	0.67800	0.29700	
350.74	0.39000	0.50000	0.59500	0.35200	
352.63	0.30200	0.61400	0.56300	0.38200	
353.26	0.29500	0.58600	0.54200	0.39500	
354.48	0.26800	0.57300	0.51300	0.41500	
356.43	0.20200	0.67900	0.42300	0.48400	
357.03	0.18700	0.64300	0.39500	0.49800	
358.18	0.17200	0.61400	0.35900	0.52200	
358.55	0.16400	0.57600	0.33200	0.53900	
359.31	0.14500	0.53400	0.30600	0.55000	
Source	
Prochazka O.; Suska J.; Pick J.: Phase Equilibria in the Methanol-Water-1-Butanol System. Collect.Czech.Chem.Commun. 40 (1975) 781-786	
$$$Vapor-Liquid Equilibrium Data Set 5110	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	C4H10O	74.123	71-36-3	1-Butanol	
3	H2O	18.015	7732-18-5	Water	
Pressure	99.30	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
362.04	0.05150	0.07790	0.16120	0.17940	
360.89	0.06450	0.05390	0.20890	0.16040	
359.99	0.07980	0.03750	0.25600	0.13750	
358.90	0.09830	0.03440	0.31050	0.11740	
358.62	0.10840	0.05800	0.31090	0.12480	
358.10	0.12820	0.08340	0.33270	0.12330	
Source	
Newsham D.M.T.; Vahdat N.: Part I: Experimental Results for the Systems Methanol-Water-n-Butanol, Ethanol-Water-n-Butanol and n-Propanol-Water-n-Butanol. Chem.Eng.J. 13 (1977) 27-31	
Source	
