$$$Vapor-Liquid Equilibrium Data Set 22432	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C4H10O	74.123	71-36-3	1-Butanol	
3	C4H10O	74.123	71-36-3	Acetic acid butyl ester	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	
373.45	0.20090	0.64870	
364.02	0.41000	0.48420	
361.58	0.60040	0.32510	
355.25	0.80360	0.16100	
375.98	0.20450	0.48050	
366.40	0.40870	0.36100	
360.20	0.59760	0.24000	
356.04	0.80050	0.12000	
378.54	0.20100	0.32260	
368.82	0.40150	0.24080	
361.89	0.60750	0.16080	
356.89	0.80200	0.08000	
381.56	0.20800	0.16060	
371.53	0.40650	0.12100	
363.79	0.60930	0.08000	
357.87	0.80100	0.04040	
Source	
Beldeeva L.N.; Pilyuckenko S.L.; Iordan V.F.; Garber Y.N.: Separation of C1-C4 Alcohol from Their Alkyl Acetates by Extractive Rectification with Reference to A Butanol-Butyl Acetate Mixture. J.Appl.Chem.USSR 64 (1991) 2497-2500	
Source	
