$$$Vapor-Liquid Equilibrium Data Set 14660
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C2H6O	46.069	64-17-5	Ethanol
2	C2H3N	41.053	75-05-8	Acetonitrile
3	C3H6O	58.080	67-64-1	Acetone
Temperature	318.15	K
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
67.874	0.000000.000000.000000.00000
27.771	0.00000	1.000000.00000	1.00000
23.198	1.00000	0.000001.00000	0.00000
41.597	0.41100	0.39800	0.33200	0.34300
50.303	0.38300	0.19400	0.25100	0.13900
44.703	0.30300	0.42100	0.25800	0.31300
37.184	0.69900	0.19900	0.48600	0.27400
40.957	0.61700	0.20200	0.41100	0.22600
37.437	0.53400	0.37900	0.42500	0.40300
41.357	0.51900	0.29200	0.37200	0.28400
57.382	0.10800	0.21400	0.08300	0.11200
60.755	0.12500	0.12800	0.08700	0.06500
40.037	0.19400	0.60700	0.22200	0.46300
46.823	0.20500	0.42000	0.18600	0.28000
58.155	0.20700	0.13000	0.13700	0.07200
48.596	0.10400	0.44300	0.10300	0.27300
37.624	0.08900	0.73800	0.13300	0.56400
37.410	0.29600	0.60100	0.31400	0.51100
45.810	0.09800	0.51900	0.11000	0.34400
38.530	0.09700	0.71200	0.13700	0.54900
37.557	0.19600	0.71400	0.25400	0.59300
36.530	0.19200	0.70800	0.24600	0.58200
35.810	0.14700	0.75600	0.20900	0.62400
Source
Nagata I.; Miyazaki K.: Isothermal vapour-liquid equilibrium for the ternary system ethanol + acetonitrile + acetone at 45 °C. Thermochim.Acta 206 (1992) 285-296
Source
