$$$Vapor-Liquid Equilibrium Data Set 23551
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C4H8O2	88.106	141-78-6	Ethyl acetate
2	C6H14	86.177	110-54-3	Hexane
3	C3H6O	58.080	67-64-1	Acetone
Pressure	101.32	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
350.09	1.00000	0.000001.00000	0.00000
341.72	0.00000	1.000000.00000	1.00000
329.15	0.000000.000000.000000.00000
323.60	0.07070	0.38060	0.03090	0.37010
323.64	0.05290	0.43470	0.02850	0.38830
323.87	0.05890	0.25610	0.03200	0.33000
323.89	0.03840	0.53400	0.02500	0.41720
324.37	0.02840	0.60080	0.02560	0.44150
324.41	0.05010	0.16830	0.02280	0.27770
325.33	0.05510	0.11070	0.02730	0.22840
325.77	0.06200	0.65780	0.04110	0.46870
325.98	0.05840	0.08510	0.02790	0.19540
326.15	0.09560	0.58780	0.06060	0.45250
326.48	0.18780	0.16170	0.07700	0.26240
326.57	0.19560	0.17550	0.08500	0.27970
326.63	0.17960	0.14360	0.07770	0.24740
326.67	0.15120	0.11710	0.06660	0.22340
326.75	0.21450	0.20060	0.09620	0.29690
326.77	0.12850	0.09530	0.05750	0.20030
326.94	0.22770	0.22440	0.10270	0.30950
326.96	0.11360	0.08000	0.05110	0.18150
327.11	0.09390	0.06580	0.04280	0.16230
327.30	0.25190	0.25160	0.11730	0.32940
327.30	0.22910	0.34690	0.11950	0.37950
327.34	0.09030	0.05850	0.03890	0.14460
327.63	0.16130	0.57740	0.09280	0.45750
327.67	0.26340	0.27080	0.12640	0.34650
327.98	0.06250	0.03270	0.03060	0.09710
328.05	0.11070	0.04710	0.06790	0.13950
328.11	0.28450	0.29100	0.14050	0.35660
328.28	0.04350	0.02210	0.02290	0.07140
328.71	0.02250	0.01020	0.01290	0.03770
329.09	0.15640	0.03810	0.08410	0.11860
329.32	0.24530	0.52490	0.14910	0.46110
329.50	0.33470	0.35320	0.18180	0.39730
329.73	0.29500	0.44990	0.17400	0.43760
330.00	0.11280	0.77980	0.09510	0.57000
330.08	0.21080	0.03400	0.10690	0.10220
330.42	0.40370	0.23890	0.20140	0.32670
330.48	0.39700	0.20820	0.20670	0.31040
330.50	0.39940	0.26950	0.20730	0.34840
330.56	0.36280	0.38480	0.20890	0.41600
330.62	0.37170	0.15300	0.21250	0.28180
330.73	0.37060	0.12940	0.21640	0.25940
331.16	0.17240	0.75100	0.13400	0.56940
331.23	0.37000	0.09490	0.20080	0.20610
331.33	0.26770	0.02760	0.13840	0.08610
331.35	0.41860	0.27690	0.23400	0.36160
331.58	0.37390	0.07770	0.19650	0.17060
331.76	0.29870	0.49630	0.24190	0.44250
332.01	0.20540	0.70300	0.16540	0.56460
332.10	0.43220	0.27970	0.25520	0.37270
332.26	0.38160	0.05690	0.19780	0.13380
332.32	0.31890	0.02600	0.16950	0.07290
332.39	0.06980	0.87540	0.07250	0.66380
332.95	0.46940	0.29780	0.27870	0.38370
333.11	0.27270	0.63500	0.21590	0.55320
333.34	0.38590	0.02890	0.21670	0.08320
333.38	0.40990	0.44610	0.28070	0.47640
333.50	0.47970	0.30040	0.29760	0.39660
333.67	0.11450	0.82600	0.12050	0.66050
333.71	0.07240	0.88490	0.09670	0.71030
334.02	0.33560	0.57970	0.27010	0.55310
334.25	0.52940	0.32420	0.32330	0.40990
334.60	0.53200	0.32140	0.33410	0.41330
334.70	0.53720	0.07450	0.32540	0.17460
334.72	0.53850	0.33620	0.33640	0.42110
334.76	0.39450	0.52980	0.30440	0.53730
334.93	0.50480	0.04970	0.29010	0.12480
335.05	0.52020	0.06010	0.29930	0.14160
335.22	0.54240	0.36190	0.35910	0.44320
335.38	0.52190	0.39040	0.36300	0.47450
335.38	0.54830	0.08500	0.32900	0.19060
335.51	0.43870	0.48630	0.33660	0.52310
335.68	0.56310	0.10300	0.33000	0.21340
335.77	0.56800	0.27430	0.37180	0.39970
335.86	0.53550	0.39670	0.39080	0.48960
335.94	0.58570	0.12340	0.37430	0.25640
336.06	0.58930	0.15430	0.36850	0.28960
336.17	0.53160	0.41330	0.40810	0.51430
336.33	0.07020	0.89800	0.11710	0.79700
336.54	0.56860	0.04220	0.35620	0.10780
336.66	0.63480	0.20660	0.39710	0.33870
336.82	0.60050	0.23400	0.40990	0.38110
337.89	0.62520	0.03640	0.39660	0.08870
337.89	0.65350	0.23950	0.43400	0.37300
338.69	0.65740	0.03940	0.46860	0.11410
338.71	0.66650	0.05120	0.49950	0.15470
338.88	0.68680	0.07030	0.52150	0.19650
338.94	0.67460	0.05660	0.52630	0.17940
339.08	0.69160	0.08120	0.47620	0.19350
339.12	0.69200	0.09820	0.47130	0.21970
339.86	0.68830	0.02510	0.55870	0.09860
339.90	0.03590	0.95100	0.06000	0.90190
339.98	0.71360	0.11820	0.50800	0.25650
340.05	0.02340	0.96360	0.04270	0.91920
340.07	0.01120	0.97360	0.02350	0.92500
340.39	0.76800	0.05480	0.60140	0.13030
340.80	0.00630	0.98560	0.01210	0.95580
341.09	0.77580	0.20200	0.59390	0.36400
341.27	0.78190	0.17630	0.53830	0.30350
342.03	0.80470	0.13310	0.58050	0.25480
343.02	0.83590	0.07670	0.62680	0.16710
343.69	0.83060	0.02740	0.65130	0.06630
343.94	0.85950	0.07680	0.65580	0.16450
344.02	0.85000	0.03800	0.67160	0.09560
344.08	0.85390	0.05080	0.66620	0.11960
345.26	0.86860	0.01330	0.73890	0.03980
346.82	0.91450	0.01490	0.82170	0.04600
Source
Acosta J.; Arce A.; Martinez-Ageitos J.; Rodil E.; Soto A.: Vapor-Liquid Equilibrium of the Ternary System Ethyl Acetate + Hexane + Acetone at 101.32 kPa. J.Chem.Eng.Data 47 (2002) 849-854
Source
