$$$Vapor-Liquid Equilibrium Data Set 2118	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
341.25	0.75000	0.14100	0.85000	0.09600	
341.25	0.75600	0.14200	0.85200	0.09600	
347.35	0.30200	0.59000	0.41800	0.49000	
344.85	0.53000	0.23000	0.69500	0.18000	
348.15	0.26000	0.52000	0.36000	0.47000	
354.35	0.04900	0.24800	0.13000	0.51200	
347.65	0.36000	0.29300	0.52500	0.29000	
349.45	0.20300	0.47500	0.32800	0.47000	
350.35	0.21600	0.31000	0.39000	0.36500	
345.05	0.49000	0.36000	0.63500	0.29000	
352.15	0.10200	0.36800	0.19700	0.51000	
348.95	0.28400	0.29600	0.44000	0.35500	
353.65	0.03500	0.35000	0.08100	0.55400	
356.15	0.04300	0.06200	0.18500	0.31000	
360.65	0.06100	0.03300	0.28000	0.22000	
356.15	0.13800	0.04100	0.42500	0.15000	
352.15	0.24000	0.06000	0.55000	0.16000	
354.15	0.05500	0.25500	0.16000	0.48500	
355.85	0.05300	0.14500	0.14500	0.43000	
355.85	0.09300	0.09800	0.31000	0.30000	
Source	
Delzenne A.O.: Vapor-Liquid Equilibrium Data for Ternary System Methanol-Ethanol-Water. Ind.Eng.Chem. Chem.Eng.Data Series 3 (1958) 224-230	
$$$Vapor-Liquid Equilibrium Data Set 2119	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
355.85	0.10900	0.08100	0.35500	0.25000	
356.65	0.09000	0.08000	0.30800	0.28500	
355.65	0.06100	0.14200	0.19500	0.39500	
355.35	0.16000	0.03700	0.51500	0.10500	
354.15	0.11700	0.09800	0.35900	0.27300	
355.95	0.05150	0.06700	0.22800	0.31600	
355.65	0.10000	0.09600	0.31000	0.29500	
349.65	0.11000	0.72000	0.18000	0.68000	
Source	
Delzenne A.O.: Vapor-Liquid Equilibrium Data for Ternary System Methanol-Ethanol-Water. Ind.Eng.Chem. Chem.Eng.Data Series 3 (1958) 224-230	
$$$Vapor-Liquid Equilibrium Data Set 2520	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
348.95	0.15660	0.83060	0.23610	0.75370	
347.07	0.27530	0.71430	0.37740	0.61360	
346.05	0.32610	0.65950	0.42890	0.56010	
344.95	0.37450	0.61160	0.50940	0.48330	
345.21	0.38450	0.59830	0.51650	0.47340	
344.25	0.48080	0.50280	0.60450	0.38620	
344.05	0.49080	0.48950	0.63600	0.34870	
343.25	0.55100	0.42760	0.67140	0.31730	
342.95	0.59450	0.38470	0.68830	0.29810	
342.05	0.64790	0.33030	0.74960	0.23890	
341.25	0.69610	0.28170	0.79710	0.18990	
340.85	0.76670	0.21130	0.82990	0.15780	
339.95	0.78070	0.20200	0.88200	0.10960	
340.25	0.78290	0.19960	0.85430	0.13690	
Source	
Hughes H.E.; Maloney J.O.: Binary and Ternary Equilibrium Data. Chem.Eng.Prog.(CEP) 48 (1952) 192-200	
Source	
