$$$Vapor-Liquid Equilibrium Data Set 2176	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C6H12	84.161	110-82-7	Cyclohexane	
3	C2H4O2	60.053	64-19-7	Acetic acid	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
362.65	0.02500	0.09000	0.22000	0.42000	
353.75	0.07500	0.28000	0.17500	0.47000	
351.75	0.15000	0.44000	0.19500	0.58500	
351.75	0.19000	0.54000	0.21500	0.58000	
350.95	0.32500	0.41000	0.35500	0.47000	
351.95	0.55000	0.19200	0.59500	0.25000	
352.25	0.29000	0.31200	0.36000	0.46750	
350.35	0.29500	0.61000	0.30000	0.62000	
353.15	0.42000	0.18500	0.51500	0.28000	
353.95	0.21000	0.20300	0.29000	0.42000	
364.15	0.09300	0.05200	0.22000	0.23000	
354.75	0.34000	0.15700	0.48000	0.26000	
353.35	0.66000	0.07000	0.79000	0.10000	
354.35	0.50000	0.07300	0.61500	0.13500	
356.35	0.31400	0.10600	0.48000	0.20000	
364.95	0.15500	0.02000	0.35000	0.11000	
366.95	0.13000	0.02000	0.33000	0.14000	
350.95	0.19000	0.74000	0.20500	0.71000	
350.35	0.35000	0.55000	0.35000	0.55000	
350.55	0.45000	0.41500	0.46000	0.39500	
351.55	0.61000	0.18000	0.62500	0.22000	
Source	
Baradarajan A.; Satyanarayana M.: Vapor-Liquid Equilibrium of the Benzene-Cyclohexane-Acetic Acid System at Atmospheric Pressure. J.Chem.Eng.Data 13 (1968) 148-150	
Source	
