$$$Vapor-Liquid Equilibrium Data Set 21063
No.	Formula	Molar Mass	CAS Registry Number	Name
1	H2O	18.015	7732-18-5	Water
2	C2H6O	46.069	64-17-5	Ethanol
3	C8H10	106.167	106-42-3	p-Xylene
Pressure	49.40	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
334.07	0.12670	0.85320	0.12660	0.84950
333.97	0.12800	0.82920	0.13610	0.81990
334.02	0.13150	0.80250	0.14460	0.79410
334.04	0.13400	0.77440	0.15320	0.77290
334.04	0.13800	0.74320	0.16590	0.74890
334.02	0.14030	0.71470	0.17930	0.72600
334.16	0.14300	0.68040	0.19350	0.70420
334.29	0.18050	0.81020	0.17920	0.80690
334.15	0.18470	0.78600	0.17670	0.78750
334.13	0.18620	0.76230	0.18630	0.75700
334.08	0.19030	0.73410	0.19830	0.72650
334.08	0.19430	0.70690	0.21030	0.70510
334.07	0.20070	0.67710	0.22740	0.67650
334.10	0.20570	0.64330	0.24280	0.65040
334.03	0.22420	0.69950	0.22290	0.69790
334.19	0.23260	0.74890	0.20590	0.76560
333.97	0.23530	0.72590	0.21400	0.73340
334.06	0.24240	0.69690	0.23080	0.69750
334.02	0.24490	0.684600.23660	0.68460
333.91	0.24750	0.66980	0.24380	0.66940
333.86	0.25310	0.64060	0.25650	0.64520
334.39	0.32290	0.66040	0.26560	0.69930
334.14	0.33060	0.63470	0.27180	0.66720
333.93	0.33730	0.60740	0.27740	0.63450
334.61	0.40780	0.57860	0.30690	0.65920
334.32	0.41370	0.55430	0.31560	0.61230
334.78	0.47860	0.51020	0.32750	0.62070
Source
Fele L.; Stemberger N.Z.; Grilc V.: Separation of Water + Ethanol + (o-, m-, p-) Xylene Systems. J.Chem.Eng.Data 45 (2000) 784-791
$$$Vapor-Liquid Equilibrium Data Set 21064
No.	Formula	Molar Mass	CAS Registry Number	Name
1	H2O	18.015	7732-18-5	Water
2	C2H6O	46.069	64-17-5	Ethanol
3	C8H10	106.167	106-42-3	p-Xylene
Pressure	90.40	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
348.38	0.12360	0.85570	0.12590	0.85210
348.36	0.12930	0.82830	0.13780	0.82140
348.40	0.12660	0.80670	0.14420	0.79920
348.44	0.13440	0.77340	0.15510	0.77590
348.51	0.13810	0.74290	0.16740	0.75270
348.59	0.13990	0.71220	0.18070	0.72880
348.64	0.14270	0.67710	0.19440	0.70650
348.53	0.17780	0.81180	0.16980	0.81650
348.44	0.18360	0.78520	0.17840	0.78680
348.40	0.18700	0.76180	0.18850	0.75920
348.38	0.19090	0.73290	0.20010	0.73100
348.44	0.19810	0.70030	0.21740	0.70200
348.47	0.20180	0.67280	0.23050	0.68070
348.50	0.20800	0.63850	0.24900	0.65300
348.48	0.22650	0.75530	0.21120	0.76320
348.38	0.23530	0.72640	0.22050	0.73310
348.36	0.24350	0.69570	0.23480	0.69950
348.34	0.24660	0.66870	0.24770	0.67080
348.37	0.25410	0.63890	0.26180	0.64560
348.71	0.32360	0.66010	0.26290	0.70340
348.55	0.33080	0.63380	0.27460	0.66910
348.47	0.33790	0.60690	0.28900	0.63320
348.99	0.40250	0.58150	0.30570	0.65400
348.79	0.41630	0.55400	0.30540	0.62580
349.27	0.47750	0.50910	0.33700	0.61740
Source
Fele L.; Stemberger N.Z.; Grilc V.: Separation of Water + Ethanol + (o-, m-, p-) Xylene Systems. J.Chem.Eng.Data 45 (2000) 784-791
$$$Vapor-Liquid Equilibrium Data Set 29726
No.	Formula	Molar Mass	CAS Registry Number	Name
1	H2O	18.015	7732-18-5	Water
2	C2H6O	46.069	64-17-5	Ethanol
3	C8H10	106.167	106-42-3	p-Xylene
Pressure	101.30	kPa
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]
351.51	0.34600	0.50300	0.33200	0.54800
351.56	0.22900	0.49900	0.31200	0.57000
351.53	0.15700	0.65500	0.20800	0.69600
351.27	0.24300	0.62600	0.25800	0.64200
351.59	0.46700	0.47200	0.33900	0.54700
351.83	0.45900	0.51400	0.31800	0.60900
351.23	0.28700	0.63400	0.26400	0.65200
351.19	0.22400	0.73400	0.20400	0.74700
351.16	0.19600	0.73500	0.19400	0.73900
351.27	0.17700	0.70400	0.19800	0.71600
351.26	0.10200	0.83000	0.11500	0.83100
351.65	0.11900	0.70100	0.16300	0.74100
352.19	0.09700	0.58100	0.18500	0.70700
352.59	0.08200	0.49500	0.19900	0.68800
351.41	0.31400	0.66000	0.25800	0.69800
Source
Gomis V.; Pequenin A.; Asensi J.C.: Isobaric vapor-liquid-liquid equilibrium and vapor-liquid equilibrium for the system water-ethanol-1,4-dimethylbenzene at 101.3 kPa. Fluid Phase Equilib. 281 (2009) 1-4
Source
