$$$Vapor-Liquid Equilibrium Data Set 29939	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	H2O	18.015	7732-18-5	Water	
3	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone	
Temperature	382.61	K	
P [kPa]	x1 [mol/mol]	x2 [mol/mol]	
22.710	0.00000	0.14685	
22.860	0.00032	0.14680	
23.030	0.00059	0.14677	
23.210	0.00103	0.14670	
23.680	0.00207	0.14655	
24.370	0.00353	0.14633	
25.340	0.00565	0.14602	
26.590	0.00844	0.14561	
28.600	0.01288	0.14496	
32.080	0.02059	0.14383	
37.060	0.03189	0.14217	
44.380	0.04908	0.13964	
55.010	0.07498	0.13584	
72.360	0.12026	0.12919	
91.220	0.17433	0.12125	
112.760	0.24272	0.11121	
137.030	0.33045	0.09832	
158.650	0.41812	0.08545	
181.570	0.52124	0.07031	
Source	
Strotmann B.: Experimentelle Bestimmung von Dampf-Flüssig-Phasengleichgewichten sowie Mischungsenthalpien und simultane Korrelation der Meßergebnisse unter Verwendung von gE-Modellen. Master's Thesis  (1996)	
Source	
