$$$Vapor-Liquid Equilibrium Data Set 8904	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	H2O	18.015	7732-18-5	Water	
3	H2O	18.015	7732-18-5	Acetic acid butyl ester	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
357.60	0.10000	0.72000	0.33200	0.50400	
355.75	0.20100	0.64000	0.40500	0.45600	
353.96	0.41600	0.46800	0.47900	0.42400	
352.55	0.60000	0.32000	0.64700	0.30200	
351.84	0.79700	0.16200	0.84000	0.13700	
358.65	0.10000	0.54000	0.28600	0.52500	
356.55	0.20000	0.48000	0.36900	0.47300	
354.46	0.40000	0.36000	0.44700	0.42900	
353.05	0.60200	0.23900	0.64900	0.26600	
352.18	0.79900	0.12050	0.81900	0.13800	
359.65	0.09500	0.36150	0.25000	0.55100	
357.29	0.20200	0.31900	0.38200	0.45600	
355.36	0.40000	0.24000	0.51000	0.35200	
353.86	0.60400	0.15700	0.67300	0.21300	
352.66	0.80000	0.08000	0.83000	0.10000	
363.00	0.10000	0.18000	0.19500	0.60200	
360.37	0.20000	0.16000	0.39600	0.43600	
357.45	0.40600	0.11900	0.60700	0.24200	
355.25	0.60100	0.07950	0.74600	0.12500	
353.24	0.80000	0.04000	0.84900	0.06400	
Source	
Beregovykh V.V.; Timofeev V.S.; Lukyanova R.N.; Serafimov L.A.: Die Phasengleichgewicht in den Systemen Methanol-Wasser-n-Butylacetat und Ethanol-Wasser- n-Butylacetat bei Atmosphärendruck. Uch.Zap.Mosk.Inst.Tonkoj Khim.Tekhnol. 1 (1971) 24-30	
$$$Vapor-Liquid Equilibrium Data Set 33550	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	H2O	18.015	7732-18-5	Water	
2	H2O	18.015	7732-18-5	Acetic acid butyl ester	
3	C2H6O	46.069	64-17-5	Ethanol	
Pressure	29.77	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	
324.65	0.44130	0.03160	
324.75	0.43190	0.05220	
325.00	0.40490	0.11160	
325.30	0.38050	0.16500	
325.55	0.36030	0.20940	
325.65	0.34760	0.23720	
325.85	0.33320	0.26870	
326.30	0.29890	0.34400	
326.55	0.27990	0.38590	
326.85	0.25140	0.44830	
327.65	0.20550	0.54900	
328.40	0.17200	0.62270	
330.00	0.12650	0.72230	
331.65	0.09060	0.80130	
323.80	0.24350	0.01780	
323.85	0.23920	0.03540	
324.15	0.22610	0.08790	
324.55	0.20890	0.15760	
324.60	0.20830	0.16000	
324.85	0.19860	0.19910	
325.35	0.18030	0.27290	
325.45	0.17500	0.29430	
325.90	0.15570	0.37210	
326.35	0.14410	0.41890	
327.20	0.12410	0.49940	
327.55	0.11460	0.53780	
328.75	0.08970	0.63810	
330.25	0.06730	0.72850	
333.95	0.04010	0.83840	
341.95	0.01710	0.93120	
323.70	0.10820	0.04070	
323.90	0.10480	0.07070	
324.00	0.10390	0.07920	
324.15	0.10060	0.10820	
324.55	0.09540	0.15450	
325.00	0.08920	0.20910	
325.15	0.08580	0.23950	
325.30	0.08270	0.26740	
325.95	0.07640	0.32300	
326.10	0.07350	0.34880	
326.35	0.06780	0.39880	
327.65	0.05630	0.50110	
Source	
Li G.; Li Z.: Determination and Prediction of VaporLiquid Equilibria for a System Containing Water + Butyl Acetate + Cyclohexane + Ethanol. J.Chem.Eng.Data 57 (2012) 2543-2548	
$$$Vapor-Liquid Equilibrium Data Set 33551	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	H2O	18.015	7732-18-5	Water	
2	H2O	18.015	7732-18-5	Acetic acid butyl ester	
3	C2H6O	46.069	64-17-5	Ethanol	
Pressure	58.85	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	
339.65	0.44130	0.03160	
339.75	0.43190	0.05220	
340.15	0.40490	0.11160	
340.50	0.38050	0.16500	
340.75	0.36030	0.20940	
340.95	0.34760	0.23720	
341.15	0.33320	0.26870	
341.65	0.29890	0.34400	
342.00	0.27990	0.38590	
342.40	0.25140	0.44830	
343.25	0.20550	0.54900	
344.15	0.17200	0.62270	
346.00	0.12650	0.72230	
348.05	0.09060	0.80130	
338.75	0.24350	0.01780	
338.85	0.23920	0.03540	
339.20	0.22610	0.08790	
339.70	0.20890	0.15760	
339.75	0.20830	0.16000	
340.00	0.19860	0.19910	
340.55	0.18030	0.27290	
340.75	0.17500	0.29430	
341.35	0.15570	0.37210	
342.05	0.14410	0.41890	
342.95	0.12410	0.49940	
343.35	0.11460	0.53780	
344.75	0.08970	0.63810	
346.55	0.06730	0.72850	
351.55	0.04010	0.83840	
360.75	0.01710	0.93120	
338.65	0.10820	0.04070	
338.95	0.10480	0.07070	
339.05	0.10390	0.07920	
339.25	0.10060	0.10820	
339.65	0.09540	0.15450	
340.15	0.08920	0.20910	
340.50	0.08580	0.23950	
340.75	0.08270	0.26740	
341.25	0.07640	0.32300	
341.55	0.07350	0.34880	
342.05	0.06780	0.39880	
343.35	0.05630	0.50110	
Source	
Li G.; Li Z.: Determination and Prediction of VaporLiquid Equilibria for a System Containing Water + Butyl Acetate + Cyclohexane + Ethanol. J.Chem.Eng.Data 57 (2012) 2543-2548	
Source	
