$$$Vapor-Liquid Equilibrium Data Set 32344	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H10O	74.123	60-29-7	Diethyl ether	
2	CH4O	32.042	67-56-1	Methanol	
3	C4H10O	74.123	71-36-3	1-Butanol	
Pressure	101.33	kPa	
T [K]	x1 [mol/mol]	x2 [mol/mol]	y1 [mol/mol]	y2 [mol/mol]	
308.50	0.86540	0.09800	0.91840	0.08110	
309.15	0.84160	0.09540	0.92260	0.07640	
309.59	0.82300	0.09320	0.92540	0.07320	
310.04	0.80360	0.09110	0.92780	0.07030	
310.63	0.78190	0.08860	0.93000	0.06740	
311.15	0.76330	0.08650	0.93140	0.06520	
312.86	0.73780	0.08360	0.93300	0.06260	
313.95	0.71500	0.08100	0.93390	0.06060	
314.58	0.69280	0.07850	0.93430	0.05900	
315.15	0.67280	0.07620	0.93450	0.05760	
316.80	0.65190	0.07390	0.93430	0.05640	
317.25	0.63840	0.07230	0.93400	0.05560	
316.80	0.50840	0.25490	0.83270	0.16030	
317.54	0.49680	0.24910	0.83120	0.16070	
319.35	0.48310	0.24230	0.82930	0.16130	
320.16	0.47380	0.23760	0.82790	0.16160	
320.86	0.46340	0.23240	0.82620	0.16200	
321.53	0.45270	0.22700	0.82430	0.16240	
322.98	0.44100	0.22110	0.82210	0.16290	
323.35	0.43040	0.21580	0.81990	0.16340	
324.04	0.41960	0.21040	0.81740	0.16390	
324.74	0.41060	0.20590	0.81530	0.16430	
325.45	0.40260	0.20190	0.81320	0.16470	
327.06	0.39280	0.19700	0.81060	0.16520	
328.00	0.38450	0.19280	0.80820	0.16550	
328.04	0.37510	0.18810	0.80530	0.16600	
328.75	0.36770	0.18440	0.80290	0.16640	
327.87	0.07670	0.92330	0.34930	0.65070	
328.96	0.07530	0.90690	0.33900	0.66000	
329.24	0.07410	0.89250	0.33040	0.66760	
329.98	0.07280	0.87640	0.32130	0.67540	
330.97	0.07160	0.86190	0.31340	0.68220	
330.96	0.07050	0.84820	0.30630	0.68800	
331.87	0.06930	0.83450	0.29920	0.69390	
332.54	0.06810	0.82000	0.29210	0.69950	
332.86	0.06690	0.80590	0.28530	0.70470	
333.86	0.06580	0.79210	0.27920	0.70930	
334.00	0.02160	0.97840	0.12700	0.87300	
334.10	0.06450	0.77670	0.27230	0.71420	
334.73	0.02130	0.96570	0.12310	0.87580	
334.85	0.06330	0.76260	0.26620	0.71840	
335.41	0.02100	0.95220	0.11930	0.87830	
335.44	0.06220	0.74920	0.26070	0.72200	
336.14	0.06110	0.73590	0.25540	0.72530	
336.22	0.02070	0.93820	0.11560	0.88060	
336.64	0.02040	0.92390	0.11210	0.88270	
336.93	0.01480	0.95750	0.08660	0.91080	
336.94	0.05990	0.72090	0.24970	0.72860	
337.15	0.02010	0.91010	0.10880	0.88450	
337.45	0.05880	0.70790	0.24480	0.73140	
337.55	0.01440	0.93300	0.08170	0.91310	
337.65	0.01970	0.89230	0.10470	0.88650	
337.86	0.05790	0.69650	0.24070	0.73340	
338.15	0.01400	0.90660	0.07710	0.91480	
338.17	0.01930	0.87600	0.10110	0.88820	
338.76	0.01900	0.86070	0.09810	0.88910	
338.94	0.01360	0.87800	0.07270	0.91560	
339.45	0.01860	0.84330	0.09470	0.89020	
339.79	0.01320	0.85280	0.06900	0.91590	
339.88	0.01820	0.82700	0.09160	0.89100	
340.53	0.01280	0.83020	0.06570	0.91590	
341.08	0.01250	0.80870	0.06320	0.91510	
341.55	0.01220	0.78700	0.06080	0.91380	
342.26	0.01190	0.77000	0.05880	0.91280	
344.49	0.02640	0.63840	0.11870	0.83160	
344.98	0.02590	0.62700	0.11640	0.83080	
344.96	0.02520	0.60870	0.11320	0.82870	
345.98	0.02450	0.59350	0.11020	0.82710	
346.42	0.02390	0.57860	0.10760	0.82490	
347.07	0.02340	0.56550	0.10550	0.82260	
347.55	0.02290	0.55460	0.10340	0.82080	
348.09	0.02240	0.54160	0.10140	0.81800	
350.47	0.04080	0.45770	0.17740	0.72430	
351.07	0.03980	0.44640	0.17410	0.72190	
351.85	0.03860	0.43320	0.17020	0.71890	
352.66	0.03720	0.41710	0.16570	0.71430	
353.55	0.03600	0.40410	0.16170	0.71040	
354.35	0.03450	0.38750	0.15680	0.70460	
355.68	0.03290	0.36910	0.15160	0.69710	
357.25	0.03110	0.34890	0.14560	0.68760	
357.98	0.03000	0.33710	0.14180	0.68160	
362.65	0.03260	0.24100	0.16360	0.57930	
364.36	0.03150	0.23260	0.15980	0.57170	
364.32	0.03030	0.22380	0.15550	0.56330	
365.22	0.02920	0.21590	0.15150	0.55530	
366.44	0.02810	0.20770	0.14740	0.54640	
368.00	0.02720	0.20080	0.14410	0.53840	
368.76	0.02620	0.19330	0.14030	0.52930	
369.21	0.02540	0.18800	0.13710	0.52280	
368.44	0.02480	0.18340	0.13470	0.51680	
Source	
Gao D.; Zhang H.; Zhu D.; Sun H.; Chen H.; Shi J.; Lücking P.; Winter B.; Zhan Y.: Correlation and Prediction for Isobaric VaporLiquid Equilibria of the Diethyl Ether + Methanol + 1-Butanol Ternary System and the Constituent Binary Systems at 101.325 kPa. Ind.Eng.Chem.Res. 51 (2012) 567-575	
Source	
