$$$Density Data Set 31706	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	H2O	18.015	7732-18-5	Water	
3	CH4O	32.042	67-56-1	Methanol	
Temperature	298.150	K	
Pressure	1.0132	bar	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.9971	0.00000	1.00000	
0.9900	0.00423846999183	0.97012	
0.9900	0.008611	0.96653	
0.9800	0.004359	0.93271	
0.9800	0.00886	0.92840	
0.9800	0.01349	0.92592	
0.9800	0.018263	0.92336	
0.9700	0.004487	0.89311	
0.9700	0.00912	0.88869	
0.9700	0.01390	0.88482	
0.9700	0.018825	0.88153	
0.9700	0.02392	0.87742	
0.9600	0.004625	0.85041	
0.9600	0.014318	0.84264	
0.9600	0.024627	0.83588	
0.9600	0.03003	0.83233	
0.9500	0.004771	0.80501	
0.9500	0.01478	0.79626	
0.9500	0.02539	0.79100	
0.9500	0.036635	0.78708	
0.9500	0.04856	0.78378	
0.9400	0.01258	0.75428	
0.9400	0.026143	0.74670	
0.9400	0.04076	0.74029	
0.9400	0.05652	0.73524	
0.9400	0.07349	0.73173	
0.9300	0.01295	0.70932	
0.9300	0.02691	0.70151	
0.9300	0.041985	0.69403	
0.9300	0.05824	0.68792	
0.9300	0.07587	0.68129	
0.9300	0.09499	0.67516	
0.9300	0.11583	0.66849	
0.9300	0.13855	0.66238	
0.9200	0.01332	0.66440	
0.9200	0.02771	0.65456	
0.9200	0.05996	0.64078	
0.9200	0.09811	0.62221	
0.9200	0.14345	0.60510	
0.9200	0.19847	0.58433	
0.9100	0.013702	0.61783	
0.9100	0.028505	0.60782	
0.9100	0.06187	0.58853	
0.9100	0.09473	0.67952	
0.9100	0.14858	0.54500	
0.9100	0.20600	0.51985	
0.9100	0.27693	0.49209	
0.9100	0.31920	0.47554	
0.9000	0.01409	0.57058	
0.9000	0.02931	0.56047	
0.9000	0.06368	0.53882	
0.9000	0.10448	0.51438	
0.9000	0.15372	0.48490	
0.9000	0.21373	0.45365	
0.9000	0.28892	0.41449	
0.9000	0.38544	0.36625	
0.9000	0.51360	0.30457	
0.9000	0.59463	0.26687	
0.8900	0.014492	0.52166	
0.8900	0.03016	0.51038	
0.8900	0.06565	0.48484	
0.8900	0.10794	0.45576	
0.8900	0.15895	0.42366	
0.8900	0.22206	0.38228	
0.8900	0.30135	0.33406	
0.8900	0.40352	0.27629	
0.8900	0.54112	0.19849	
0.8900	0.73517	0.09188	
0.8800	0.01486	0.47679	
0.8800	0.03094	0.46455	
0.8800	0.06741	0.43680	
0.8800	0.11102	0.40360	
0.8800	0.16397	0.36487	
0.8800	0.22948	0.31873	
0.8800	0.31243	0.26231	
0.8800	0.42120	0.18834	
0.8800	0.56742	0.09713	
0.8700	0.01526	0.42837	
0.8700	0.031804	0.41375	
0.8700	0.06946	0.38047	
0.8700	0.11456	0.34363	
0.8700	0.16947	0.30045	
0.8700	0.23789	0.24665	
0.8700	0.32512	0.18021	
0.8700	0.44049	0.09233	
0.8600	0.015658	0.37984	
0.8600	0.032695	0.36137	
0.8600	0.07148	0.32512	
0.8600	0.11823	0.28141	
0.8600	0.17536	0.23156	
0.8600	0.24669	0.17132	
0.8600	0.33847	0.09380	
0.8500	0.01609	0.32735	
0.8500	0.03359	0.30883	
0.8500	0.07350	0.26962	
0.8500	0.12172	0.22225	
0.8500	0.18114	0.16389	
0.8500	0.25616	0.09020	
0.8400	0.016522	0.27474	
0.8400	0.034506	0.25483	
0.8400	0.07577	0.20752	
0.8400	0.12565	0.15568	
0.8400	0.18731	0.09161	
0.8400	0.26517	0.01297	
0.8300	0.016954	0.22222	
0.8300	0.03545	0.19938	
0.8300	0.07792	0.14862	
0.8300	0.12949	0.09077	
0.8300	0.19352	0.01893	
0.8200	0.017422	0.16530	
0.8200	0.036445	0.14081	
0.8200	0.08026	0.08440	
0.8200	0.13369	0.019615	
0.8100	0.01789	0.10849	
0.8100	0.03747	0.08063	
0.8100	0.05899	0.05000	
0.8100	0.08260	0.02020	
0.8000	0.018368	0.05031	
0.8000	0.03852	0.01884	
0.7870	0.00000	0.00000	
0.8945	1.00000	0.00000	
Source	
Akita K.; Yoshida F.: Phase-Equilibria in Methanol-Ethyl Acetate-Water System. J.Chem.Eng.Data 8 (1963) 484-490	
Source	
Akita K.; Yoshida F.: Phase-Equilibria in Methanol-Ethyl Acetate-Water System. J.Chem.Eng.Data 8 (1963) 484-490	
