$$$Density Data Set 34415	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	C6H6	78.114	71-43-2	Benzene	
3	H2O	18.015	7732-18-5	Water	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.7866	1.00000	0.00000	
0.8164	0.89970	0.00000	
0.8201	0.88160	0.00000	
0.8131	0.88520	0.03090	
0.8045	0.88950	0.06720	
0.7962	0.89360	0.10150	
0.7953	0.89410	0.10590	
0.8425	0.79900	0.00000	
0.8353	0.79920	0.03780	
0.8288	0.79940	0.07150	
0.8214	0.79950	0.10910	
0.8174	0.79960	0.12930	
0.8181	0.80000	0.17400	
0.8029	0.80000	0.20000	
0.8464	0.78410	0.00000	
0.8112	0.70000	0.30000	
0.8184	0.70000	0.26390	
0.8239	0.69990	0.23610	
0.8309	0.69890	0.19920	
0.8379	0.69990	0.16250	
0.8430	0.69980	0.13490	
0.8482	0.69980	0.10640	
0.8565	0.69980	0.06100	
0.8643	0.69970	0.01770	
0.8674	0.69970	0.00000	
0.8696	0.69080	0.00000	
0.8912	0.59130	0.00000	
0.8197	0.60000	0.40000	
0.8297	0.60000	0.34780	
0.8398	0.60000	0.29310	
0.8463	0.59990	0.25810	
0.8802	0.59990	0.06160	
0.8847	0.59990	0.03490	
0.8905	0.59990	0.00000	
0.8286	0.49990	0.50010	
0.8331	0.49990	0.47440	
0.8384	0.49990	0.44540	
0.8431	0.49990	0.41930	
0.9087	0.50000	0.02100	
0.9105	0.50000	0.00310	
0.9119	0.50000	0.00000	
0.9118	0.50250	0.00000	
0.8370	0.39990	0.60010	
0.8388	0.39990	0.58810	
0.8455	0.39990	0.55310	
0.9284	0.40010	0.00000	
0.8457	0.30000	0.70000	
0.8479	0.29740	0.69180	
0.8524	0.29080	0.67690	
0.9482	0.30290	0.00000	
0.8547	0.20020	0.79980	
0.8549	0.20010	0.79890	
0.8577	0.19690	0.78650	
0.9644	0.20140	0.00000	
0.8638	0.10010	0.89990	
0.9799	0.10030	0.00000	
Source	
Barbaudy J.: III. Le système alcool méthylique-benzène-eau. Ann.Off.Nat.Comb.Liq.Paris 6 (1931) 229-242	
$$$Density Data Set 34416	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	C6H6	78.114	71-43-2	Benzene	
3	H2O	18.015	7732-18-5	Water	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.8765	0.59990	0.08420	
0.8554	0.60000	0.22110	
0.8457	0.49990	0.40170	
0.8484	0.39990	0.53610	
0.8537	0.28870	0.67200	
0.8586	0.19590	0.78230	
0.8652	0.09930	0.89250	
Source	
Barbaudy J.: III. Le système alcool méthylique-benzène-eau. Ann.Off.Nat.Comb.Liq.Paris 6 (1931) 229-242	
$$$Density Data Set 34417	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	CH4O	32.042	67-56-1	Methanol	
2	C6H6	78.114	71-43-2	Benzene	
3	H2O	18.015	7732-18-5	Water	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.8731	0.00700	0.99210	
0.8726	0.01150	0.98630	
0.8713	0.02600	0.97240	
0.8700	0.04050	0.95670	
0.8698	0.04220	0.95480	
0.8677	0.06500	0.93040	
0.8628	0.13050	0.85720	
0.8586	0.19600	0.78450	
Source	
Barbaudy J.: III. Le système alcool méthylique-benzène-eau. Ann.Off.Nat.Comb.Liq.Paris 6 (1931) 229-242	
Source	
Barbaudy J.: III. Le système alcool méthylique-benzène-eau. Ann.Off.Nat.Comb.Liq.Paris 6 (1931) 229-242	
