$$$Density Data Set 49462	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C6H12	84.161	110-82-7	Cyclohexane	
3	C8H10	106.167	106-42-3	p-Xylene	
Temperature	296.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.8156	0.10000	0.50000	
0.8250	0.20000	0.40000	
0.8343	0.30000	0.30000	
0.8445	0.40000	0.20000	
0.8551	0.50000	0.10000	
0.8658	0.60000	0.00000	
0.8174	0.50000	0.50000	
Source	
Prasad N.; Prakash O.; Singh S.; Prakash S.: Molecular Interaction and other Thermodynamic Properties in Ternary Liquid Mixtures. Ultrasonics 16 (1978) 77-80	
Source	
Prasad N.; Prakash O.; Singh S.; Prakash S.: Molecular Interaction and other Thermodynamic Properties in Ternary Liquid Mixtures. Ultrasonics 16 (1978) 77-80	
