$$$Density Data Set 57949	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H10O	74.123	71-36-3	1-Butanol	
2	C6H6	78.114	71-43-2	Benzene	
3	C6H14	86.177	110-54-3	Hexane	
Temperature	296.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.7741	0.20000	0.50000	
0.7688	0.30000	0.40000	
0.7638	0.40000	0.30000	
0.7586	0.50000	0.20000	
0.7773	0.60000	0.20000	
0.6580	0.00000	0.00000	
0.8076	1.00000	0.00000	
0.8732	0.00000	1.00000	
Source	
Prasad N.; Singh S.K.; Singh S.; Prakash S.: Compressibility, Free Length, Molar and Available Volume in Ternary Liquid Mixtures. Indian J.Phys.Proc.Indian Ass.Cult.Sci.Sect.B 52 (1978) 69-73	
Source	
Prasad N.; Singh S.K.; Singh S.; Prakash S.: Compressibility, Free Length, Molar and Available Volume in Ternary Liquid Mixtures. Indian J.Phys.Proc.Indian Ass.Cult.Sci.Sect.B 52 (1978) 69-73	
