$$$Density Data Set 19567	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H14	86.177	110-54-3	Hexane	
2	C6H12	84.161	110-82-7	Cyclohexane	
3	C4H10O	74.123	71-36-3	1-Butanol	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.6642	0.90890	0.04930	
0.7670	0.04840	0.90380	
0.6751	0.80640	0.09620	
0.6861	0.70350	0.19750	
0.6969	0.60490	0.29600	
0.7085	0.50330	0.39910	
0.7204	0.40410	0.49770	
0.7335	0.29950	0.59990	
0.7464	0.20070	0.69990	
0.7606	0.09700	0.80670	
0.6868	0.70810	0.09480	
0.6983	0.60440	0.20170	
0.7095	0.50710	0.29700	
0.7218	0.40490	0.39730	
0.7348	0.30140	0.50310	
0.7485	0.19720	0.60640	
0.7625	0.09670	0.70870	
0.6971	0.62750	0.09150	
0.7117	0.50460	0.19850	
0.7236	0.40660	0.29620	
0.7370	0.30090	0.40270	
0.7504	0.20040	0.50430	
0.7648	0.09730	0.60610	
0.7139	0.50490	0.09860	
0.7265	0.40240	0.19950	
0.7393	0.30260	0.30090	
0.7533	0.19900	0.40040	
0.7674	0.09900	0.50030	
0.7297	0.39990	0.09800	
0.7427	0.29980	0.19800	
0.7559	0.20080	0.30080	
0.7709	0.09770	0.39560	
0.7456	0.30100	0.09800	
0.7596	0.19950	0.19730	
0.7742	0.09780	0.29880	
0.7630	0.20010	0.09580	
0.7790	0.09770	0.19820	
0.7815	0.09900	0.09860	
0.7928	0.04750	0.04680	
Source	
Mascato E.; Mosteiro L.; Pineiro M.M.; Garcia J.; Iglesias T.P.; Legido J.L.: Thermodynamic properties of mixing for (1-alkanol + a n-alkane + a cyclic alkane) at T = 298.15 K. I. (n-Hexane + cyclohexane + 1-butanol). J.Chem.Thermodyn. 33 (2001) 269-286	
Source	
Mascato E.; Mosteiro L.; Pineiro M.M.; Garcia J.; Iglesias T.P.; Legido J.L.: Thermodynamic properties of mixing for (1-alkanol + a n-alkane + a cyclic alkane) at T = 298.15 K. I. (n-Hexane + cyclohexane + 1-butanol). J.Chem.Thermodyn. 33 (2001) 269-286	
