$$$Density Data Set 20352	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	ClNa	58.442	7647-14-5	Sodium chloride	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
1.1238	0.07683	0.04749	
1.0924	0.05962	0.04837	
1.0631	0.043425	0.04920	
1.0339	0.028133	0.04999	
1.0054	0.01368	0.05080	
0.9775	0.00000	0.05151	
1.0528	0.06199	0.12954	
1.0355	0.05079	0.13110	
1.0187	0.03995	0.13264	
1.0018	0.029474	0.13405	
0.9852	0.017323	0.13485	
0.9688	0.00951	0.13686	
0.9526	0.00000	0.13814	
1.0166	0.05398	0.17982	
1.0000	0.04250	0.18200	
0.9840	0.031374	0.18410	
0.9681	0.02059	0.18616	
0.9523	0.01014	0.18813	
0.9367	0.00000	0.19007	
0.9847	0.04480	0.22669	
0.9716	0.035404	0.22898	
0.9592	0.026237	0.23115	
0.9470	0.01728	0.23319	
0.9348	0.008542	0.23532	
0.9226	0.00000	0.23737	
0.9592	0.03710	0.27050	
0.9462	0.027505	0.27319	
0.9341	0.018128	0.27585	
0.9220	0.008962	0.27840	
0.9160	0.004456	0.27968	
0.9104	0.00000	0.28095	
0.8982	0.01520	0.39111	
0.8925	0.010079	0.39313	
0.8866	0.005014	0.39515	
0.8808	0.00000	0.39714	
Source	
Galleguillos H.R.; Taboada M.E.; Graber T.A.: Compositions, Densities, and Refractive Indices of Potassium Chloride + Ethanol * Water and Sodium Chloride + Ethanol + Water Solutions at (298.15 and 313.15) K. J.Chem.Eng.Data 48 (2003) 405-410	
$$$Density Data Set 20353	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	ClNa	58.442	7647-14-5	Sodium chloride	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
Temperature	313.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
1.0469	0.04470	0.06951	
1.0047	0.021433	0.07124	
0.9640	0.00000	0.07277	
1.0084	0.03992	0.13189	
0.9753	0.019314	0.13473	
0.9428	0.00000	0.13738	
0.9752	0.03359	0.18414	
0.9505	0.016382	0.18742	
0.9253	0.00000	0.19053	
0.9479	0.026216	0.23029	
0.9295	0.012877	0.23347	
0.9112	0.00000	0.23651	
0.9314	0.025106	0.27262	
0.9142	0.011219	0.27650	
0.8985	0.00000	0.27964	
0.8831	0.012625	0.39167	
0.8773	0.007537	0.39370	
0.8684	0.00000	0.39669	
Source	
Galleguillos H.R.; Taboada M.E.; Graber T.A.: Compositions, Densities, and Refractive Indices of Potassium Chloride + Ethanol * Water and Sodium Chloride + Ethanol + Water Solutions at (298.15 and 313.15) K. J.Chem.Eng.Data 48 (2003) 405-410	
Source	
Galleguillos H.R.; Taboada M.E.; Graber T.A.: Compositions, Densities, and Refractive Indices of Potassium Chloride + Ethanol * Water and Sodium Chloride + Ethanol + Water Solutions at (298.15 and 313.15) K. J.Chem.Eng.Data 48 (2003) 405-410	
