$$$Density Data Set 29679	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	C6H14	86.177	110-54-3	Hexane	
3	H2O	18.015	7732-18-5	Water	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.7849	1.00000	0.00000	
0.6551	0.00000	1.00000	
0.9970	0.00000	0.00000	
0.6597	0.09190	0.89800	
0.6657	0.17930	0.80090	
0.6729	0.26980	0.70030	
0.6821	0.36000	0.60020	
0.6939	0.44860	0.50190	
0.7086	0.54030	0.40000	
0.7249	0.63040	0.30000	
0.7433	0.71890	0.20160	
0.7666	0.81000	0.10050	
0.7945	0.90050	0.00000	
0.7482	0.64170	0.19900	
0.7592	0.67790	0.15380	
0.7734	0.71990	0.10140	
0.7887	0.76020	0.05110	
0.8062	0.80110	0.00000	
0.7815	0.62990	0.09960	
0.7995	0.66490	0.04970	
0.8199	0.69960	0.00000	
Source	
Acosta-Esquijarosa J.; Rodriguez-Donis I.; Pardillo-Fontdevilla E.: Physical Properties and their Corresponding Changes of Mixing for the Ternary Mixture Acetone + n-Hexane + Water at 298.15 K. Thermochim.Acta 443 (2006) 93-97	
Source	
Acosta-Esquijarosa J.; Rodriguez-Donis I.; Pardillo-Fontdevilla E.: Physical Properties and their Corresponding Changes of Mixing for the Ternary Mixture Acetone + n-Hexane + Water at 298.15 K. Thermochim.Acta 443 (2006) 93-97	
