$$$Density Data Set 6578	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	C6H6	78.114	71-43-2	Benzene	
3	C6H12	84.161	110-82-7	Cyclohexane	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.7851	1.00000	0.00000	
0.8736	0.00000	1.00000	
0.7739	0.00000	0.00000	
0.7744	0.00690	0.01290	
0.7820	0.00720	0.10990	
0.7911	0.00660	0.21580	
0.8135	0.00810	0.45230	
0.8410	0.11780	0.71410	
0.8604	0.00830	0.88530	
0.8676	0.00890	0.94550	
0.8718	0.00910	0.98000	
0.7756	0.03480	0.04220	
0.7790	0.03640	0.08470	
0.7870	0.03550	0.17490	
0.8047	0.03720	0.36490	
0.8141	0.03790	0.45930	
0.8305	0.03860	0.61390	
0.8431	0.03980	0.72890	
0.8562	0.04170	0.84110	
0.8630	0.04090	0.89870	
0.8689	0.04220	0.94740	
0.7746	0.07100	0.04290	
0.7783	0.07140	0.08690	
0.8050	0.07550	0.36680	
0.8154	0.07740	0.46730	
0.8325	0.08010	0.62520	
0.8523	0.08180	0.79740	
0.8593	0.08300	0.85600	
0.7697	0.18460	0.00930	
0.7729	0.18720	0.04510	
0.7775	0.18830	0.09140	
0.7918	0.19340	0.23500	
0.8203	0.20420	0.49510	
0.8401	0.21280	0.66150	
0.8477	0.21430	0.72300	
0.7732	0.31590	0.04730	
0.7783	0.31760	0.09680	
0.7950	0.32870	0.24860	
0.8070	0.33640	0.35470	
0.8276	0.34860	0.52430	
0.8351	0.35060	0.58410	
0.7741	0.40900	0.04960	
0.7795	0.41300	0.09920	
0.8189	0.44200	0.42810	
0.8262	0.44700	0.48660	
0.7756	0.50980	0.05080	
0.7817	0.51560	0.10400	
0.7883	0.52210	0.15790	
0.8023	0.53400	0.26960	
0.8096	0.53970	0.32730	
0.8173	0.54720	0.38580	
0.7801	0.67870	0.05570	
0.7873	0.68760	0.11130	
0.7945	0.69740	0.16540	
0.8028	0.70290	0.22720	
0.8093	0.71040	0.27480	
0.7823	0.86420	0.02280	
0.7873	0.87040	0.05870	
0.7944	0.87970	0.10650	
0.7885	0.93680	0.04750	
Source	
Tasic A.Z.; Grozdanic D.K.; Djordjevic B.D.; Serbanovic S.P.; Radojkovic N.: Refractive Indices and Densities of the System Acetone + Benzene + Cyclohexane at 298.15 K. Changes of Refractivity and of Volume on Mixing. J.Chem.Eng.Data 40 (1995) 586-588	
Source	
Tasic A.Z.; Grozdanic D.K.; Djordjevic B.D.; Serbanovic S.P.; Radojkovic N.: Refractive Indices and Densities of the System Acetone + Benzene + Cyclohexane at 298.15 K. Changes of Refractivity and of Volume on Mixing. J.Chem.Eng.Data 40 (1995) 586-588	
