$$$Density Data Set 23721	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
Temperature	323.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.7640	0.00000	1.00000	
0.9880	0.00000	0.00000	
0.8634	1.00000	0.00000	
0.7772	0.05010	0.89530	
0.8619	0.88800	0.05190	
0.7896	0.09990	0.80400	
0.8037	0.20200	0.69770	
0.8039	0.09990	0.69850	
0.8176	0.10030	0.59740	
0.8153	0.29800	0.59850	
0.8335	0.10010	0.49970	
0.8306	0.20180	0.50020	
0.8285	0.29800	0.49770	
0.8264	0.39590	0.49570	
0.8359	0.49460	0.39760	
0.8389	0.39850	0.39890	
0.8437	0.29460	0.39300	
0.8468	0.19900	0.39930	
0.8514	0.10050	0.40080	
0.8443	0.59980	0.29960	
0.8484	0.49760	0.29980	
0.8528	0.39970	0.30010	
0.8581	0.30120	0.29940	
0.8645	0.19940	0.29980	
0.8719	0.09980	0.29980	
0.8528	0.69520	0.19900	
0.8572	0.59580	0.19940	
0.8620	0.49970	0.20060	
0.8686	0.39720	0.19890	
0.8754	0.30030	0.19900	
0.8843	0.20020	0.20010	
0.8967	0.09950	0.19980	
0.8648	0.69660	0.10160	
0.8542	0.79950	0.15030	
0.8469	0.69520	0.24830	
0.9193	0.05280	0.14940	
0.8903	0.05130	0.25000	
Source	
Resa J.M.; Gonzalez C.; Goenaga J.M.; Iglesias M.: Temperature Dependence of Excess Molar Volumes of Ethanol + Water + Ethyl Acetate. J.Solution Chem. 33 (2004) 169-198	
$$$Density Data Set 23722	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
Temperature	320.650	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.7662	0.00000	1.00000	
0.9891	0.00000	0.00000	
0.8665	1.00000	0.00000	
0.7794	0.05010	0.89530	
0.8650	0.88800	0.05190	
0.7920	0.09990	0.80400	
0.8062	0.20200	0.69770	
0.8062	0.09990	0.69850	
0.8200	0.10030	0.59740	
0.8179	0.29800	0.59850	
0.8358	0.10010	0.49970	
0.8331	0.20180	0.50020	
0.8312	0.29800	0.49770	
0.8291	0.39590	0.49570	
0.8388	0.49460	0.39760	
0.8416	0.39850	0.39890	
0.8463	0.29460	0.39300	
0.8493	0.19900	0.39930	
0.8537	0.10050	0.40080	
0.8472	0.59980	0.29960	
0.8512	0.49760	0.29980	
0.8556	0.39970	0.30010	
0.8608	0.30120	0.29940	
0.8671	0.19940	0.29980	
0.8742	0.09980	0.29980	
0.8557	0.69520	0.19900	
0.8601	0.59580	0.19940	
0.8649	0.49970	0.20060	
0.8713	0.39720	0.19890	
0.8781	0.30030	0.19900	
0.8868	0.20020	0.20010	
0.8989	0.09950	0.19980	
0.8678	0.69660	0.10160	
0.8572	0.79950	0.15030	
0.8499	0.69520	0.24830	
0.9213	0.05280	0.14940	
0.8924	0.05130	0.25000	
Source	
Resa J.M.; Gonzalez C.; Goenaga J.M.; Iglesias M.: Temperature Dependence of Excess Molar Volumes of Ethanol + Water + Ethyl Acetate. J.Solution Chem. 33 (2004) 169-198	
$$$Density Data Set 23723	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
Temperature	318.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.7685	0.00000	1.00000	
0.9902	0.00000	0.00000	
0.8697	1.00000	0.00000	
0.7817	0.05010	0.89530	
0.8682	0.88800	0.05190	
0.7945	0.09990	0.80400	
0.8088	0.20200	0.69770	
0.8088	0.09990	0.69850	
0.8225	0.10030	0.59740	
0.8207	0.29800	0.59850	
0.8384	0.10010	0.49970	
0.8358	0.20180	0.50020	
0.8340	0.29800	0.49770	
0.8320	0.39590	0.49570	
0.8417	0.49460	0.39760	
0.8445	0.39850	0.39890	
0.8491	0.29460	0.39300	
0.8520	0.19900	0.39930	
0.8562	0.10050	0.40080	
0.8503	0.59980	0.29960	
0.8542	0.49760	0.29980	
0.8585	0.39970	0.30010	
0.8636	0.30120	0.29940	
0.8697	0.19940	0.29980	
0.8767	0.09980	0.29980	
0.8589	0.69520	0.19900	
0.8632	0.59580	0.19940	
0.8679	0.49970	0.20060	
0.8742	0.39720	0.19890	
0.8808	0.30030	0.19900	
0.8894	0.20020	0.20010	
0.9013	0.09950	0.19980	
0.8710	0.69660	0.10160	
0.8604	0.79950	0.15030	
0.8530	0.69520	0.24830	
0.9235	0.05280	0.14940	
0.8947	0.05130	0.25000	
Source	
Resa J.M.; Gonzalez C.; Goenaga J.M.; Iglesias M.: Temperature Dependence of Excess Molar Volumes of Ethanol + Water + Ethyl Acetate. J.Solution Chem. 33 (2004) 169-198	
Source	
Resa J.M.; Gonzalez C.; Goenaga J.M.; Iglesias M.: Temperature Dependence of Excess Molar Volumes of Ethanol + Water + Ethyl Acetate. J.Solution Chem. 33 (2004) 169-198	
