$$$Density Data Set 32360	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C3H6O	58.080	67-64-1	Acetone	
2	CH4O	32.042	67-56-1	Methanol	
3	H2O	18.015	7732-18-5	Water	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.8246	0.53941	0.16492	
0.8269	0.34955	0.38273	
0.8213	0.27431	0.49610	
0.8266	0.11864	0.65114	
0.9874	0.006419	0.026177	
0.9794	0.01924	0.034274	
0.9699	0.027566	0.06371	
0.9594	0.04703	0.07935	
0.9487	0.09994	0.04670	
0.9474	0.04610	0.13587	
0.9315	0.12667	0.08487	
0.9349	0.08998	0.12946	
0.9304	0.01452	0.25625	
0.8988	0.17646	0.18105	
0.9056	0.22976	0.06225	
0.8992	0.05203	0.34765	
0.9021	0.15395	0.19023	
0.8700	0.30231	0.15743	
0.8739	0.21447	0.25854	
0.8709	0.15478	0.35433	
0.8675	0.11019	0.42877	
0.8040	0.47460	0.40679	
0.8062	0.18835	0.70160	
0.7962	0.02085	0.92786	
Source	
Griswold J.; Buford C.B.: Separation of synthesis mixtures Vapor-liquid equilibria of acetone-methanol-water. Ind.Eng.Chem. 41 (1949) 2347-2351	
Source	
Griswold J.; Buford C.B.: Separation of synthesis mixtures Vapor-liquid equilibria of acetone-methanol-water. Ind.Eng.Chem. 41 (1949) 2347-2351	
