$$$Density Data Set 30850
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	CH4O	32.042	67-56-1	Methanol
3	C6H6	78.114	71-43-2	Benzene
Temperature	288.150	K
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]
0.7961	0.00000	1.00000
1.4981	1.00000	0.00000
1.3689	0.80160	0.01920
1.3031	0.69850	0.02960
1.2413	0.60000	0.04040
1.1794	0.50040	0.04940
1.1798	0.50110	0.04960
1.1188	0.40230	0.05660
1.0571	0.30020	0.06660
0.9981	0.20150	0.07770
0.9387	0.10080	0.08810
0.9383	0.10020	0.09680
1.4333	0.89520	0.02330
1.3734	0.80100	0.03830
1.3106	0.69950	0.06030
1.2478	0.59940	0.07850
1.1864	0.50090	0.09760
1.1231	0.39880	0.11990
1.0608	0.29880	0.14120
0.9994	0.20020	0.16010
0.9386	0.10220	0.17840
1.4415	0.89860	0.04240
1.3835	0.79950	0.07910
1.3257	0.70140	0.11920
1.2636	0.59980	0.15780
1.2021	0.50120	0.19840
1.1368	0.39810	0.24330
1.0731	0.30170	0.28040
1.0064	0.20290	0.31900
0.9355	0.10070	0.35940
1.4491	0.90150	0.05980
1.3945	0.79880	0.11950
1.3383	0.69640	0.18270
1.2828	0.60200	0.23880
1.2196	0.49960	0.30050
1.1546	0.40090	0.35800
1.1639	0.41110	0.36690
1.0848	0.30030	0.41960
1.0111	0.20040	0.48000
0.9323	0.09980	0.54080
1.4561	0.90280	0.07890
1.4067	0.79930	0.15850
1.3579	0.70200	0.23810
1.3021	0.60040	0.32080
1.2414	0.50070	0.39920
1.1750	0.40140	0.47770
1.1974	0.42520	0.48850
1.1012	0.30060	0.56040
1.0196	0.20050	0.64000
0.9286	0.10020	0.72060
1.4139	0.79860	0.18290
1.3676	0.70340	0.26670
1.3136	0.60200	0.35860
1.2526	0.49930	0.45150
1.1867	0.40110	0.53960
1.1106	0.30080	0.62940
1.0237	0.19950	0.71980
0.9265	0.10040	0.80960
Source
Kijevcanin M.L.; Djuris M.M.; Radovic I.R.; Djordjevic B.D.; Serbanovic S.P.: Volumetric Properties of the Binary Methanol + Chloroform and Ternary Methanol + Chloroform + Benzene Mixtures at (288.15, 293.15, 298.15, 303.15, 308.15, and 313.15) K. J.Chem.Eng.Data 52 (2007) 1136-1140
$$$Density Data Set 30851
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	CH4O	32.042	67-56-1	Methanol
3	C6H6	78.114	71-43-2	Benzene
Temperature	293.150	K
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]
0.7914	0.00000	1.00000
1.4886	1.00000	0.00000
1.3604	0.80160	0.01920
1.2951	0.69850	0.02960
1.2337	0.60000	0.04040
1.1722	0.50040	0.04940
1.1726	0.50110	0.04960
1.1120	0.40230	0.05660
1.0507	0.30020	0.06660
0.9921	0.20150	0.07770
0.9331	0.10080	0.08810
0.9326	0.10020	0.09680
1.4244	0.89520	0.02330
1.3648	0.80100	0.03830
1.3025	0.69950	0.06030
1.2401	0.59940	0.07850
1.1792	0.50090	0.09760
1.1163	0.39880	0.11990
1.0544	0.29880	0.14120
0.9934	0.20020	0.16010
0.9329	0.10220	0.17840
1.4324	0.89860	0.04240
1.3748	0.79950	0.07910
1.3175	0.70140	0.11920
1.2558	0.59980	0.15780
1.1949	0.50120	0.19840
1.1299	0.39810	0.24330
1.0666	0.30170	0.28040
1.0003	0.20290	0.31900
0.9298	0.10070	0.35940
1.4400	0.90150	0.05980
