$$$Density Data Set 32203	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	CHCl3	119.377	67-66-3	Chloroform	
3	C6H6	78.114	71-43-2	Benzene	
Temperature	288.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
1.3630	0.02220	0.79640	
1.3008	0.02900	0.70080	
1.2380	0.03950	0.60200	
1.1738	0.05190	0.49930	
1.1136	0.05890	0.40130	
1.0520	0.06950	0.29900	
0.9932	0.07890	0.19970	
0.9358	0.08800	0.10160	
1.4321	0.02060	0.89950	
1.3633	0.04010	0.79390	
1.3031	0.06020	0.69950	
1.2383	0.08090	0.59780	
1.1762	0.10040	0.49930	
1.1141	0.11970	0.39980	
1.0518	0.13940	0.29880	
0.9915	0.16100	0.20020	
0.9308	0.17920	0.09980	
1.4346	0.03910	0.89940	
1.3733	0.07990	0.80090	
1.3103	0.12010	0.70150	
1.2451	0.16040	0.59880	
1.1825	0.20060	0.50050	
1.1182	0.23990	0.40060	
1.0529	0.28030	0.29930	
0.9883	0.32100	0.20040	
0.9189	0.37990	0.09610	
1.4357	0.05840	0.89680	
1.3775	0.12160	0.79920	
1.3152	0.17940	0.69880	
1.2529	0.23980	0.59980	
1.1887	0.29960	0.50030	
1.1224	0.35970	0.40010	
1.0572	0.41660	0.30440	
0.9838	0.47840	0.19900	
0.9141	0.53870	0.10120	
1.4406	0.08070	0.89890	
1.3832	0.15980	0.80010	
1.3234	0.23830	0.70070	
1.2585	0.32010	0.59650	
1.1961	0.39960	0.50030	
1.1246	0.47440	0.39640	
1.0534	0.56500	0.29650	
0.9808	0.63930	0.19970	
0.9060	0.71660	0.10510	
1.3860	0.17910	0.80050	
1.3269	0.27000	0.70010	
1.2668	0.35700	0.60260	
1.1996	0.44970	0.49990	
1.1307	0.53970	0.40020	
1.0611	0.62270	0.30530	
0.9785	0.71800	0.19930	
0.8957	0.81030	0.09960	
0.7937	1.00000	0.00000	
1.4981	0.00000	1.00000	
0.8842	0.00000	0.00000	
Source	
Kijevcanin M.L.; Serbanovic S.P.; Radovic I.R.; Djordjevic B.D.; Tasic A.Z.: Experimental data, correlation and prediction by cubic EOS. Fluid Phase Equilib. 251 (2007) 78-92	
$$$Density Data Set 32204	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	CHCl3	119.377	67-66-3	Chloroform	
3	C6H6	78.114	71-43-2	Benzene	
Temperature	293.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
1.3546	0.02220	0.79640	
1.2928	0.02900	0.70080	
1.2304	0.03950	0.60200	
1.1667	0.05190	0.49930	
1.1069	0.05890	0.40130	
1.0457	0.06950	0.29900	
0.9872	0.07890	0.19970	
0.9302	0.08800	0.10160	
1.4231	0.02060	0.89950	
1.3549	0.04010	0.79390	
1.2950	0.06020	0.69950	
1.2307	0.08090	0.59780	
1.1690	0.10040	0.49930	
1.1074	0.11970	0.39980	
1.0455	0.13940	0.29880	
0.9855	0.16100	0.20020	
0.9252	0.17920	0.09980	
1.4256	0.03910	0.89940	
1.3647	0.07990	0.80090	
1.3021	0.12010	0.70150	
1.2374	0.16040	0.59880	
1.1753	0.20060	0.50050	
1.1114	0.23990	0.40060	
1.0465	0.28030	0.29930	
0.9824	0.32100	0.20040	
0.9134	0.37990	0.09610	
1.4266	0.05840	0.89680	
1.3688	0.12160	0.79920	
1.3070	0.17940	0.69880	
1.2451	0.23980	0.59980	
1.1814	0.29960	0.50030	
1.1156	0.35970	0.40010	
1.0509	0.41660	0.30440	
0.9780	0.47840	0.19900	
0.9086	0.53870	0.10120	
1.4315	0.08070	0.89890	
1.3745	0.15980	0.80010	
1.3152	0.23830	0.70070	
1.2507	0.32010	0.59650	
1.1888	0.39960	0.50030	
1.1178	0.47440	0.39640	
1.0471	0.56500	0.29650	
0.9751	0.63930	0.19970	
0.9009	0.71660	0.10510	
1.3772	0.17910	0.80050	
1.3186	0.27000	0.70010	
1.2589	0.35700	0.60260	
1.1922	0.44970	0.49990	
1.1239	0.53970	0.40020	
1.0549	0.62270	0.30530	
0.9729	0.71800	0.19930	
0.8907	0.81030	0.09960	
0.7895	1.00000	0.00000	
1.4886	0.00000	1.00000	
0.8789	0.00000	0.00000	
Source	
Kijevcanin M.L.; Serbanovic S.P.; Radovic I.R.; Djordjevic B.D.; Tasic A.Z.: Experimental data, correlation and prediction by cubic EOS. Fluid Phase Equilib. 251 (2007) 78-92	
$$$Density Data Set 32205	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	CHCl3	119.377	67-66-3	Chloroform	
3	C6H6	78.114	71-43-2	Benzene	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
1.3461	0.02220	0.79640	
1.2848	0.02900	0.70080	
1.2228	0.03950	0.60200	
1.1595	0.05190	0.49930	
1.1001	0.05890	0.40130	
1.0393	0.06950	0.29900	
0.9811	0.07890	0.19970	
0.9245	0.08800	0.10160	
1.4141	0.02060	0.89950	
1.3463	0.04010	0.79390	
1.2869	0.06020	0.69950	
1.2230	0.08090	0.59780	
1.1618	0.10040	0.49930	
1.1006	0.11970	0.39980	
1.0391	0.13940	0.29880	
0.9795	0.16100	0.20020	
0.9195	0.17920	0.09980	
1.4165	0.03910	0.89940	
1.3560	0.07990	0.80090	
1.2939	0.12010	0.70150	
1.2297	0.16040	0.59880	
1.1680	0.20060	0.50050	
1.1046	0.23990	0.40060	
1.0401	0.28030	0.29930	
0.9764	0.32100	0.20040	
0.9079	0.37990	0.09610	
1.4175	0.05840	0.89680	
1.3601	0.12160	0.79920	
1.2987	0.17940	0.69880	
1.2373	0.23980	0.59980	
1.1740	0.29960	0.50030	
1.1087	0.35970	0.40010	
1.0445	0.41660	0.30440	
0.9721	0.47840	0.19900	
0.9031	0.53870	0.10120	
1.4223	0.08070	0.89890	
1.3657	0.15980	0.80010	
1.3068	0.23830	0.70070	
1.2428	0.32010	0.59650	
1.1814	0.39960	0.50030	
1.1110	0.47440	0.39640	
1.0408	0.56500	0.29650	
0.9694	0.63930	0.19970	
0.8957	0.71660	0.10510	
1.3684	0.17910	0.80050	
1.3102	0.27000	0.70010	
1.2510	0.35700	0.60260	
1.1848	0.44970	0.49990	
1.1170	0.53970	0.40020	
1.0486	0.62270	0.30530	
0.9672	0.71800	0.19930	
0.8857	0.81030	0.09960	
0.7852	1.00000	0.00000	
1.4791	0.00000	1.00000	
0.8736	0.00000	0.00000	
Source	
Kijevcanin M.L.; Serbanovic S.P.; Radovic I.R.; Djordjevic B.D.; Tasic A.Z.: Experimental data, correlation and prediction by cubic EOS. Fluid Phase Equilib. 251 (2007) 78-92	
Source	
Kijevcanin M.L.; Serbanovic S.P.; Radovic I.R.; Djordjevic B.D.; Tasic A.Z.: Experimental data, correlation and prediction by cubic EOS. Fluid Phase Equilib. 251 (2007) 78-92	
