$$$Density Data Set 19309	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C4H8O2	88.106	141-78-6	Ethyl acetate	
2	C6H14	86.177	110-54-3	Hexane	
3	C3H6O	58.080	67-64-1	Acetone	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	x2 [mol/mol]	
0.8857	0.89670	0.00000	
0.8484	0.79360	0.11500	
0.8180	0.70230	0.21680	
0.7927	0.61930	0.30940	
0.7699	0.53880	0.39910	
0.7450	0.44300	0.50600	
0.7179	0.37160	0.58550	
0.7069	0.27770	0.69030	
0.6892	0.19200	0.78590	
0.6721	0.10110	0.88720	
0.8767	0.79730	0.00000	
0.8403	0.70660	0.11380	
0.8116	0.62840	0.21190	
0.7873	0.55630	0.30230	
0.7637	0.47950	0.39860	
0.7432	0.40720	0.48930	
0.7190	0.31300	0.60740	
0.7008	0.23550	0.70460	
0.6845	0.16030	0.79900	
0.6714	0.09350	0.88270	
0.8669	0.69210	0.00000	
0.8308	0.61380	0.11320	
0.8050	0.55100	0.20380	
0.7818	0.48920	0.29310	
0.7578	0.41890	0.29470	
0.7373	0.35290	0.49000	
0.7142	0.27100	0.60850	
0.6984	0.20930	0.69750	
0.6828	0.14210	0.79460	
0.6668	0.06440	0.90690	
0.8574	0.59630	0.00000	
0.8216	0.52810	0.11440	
0.7971	0.47510	0.20330	
0.7749	0.42210	0.29220	
0.7498	0.35570	0.40360	
0.7276	0.29020	0.51330	
0.7104	0.23420	0.60720	
0.6932	0.17250	0.71080	
0.6812	0.12450	0.79120	
0.6672	0.06220	0.89570	
0.8477	0.50200	0.00000	
0.8128	0.44480	0.11390	
0.7882	0.39870	0.20570	
0.7651	0.35020	0.30240	
0.7436	0.30000	0.40240	
0.7243	0.24990	0.50230	
0.7088	0.20520	0.59110	
0.6943	0.15930	0.68260	
0.6785	0.10300	0.79490	
0.6672	0.05730	0.88590	
0.8358	0.39460	0.00000	
0.8029	0.35090	0.11070	
0.7779	0.31250	0.20810	
0.7569	0.27610	0.30020	
0.7365	0.23630	0.40110	
0.7175	0.19490	0.50610	
0.7007	0.15340	0.61120	
0.6878	0.11760	0.70210	
0.6756	0.07970	0.79790	
0.6654	0.04330	0.89030	
0.8252	0.30370	0.00000	
0.7941	0.27100	0.10780	
0.7689	0.24000	0.20980	
0.7499	0.21340	0.29740	
0.7300	0.18200	0.40070	
0.7155	0.15630	0.48550	
0.6992	0.12360	0.59290	
0.6845	0.08990	0.70400	
0.6740	0.06240	0.79470	
0.6655	0.03680	0.87870	
0.8126	0.20270	0.00000	
0.7825	0.18080	0.10820	
0.7579	0.15930	0.21400	
0.7412	0.14250	0.29670	
0.7240	0.12300	0.39320	
0.7085	0.10310	0.49150	
0.6927	0.07980	0.60640	
0.6803	0.05860	0.71080	
0.6713	0.04110	0.79710	
0.6612	0.01770	0.91270	
0.7987	0.09760	0.00000	
0.7705	0.08700	0.10810	
0.7498	0.07790	0.20150	
0.7306	0.06800	0.30280	
0.7153	0.05890	0.39670	
0.7016	0.04950	0.49320	
0.6896	0.04000	0.59020	
0.6770	0.02850	0.70820	
0.6684	0.01930	0.80250	
0.6599	0.00820	0.91600	
Source	
Acosta J.; Arce A.; Rodil E.; Soto A.: Densities, Speeds of Sound, Refractive Indices, and the Corresponding changes of Mixing at 25 °C and Atmospheric Pressure for Systems Composed by Ethyl Acetate, Hexane, and Acetone. J.Chem.Eng.Data 46 (2001) 1176-1180	
Source	
Acosta J.; Arce A.; Rodil E.; Soto A.: Densities, Speeds of Sound, Refractive Indices, and the Corresponding changes of Mixing at 25 °C and Atmospheric Pressure for Systems Composed by Ethyl Acetate, Hexane, and Acetone. J.Chem.Eng.Data 46 (2001) 1176-1180	
