$$$Density Data Set 30472	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H3N	41.053	75-05-8	Acetonitrile	
2	C4H8O2	88.106	141-78-6	Ethyl acetate	
Temperature	298.150	K	
Density [g/cm3]	x1 [mol/mol]	
0.8946	0.00000	
0.8930	0.02830	
0.8840	0.17070	
0.8792	0.23780	
0.8682	0.37280	
0.8588	0.47250	
0.8539	0.51830	
0.8392	0.64310	
0.8243	0.74960	
0.8158	0.80340	
0.7972	0.90550	
0.7766	1.00000	
Source	
Mato F.; Sanchez M.: Equilibrio Liquido-Vapor de Mezclas Binarias de Acetonitrilio. II.. Anal.Fis.Quim.Ser.B 63 (1967) 971-980	
$$$Density Data Set 35301	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H3N	41.053	75-05-8	Acetonitrile	
2	C4H8O2	88.106	141-78-6	Ethyl acetate	
Temperature	278.000	K	
Density [g/cm3]	x1 [mol/mol]	
0.7978	1.00000	
0.8039	0.98000	
0.8097	0.95000	
0.8153	0.92000	
0.8209	0.90000	
0.8267	0.87000	
0.8325	0.83000	
0.8383	0.80000	
0.8443	0.76000	
0.8500	0.72000	
0.8563	0.68000	
0.8615	0.64000	
0.8685	0.59000	
0.8747	0.54000	
0.8808	0.48000	
0.8870	0.42000	
0.8932	0.35000	
0.8995	0.27000	
0.9058	0.19000	
0.9121	0.10000	
0.9182	0.00000	
Source	
V'yunnik I.N.; Zholnovach A.M.; Belous S.A.; Rudenko A.P.: Untersuchung physikalisch-chemischer Eigenschaften von Acetonitril-Ethylacetat-Mischungen bei 278, 288, 298, 308, 318 K. Oniitekhim  (1983) 1-12	
Source	
Mato F.; Sanchez M.: Equilibrio Liquido-Vapor de Mezclas Binarias de Acetonitrilio. II.. Anal.Fis.Quim.Ser.B 63 (1967) 971-980	
V'yunnik I.N.; Zholnovach A.M.; Belous S.A.; Rudenko A.P.: Untersuchung physikalisch-chemischer Eigenschaften von Acetonitril-Ethylacetat-Mischungen bei 278, 288, 298, 308, 318 K. Oniitekhim  (1983) 1-12	
