$$$Heat Capacity Data Set 4563
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H12	84.161	592-41-6	1-Hexene
2	C2H6O	46.069	64-17-5	Ethanol
Temperature	313.15	K
Pressure	1.000	bar
Heat Capacity [J/mol*K]	x1 [mol/mol]
119.2000	0.00000
130.7000	0.09990
142.0000	0.20000
152.0000	0.30000
161.5000	0.39980
171.8000	0.49980
186.4000	0.70010
192.3000	0.80030
197.0000	0.90030
190.7000	1.00000
Source
Vega-Maza D.; Martin M.C.; Trusler J.P.M.; Segovia J.J.: Heat capacities and densities of the binary mixtures containing ethanol, cyclohexane or 1-hexene at high pressures. J.Chem.Thermodyn. 57 (2013) 550-557
$$$Heat Capacity Data Set 4564
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H12	84.161	592-41-6	1-Hexene
2	C2H6O	46.069	64-17-5	Ethanol
Temperature	313.15	K
Pressure	50.000	bar
Heat Capacity [J/mol*K]	x1 [mol/mol]
118.0000	0.00000
129.0000	0.09990
139.8000	0.20000
149.7000	0.30000
158.9000	0.39980
167.9000	0.49980
175.4000	0.60000
182.2000	0.70010
188.7000	0.80030
191.2000	0.90030
186.6000	1.00000
Source
Vega-Maza D.; Martin M.C.; Trusler J.P.M.; Segovia J.J.: Heat capacities and densities of the binary mixtures containing ethanol, cyclohexane or 1-hexene at high pressures. J.Chem.Thermodyn. 57 (2013) 550-557
$$$Heat Capacity Data Set 4565
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H12	84.161	592-41-6	1-Hexene
2	C2H6O	46.069	64-17-5	Ethanol
Temperature	313.15	K
Pressure	100.000	bar
Heat Capacity [J/mol*K]	x1 [mol/mol]
116.8000	0.00000
127.3000	0.09990
138.0000	0.20000
147.2000	0.30000
156.2000	0.39980
165.1000	0.49980
172.6000	0.60000
179.0000	0.70010
184.7000	0.80030
188.5000	0.90030
182.9000	1.00000
Source
Vega-Maza D.; Martin M.C.; Trusler J.P.M.; Segovia J.J.: Heat capacities and densities of the binary mixtures containing ethanol, cyclohexane or 1-hexene at high pressures. J.Chem.Thermodyn. 57 (2013) 550-557
Source
Vega-Maza D.; Martin M.C.; Trusler J.P.M.; Segovia J.J.: Heat capacities and densities of the binary mixtures containing ethanol, cyclohexane or 1-hexene at high pressures. J.Chem.Thermodyn. 57 (2013) 550-557
