$$$Solid-Liquid Equilibrium Data Set 640
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CH4	16.043	74-82-8	Methane
2	C6H6	78.114	71-43-2	Benzene
T [K]	P [bar]	xL1 [mol/mol]
277.70	10.13	0.01850
276.80	20.26	0.03650
275.80	30.39	0.05670
274.90	40.52	0.07530
273.90	50.65	0.09810
273.10	60.78	0.11760
272.20	70.91	0.14020
271.60	81.04	0.15560
270.90	91.17	0.17510
270.40	101.3	0.19080
269.90	111.43	0.20690
269.40	121.56	0.22250
269.00	131.7	0.23580
268.70	141.82	0.24650
268.40	151.95	0.25910
268.20	162.08	0.26920
268.10	172.2	0.27540
190.50	46.25	0.99985
185.00	38.9	0.99983
180.00	33.226	0.99984
175.00	30.086	0.99985
170.00	23.603	0.99986
165.00	19.753	0.99989
Source
Luks K.D.; Hottovy J.D.; Kohn J.P.: Three-Phase Solid-Liquid-Vapor Equilibria in the Binary Hydrocarbon Systems Methane-n-Hexane and Methane-Benzene. J.Chem.Eng.Data 26 (1981) 402-403
$$$Solid-Liquid Equilibrium Data Set 651
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H6	78.114	71-43-2	Benzene
2	CH4	16.043	74-82-8	Methane
T [K]	P [bar]	xL1 [mol/mol]
199.80	136.8	0.00140
199.80	126.1	0.00129
199.80	105.4	0.00108
188.70	136.1	0.000916
188.70	125.4	0.000868
188.70	105.4	0.000779
183.10	136.1	0.000711
183.10	105.4	0.000614
183.10	86.1	0.000537
183.10	61.3	0.00044
183.10	54.1	0.000419
177.60	54.1	0.000363
172.00	54.1	0.000293
166.40	135.8	0.000295
166.40	105.4	0.00027
166.40	86.1	0.000252
166.40	54.1	0.000226
160.90	54.1	0.000167
155.30	54.1	0.000122
149.80	54.1	8.189999789E-5
144.20	135.8	6.209999992E-5
144.20	126.1	6.140000187E-5
144.20	105.4	5.890000102E-5
144.20	83.7	5.650000094E-5
144.20	69.9	5.450000026E-5
144.20	60.6	0.000055
144.20	54.1	5.470000178E-5
138.60	54.1	3.490000017E-5
133.00	54.1	2.060000043E-5
127.40	54.1	1.250000059E-5
125.10	54.1	9.700000192E-6
121.80	136.1	7.600000117E-6
121.80	54.1	7.099999948E-6
116.20	54.1	3.600000127E-6
110.60	54.1	0.000002
105.00	54.1	9.000000318E-7
99.40	54.1	3.899999967E-7
Source
Kuebler G.P.; McKinley C.: Solubility of Solid Benzene, Toluene, n-Hexane, and n-Heptane in Liquid Methane. Proceedings of the 1973 Cryogenic Engineering Conference 19 (1974) 320-326
$$$Solid-Liquid Equilibrium Data Set 775
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H6	78.114	71-43-2	Benzene
2	CH4	16.043	74-82-8	Methane
T [K]	xL1 [mol/mol]
153.10	0.000081
162.80	0.000118
175.00	0.000202
177.90	0.00027
180.10	0.000403
185.40	0.000483
Source
Neumann A.; Mann R.; von Szalghary W.-D.: Löslichkeit von festem Benzol in flüssigen Kohlenwasserstoffen. Kältetechnik, Klimatisierung 24 (1972) 145-149
