$$$Solid-Liquid Equilibrium Data Set 130
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C10H8	128.174	91-20-3	Naphthalene
2	C6H6	78.114	71-43-2	Benzene
3	C6H14	86.177	110-54-3	Hexane
T [K]	xL1 [mol/mol]	xL2 [mol/mol]
298.15	0.29050	0.64750
298.15	0.27440	0.59640
298.15	0.24000	0.45300
298.15	0.20280	0.32760
298.15	0.15900	0.17840
298.15	0.13130	0.06450
Source
Heric E.L.; Posey C.D.: Solubility of Naphthalene in Some Mixed Solvents Containing Benzene. J.Chem.Eng.Data 9 (1964) 35-43
$$$Solid-Liquid Equilibrium Data Set 3834
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C6H14	86.177	110-54-3	Hexane
2	C6H6	78.114	71-43-2	Benzene
3	C10H8	128.174	91-20-3	Naphthalene
T [K]	xL1 [mol/mol]	xL2 [mol/mol]
313.85	0.56000	0.14000
308.25	0.42000	0.28000
303.65	0.28000	0.42000
300.05	0.14000	0.56000
321.35	0.48000	0.12000
317.25	0.36000	0.24000
313.85	0.24000	0.36000
311.55	0.12000	0.48000
327.15	0.40000	0.10000
324.15	0.30000	0.20000
321.85	0.20000	0.30000
320.05	0.10000	0.40000
332.25	0.32000	0.08000
330.35	0.24000	0.16000
329.15	0.16000	0.24000
328.15	0.08000	0.32000
337.75	0.24000	0.06000
336.85	0.18000	0.12000
335.75	0.12000	0.18000
335.05	0.06000	0.24000
Source
Yoshida T.; Yamada I.; Machii H.: Solid Liquid Equilibria with Crystals of Single Component. Kagaku Kogaku 32 (1968) 1091-1094
