$$$Solid-Liquid Equilibrium Data Set 6678
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone
2	CHCl3	119.377	67-66-3	Chloroform
T [K]	xL1 [mol/mol]
209.65	0.00000
207.65	0.04610
205.47	0.08030
202.61	0.11260
197.89	0.15290
196.17	0.16600
197.52	0.17520
200.04	0.20250
201.30	0.25700
201.79	0.25930
211.91	0.30470
220.42	0.34500
228.47	0.40210
232.24	0.45330
233.18	0.49570
232.60	0.54580
229.91	0.60790
226.91	0.65230
225.56	0.66700
229.44	0.69870
235.09	0.75420
239.85	0.80450
242.13	0.84860
245.02	0.89920
247.83	0.95410
249.87	1.00000
Source
Che G.-Q.; Huang Z.-Q.; Li D.; Gu X.-L.; Luo S.-L.: (Solid + liquid) phase equilibria and solid-compound formation in (Trichloromethane + cyclohexane, or butanone, or 1-methyl-2-pyrrolidinone. J.Chem.Thermodyn. 28 (1996) 159-165
$$$Solid-Liquid Equilibrium Data Set 7900
No.	Formula	Molar Mass	CAS Registry Number	Name
1	CHCl3	119.377	67-66-3	Chloroform
2	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone
T [K]	xL1 [mol/mol]
233.20	0.50000
Source
Schroeder I.: Über die Abhängigkeit der Löslichkeit eines festen Körpers von seiner Schmelztemperatur. Z.Phys.Chem.(Leipzig) 11 (1893) 449-465
$$$Solid-Liquid Equilibrium Data Set 31725
No.	Formula	Molar Mass	CAS Registry Number	Name
1	C5H9NO	99.133	872-50-4	N-Methyl-2-pyrrolidone
2	CHCl3	119.377	67-66-3	Chloroform
T [K]	xL1 [mol/mol]	xS1 [mol/mol]
196.17	0.166000.16600
201.30	0.257000.25700
225.56	0.667000.66700
Source
Che G.-Q.; Huang Z.-Q.; Li D.; Gu X.-L.; Luo S.-L.: (Solid + liquid) phase equilibria and solid-compound formation in (Trichloromethane + cyclohexane, or butanone, or 1-methyl-2-pyrrolidinone. J.Chem.Thermodyn. 28 (1996) 159-165
