$$$Solid-Liquid Equilibrium Data Set 15262	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C10H8	128.174	91-20-3	Naphthalene	
2	C3H8O	60.096	67-63-0	2-Propanol	
3	H2O	18.015	7732-18-5	Water	
T [K]	xL1 [mol/mol]	xL2 [mol/mol]	
298.15	3.630090077E-6	0.00000	
298.15	3.727370085E-6	0.00000	
298.15	6.533579835E-6	0.02544	
298.15	7.37315986E-6	0.02544	
298.15	1.165089998E-5	0.05547	
298.15	1.118490036E-5	0.05547	
298.15	6.970739923E-5	0.09146	
298.15	7.885470404E-5	0.09146	
298.15	0.0002843219845	0.13537	
298.15	0.000268076983	0.13537	
298.15	0.0008258199668	0.19007	
298.15	0.0007483149529	0.19009	
298.15	0.002067540074	0.26002	
298.15	0.001979290042	0.26004	
298.15	0.004439	0.35249	
298.15	0.005149	0.35224	
298.15	0.008971	0.48010	
298.15	0.00922	0.47998	
298.15	0.016464	0.66772	
298.15	0.01586	0.66813	
298.15	0.03176	0.96824	
298.15	0.03122	0.96878	
Source	
Morris K.R.: Solubility of Aromatic Compounds in Mixed Solvents. Thesis  (1988)	
$$$Solid-Liquid Equilibrium Data Set 58176	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C10H8	128.174	91-20-3	Naphthalene	
2	C3H8O	60.096	67-63-0	2-Propanol	
3	H2O	18.015	7732-18-5	Water	
T [K]	xL1 [mol/mol]	xL2 [mol/mol]	
298.15	7.824730346E-6	0.03020	
298.15	5.663380216E-5	0.08210	
298.15	0.0001504190004	0.10239	
298.15	0.0008559029666	0.15987	
298.15	0.00163355004	0.21196	
298.15	0.003362	0.28215	
298.15	0.005117	0.33876	
298.15	0.008164	0.42461	
298.15	0.01456	0.55333	
298.15	0.025327	0.74173	
298.15	0.04088	0.95912	
Source	
LePree J.M.; Mulski M.J.; Connors K.A.: Part 6. The Phenomenological Model Applied to the Solubility of Naphthalene and 4-Nitroaniline in Binary Aqueous-Organic Solvent Mixtures. J.Chem.Soc.Perkin Trans.II  (1994) 1491-1497	
