$$$Solid-Liquid Equilibrium Data Set 2740	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C2H4O2	60.053	64-19-7	Acetic acid	
3	C10H8	128.174	91-20-3	Naphthalene	
T [K]	xL1 [mol/mol]	xL2 [mol/mol]	
289.45	0.00000	1.00000	
287.75	0.00000	0.96452	
280.45	0.16140	0.80883	
275.75	0.27981	0.69463	
272.15	0.36862	0.60897	
268.65	0.46018	0.52069	
265.75	0.54018	0.44349	
263.95	0.59229	0.39327	
264.25	0.62952	0.35733	
265.85	0.66844	0.31978	
267.15	0.70136	0.28804	
268.55	0.73365	0.25689	
269.25	0.75731	0.23405	
270.35	0.78004	0.21215	
Source	
Roloff M.: Beiträge zur Kenntnis der Kryohydrate. Z.Phys.Chem.(Leipzig) 17 (1895) 325-356	
$$$Solid-Liquid Equilibrium Data Set 2741	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C2H4O2	60.053	64-19-7	Acetic acid	
3	C10H8	128.174	91-20-3	Naphthalene	
T [K]	xL1 [mol/mol]	xL2 [mol/mol]	
278.45	1.00000	0.00000	
273.15	0.92105	0.00000	
278.45	0.60869	0.33915	
276.35	0.55253	0.40014	
272.55	0.45723	0.50356	
270.05	0.40002	0.56571	
266.25	0.31644	0.65645	
263.05	0.25131	0.72714	
263.75	0.17594	0.80897	
267.35	0.10315	0.88802	
Source	
Roloff M.: Beiträge zur Kenntnis der Kryohydrate. Z.Phys.Chem.(Leipzig) 17 (1895) 325-356	
