$$$Solid-Liquid Equilibrium Data Set 9855	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
T [K]	xL1 [mol/mol]	xL2 [mol/mol]	
276.10	0.87708	0.12136	
274.41	0.70448	0.29177	
273.65	0.64106	0.35438	
273.01	0.58801	0.40677	
272.29	0.54356	0.45065	
271.21	0.48898	0.50454	
270.21	0.44543	0.54753	
268.99	0.40879	0.58371	
267.73	0.37806	0.61404	
Source	
Sidgwick N.V.; Spurrell W.J.: The System Benzene-Ethyl Alcohol-Water between +25° and -5°. J.Chem.Soc.London 117 (1920) 1397-1404	
$$$Solid-Liquid Equilibrium Data Set 9856	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
T [K]	xL1 [mol/mol]	xL2 [mol/mol]	
276.65	0.91899	0.07699	
276.25	0.88513	0.10917	
275.91	0.85442	0.13836	
275.37	0.79083	0.19879	
274.77	0.72021	0.26591	
274.23	0.65884	0.32424	
273.18	0.56272	0.41559	
272.43	0.52125	0.45500	
270.99	0.44902	0.52365	
269.25	0.39496	0.57503	
268.53	0.36896	0.59974	
267.43	0.34826	0.61942	
Source	
Sidgwick N.V.; Spurrell W.J.: The System Benzene-Ethyl Alcohol-Water between +25° and -5°. J.Chem.Soc.London 117 (1920) 1397-1404	
$$$Solid-Liquid Equilibrium Data Set 9857	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C6H6	78.114	71-43-2	Benzene	
2	C2H6O	46.069	64-17-5	Ethanol	
3	H2O	18.015	7732-18-5	Water	
T [K]	xL1 [mol/mol]	xL2 [mol/mol]	
276.63	0.90481	0.08550	
275.99	0.82658	0.15578	
275.01	0.70429	0.26563	
274.63	0.65597	0.30904	
273.27	0.51450	0.43612	
272.11	0.44683	0.49691	
271.23	0.40789	0.53188	
270.40	0.37512	0.56132	
269.53	0.34725	0.58636	
268.73	0.32331	0.60787	
267.81	0.30247	0.62658	
Source	
Sidgwick N.V.; Spurrell W.J.: The System Benzene-Ethyl Alcohol-Water between +25° and -5°. J.Chem.Soc.London 117 (1920) 1397-1404	
