$$$Excess Heat Capacity Data Set 62	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	H2O	18.015	7732-18-5	Water	
Temperature	298.15	K	
Excess Heat Capacity [J/mol*K]	x1 [mol/mol]	
2.5600	0.01890	
4.4700	0.03250	
6.6700	0.04940	
8.8400	0.06710	
9.7300	0.07570	
10.6000	0.08450	
11.9900	0.10110	
13.3900	0.12550	
13.8300	0.14140	
14.0800	0.19820	
13.7500	0.23230	
12.8200	0.33490	
11.4500	0.43050	
10.3200	0.50750	
9.5800	0.56020	
7.7800	0.67120	
7.2900	0.69180	
6.3700	0.74180	
4.4200	0.83240	
2.1200	0.92010	
Source	
Grolier J.-P.E.; Wilhelm E.: Excess Volumes and Excess Heat Capacities of Water + Ethanol at 298.15 K. Fluid Phase Equilib. 6 (1981) 283-287	
$$$Excess Heat Capacity Data Set 88	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	H2O	18.015	7732-18-5	Water	
Temperature	288.15	K	
Excess Heat Capacity [J/mol*K]	x1 [mol/mol]	
1.6200	0.01024	
2.3800	0.01517	
3.0700	0.01978	
3.2400	0.02093	
3.8700	0.02521	
4.5300	0.02983	
6.0900	0.04118	
7.0100	0.04856	
7.4400	0.05192	
7.5600	0.05270	
7.7300	0.05431	
8.9400	0.06460	
9.3500	0.06880	
11.4500	0.09224	
11.5600	0.09302	
11.9500	0.09960	
12.6500	0.11004	
13.1400	0.12005	
13.4000	0.12755	
13.7000	0.14058	
13.5900	0.15020	
13.9100	0.15814	
13.6800	0.16947	
13.8100	0.17569	
13.1300	0.20210	
13.3100	0.20232	
12.8700	0.22802	
12.8000	0.23109	
12.4500	0.24341	
12.4700	0.24538	
12.3800	0.24652	
12.4900	0.24935	
12.1400	0.27037	
12.0600	0.27588	
11.9600	0.27752	
11.7500	0.29927	
11.0900	0.34063	
10.4200	0.38454	
9.7900	0.42169	
9.6200	0.43583	
8.6600	0.50823	
8.4700	0.52664	
7.5600	0.59548	
6.7300	0.65789	
5.9300	0.71417	
5.7400	0.72553	
4.3000	0.81208	
3.6900	0.84267	
2.3300	0.90538	
1.2300	0.94978	
Source	
Benson G.C.; D'Arcy P.J.: Excess Isobaric Heat Capacities of Water-n-Alcohol Mixtures. J.Chem.Eng.Data 27 (1982) 439-442	
$$$Excess Heat Capacity Data Set 89	
No.	Formula	Molar Mass	CAS Registry Number	Name	
1	C2H6O	46.069	64-17-5	Ethanol	
2	H2O	18.015	7732-18-5	Water	
Temperature	308.15	K	
Excess Heat Capacity [J/mol*K]	x1 [mol/mol]	
2.1500	0.01486	
3.1900	0.02180	
4.8300	0.03336	
5.8000	0.04122	
8.5900	0.06324	
9.7200	0.07385	
10.9100	0.08513	
11.2700	0.09003	
11.8000	0.09944	
12.8000	0.10982	
13.4300	0.12421	
13.9600	0.14846	
13.9000	0.14846	
13.9500	0.15017	
14.3900	0.17568	
14.4800	0.20203	
14.3400	0.20238	
14.3600	0.22808	
14.3200	0.25027	
14.1300	0.25027	
14.1400	0.25249	
14.0000	0.27915	
13.6100	0.30556	
13.8100	0.30803	
13.4600	0.33549	
13.3700	0.35068	
13.2500	0.35068	
13.0000	0.37785	
12.7900	0.40480	
12.4900	0.42639	
12.1200	0.45667	
11.4600	0.50650	
10.8900	0.54654	
10.8200	0.54654	
10.4500	0.57072	
10.0900	0.60495	
9.4500	0.64322	
9.3300	0.64581	
8.5300	0.69518	
7.6500	0.73412	
7.2500	0.75609	
6.1500	0.80913	
5.4400	0.83365	
4.2000	0.87510	
3.6300	0.89463	
3.6000	0.89463	
2.7800	0.92221	
2.0300	0.94436	
Source	
Benson G.C.; D'Arcy P.J.: Excess Isobaric Heat Capacities of Water-n-Alcohol Mixtures. J.Chem.Eng.Data 27 (1982) 439-442	
Source	
Grolier J.-P.E.; Wilhelm E.: Excess Volumes and Excess Heat Capacities of Water + Ethanol at 298.15 K. Fluid Phase Equilib. 6 (1981) 283-287	
Benson G.C.; D'Arcy P.J.: Excess Isobaric Heat Capacities of Water-n-Alcohol Mixtures. J.Chem.Eng.Data 27 (1982) 439-442	
